,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014449130438943185,0.0018715244339159828,-0.04668057270519878,0.02473443375766866,-0.02740082458058565,0.10391965231124553,0.04858265191981199,-0.12593604585494816,0.07420568835886698,0.05971567106041819,0.09926626731040661,0.03565012990037549,0.2309060593536279,-0.015452034838277161,-0.012981450881557124,0.07130425643294794
HALLMARK_ALLOGRAFT_REJECTION,0.06202421917880012,-0.00515730307760898,-0.030886835500691982,0.03797798023840947,0.05045672303525996,0.11983008623376015,0.0012113390142219724,0.1856150298257235,-0.022848531655192576,-0.03202040991531513,0.03314793261238203,0.03575735576029395,0.09512147158105064,0.04870241489773845,0.023648624496369185,0.019276587992434705
HALLMARK_ANDROGEN_RESPONSE,0.0812178157199718,0.049111306322384314,-0.029473043859175298,-0.010421564446952561,0.0685812363828667,0.14713917577735755,0.04140208963040557,0.10471689538791223,0.07340141156354787,0.004870362912776629,0.08764743785841882,0.034092370178104306,0.07272467279941228,0.0860000262454842,0.043519529526037826,0.01714879617010768
HALLMARK_ANGIOGENESIS,0.07209084300111628,0.035363908543774775,0.012563994789086742,-0.008337618977516144,0.04971594236454308,0.11868965924462602,-0.028315056109686192,0.14471634587569976,-0.055478029375885904,0.0012705382908656448,-0.09622145388779006,-0.13438297711276376,-0.09566687926503614,-0.005781807052207561,-0.009683321085825619,-0.1213948958148824
HALLMARK_APICAL_JUNCTION,0.06351639626310647,0.004118278322387476,0.021337706724434285,0.11137297876533303,0.04381205744423707,0.13048864660340237,-0.011248604143324662,0.029220159083662073,0.06204997604636719,-0.001471067724556747,0.10909953173287616,0.001548889936064702,0.20405945753564952,0.044149484556947734,0.048002398968202506,-0.003077564642315684
HALLMARK_APICAL_SURFACE,-0.047765374079341574,0.006698595495280392,-0.02111974758680688,-0.012804102087876608,-0.022230680427321712,-0.0440595660832359,0.02772890708167355,-0.08291671217579105,0.050445713814334256,0.08150237382023505,0.07769233876073588,-0.015648649372535333,0.21347518334164528,0.08492656755207255,-0.04031973937385502,0.05136245860929854
HALLMARK_APOPTOSIS,0.02360998023030098,0.01716933764079815,-0.02728107143735072,0.05617458807454622,-0.031937949152201134,0.05707079187152247,0.00941946130356915,0.05472130782461693,0.016920745411711593,-0.02899314913648575,0.019379621925564455,0.039975628973740324,0.035969365474304224,0.01636456643568211,0.02467078887930548,0.00679911018014744
HALLMARK_BILE_ACID_METABOLISM,0.032040352213751434,-0.02634413587607355,0.02425222100601442,0.02029526100070004,0.03110263670679846,0.15420733216739085,0.04462286595855323,0.0541684789198084,0.06080842550842463,0.027284427019657494,0.08904881143842959,0.03829825384891304,0.17595002079990693,0.07449111101781059,0.01917350864369435,0.06324535953380268
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04212138526874703,-0.02580804846020584,-0.027711974161575167,0.05505234254102939,0.10194719952814497,0.11707048344928628,0.04512900670303243,0.13815813991869114,0.02234367851837571,0.02985541799326869,0.20950617465678067,0.008722341263084717,0.1940559246078198,0.02676389001595249,-0.020738792108258474,0.040564717059931095
HALLMARK_COAGULATION,0.04306144492667084,0.039030607825934927,-0.030661780811413346,0.07963437906547008,0.014381998131915085,0.14485361890298584,0.06826820143695199,0.15379763753958572,0.05279239275099447,-0.026607937117552487,0.04586617496689059,0.09294711852095502,0.14384032645737244,-0.009057254119362776,-0.05657601514459351,0.06766641933893147
