,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313
HALLMARK_ADIPOGENESIS,-0.0696595252926082,0.01413368807841673,0.07949060516854263,-0.0041598104416433615,0.04865138397888331,0.03117296652993014,0.04736292063524979,0.039616344482867244
HALLMARK_ALLOGRAFT_REJECTION,0.13628833512297148,-0.06013734420846381,0.01830356603842221,-0.058381814125120016,0.08345508431304058,0.019703660569900555,0.029222979456448573,0.04742405152442553
HALLMARK_ANDROGEN_RESPONSE,-0.015589202770620134,0.03365546412836426,0.014328886981051704,0.011211952881403257,0.05378522627525856,0.01614359936019541,0.05127253552142631,0.039856871577750974
HALLMARK_ANGIOGENESIS,0.047441185008661096,-0.026342182391287498,0.016399964015672272,0.14641344780572205,0.1293917100672161,0.08203868724654509,0.062076107901733416,0.01962765723624603
HALLMARK_APICAL_JUNCTION,-0.036951619187652815,0.022547714099244474,0.029120566781140448,0.0045389933232842326,0.1113534971713605,0.08499976370081665,0.04592370877213026,0.09273600441790952
HALLMARK_APICAL_SURFACE,-0.04235518466049765,0.010395995524670744,-0.0014916288524175808,-0.01082777994026775,-0.04408209748235477,-0.008284209750483374,-0.017911373709311423,0.061713235905254724
HALLMARK_APOPTOSIS,0.002902756500692241,-0.015521046286421383,0.04751891050248831,0.018582700568696372,0.07622408864559878,0.039396048334075645,-0.008290593871877961,-0.04717649614266467
HALLMARK_BILE_ACID_METABOLISM,-0.07688389119332033,-0.026430061875586313,0.013871687482232437,-0.008118644654492854,0.10200706990680754,0.1119496325907065,0.029787037721623045,0.03495625642788922
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.046676495745736096,0.04654659318099158,0.0793100735343038,-0.039644869295881686,0.0281255535009091,0.09136237729516909,0.04647734715848947,0.03910708423299305
HALLMARK_COAGULATION,-0.07986871589835423,-0.04178957095211245,-0.00746668664356698,-0.07619044518109676,0.09449763217531411,0.07297393931382665,0.01851211532937136,0.05405552916693058
HALLMARK_COMPLEMENT,0.039167551103296006,0.004914817698414866,0.01295329676194167,-0.01876593837433899,0.09160299943556996,0.0581391178418762,-0.014298878571806676,0.04254719207869589
HALLMARK_DNA_REPAIR,-0.02699345143064405,0.02997200926853308,0.07297680099076215,0.07279216912942961,0.08334087084133807,0.036745575318739454,0.04349380049882587,0.07435588463764783
HALLMARK_E2F_TARGETS,-0.0732578795448763,-0.007217890947930797,0.06381693675200076,-0.022928580921860675,0.054588567267907125,0.040847891257825245,0.009801746781635711,0.05695718015986833
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0016866446547183886,-0.02713786535384261,0.019778176630202697,0.09735915773142473,0.11178945952477225,0.1106423650263328,0.05049527863255874,0.07343226569561327
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01077211511823829,0.026385911032986622,0.01527250187338185,-0.0003012216705890738,0.066102378842586,-0.04324830896582697,-0.023061251422451245,0.008992622981147991
