,UKF260,UKF275,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.011614916036937938,0.018073042658343485,-0.003372001642470279,0.09123057986675402,-0.03233966365724264,0.01930179070086531,0.09473313242203747,0.08199986107830072,0.00717067633714846
HALLMARK_ALLOGRAFT_REJECTION,0.033021135634195155,0.026692553653714937,-0.017851306700881066,0.07548860276039737,0.0013649700821680383,0.02152563706219442,0.018316808415308493,-0.01607325946689439,-0.0005985905844336864
HALLMARK_ANDROGEN_RESPONSE,-0.014086166963766841,0.0645618441278407,-0.03886796937333058,0.017726335032613443,-0.033686064165383625,0.046957733296724834,0.07373313814089595,0.10057424205372116,-0.02752487908669281
HALLMARK_ANGIOGENESIS,0.05667258456809594,0.019111786135414612,0.04171877550007818,-0.026435502826577403,-0.04126138070574815,-0.023916073233255203,-0.03987933811348898,-0.02683219781300102,-0.02488587537966778
HALLMARK_APICAL_JUNCTION,0.057158052383379045,0.031142596943031283,-0.05165820168653341,0.09507516543384115,-0.035887136650484736,-0.004557752722813044,0.05249467148157115,0.04099591795270798,-0.06337585212149008
HALLMARK_APICAL_SURFACE,0.0015400971091999768,-0.01087074915815005,0.029124342311404046,0.13876643233088914,-0.0011185939887397593,0.024294392527397925,0.038602014719593895,0.031018411990446946,0.0302926231455004
HALLMARK_APOPTOSIS,-0.008456857028933585,0.015737619733159305,0.018828315054189065,0.04531323981298718,-0.03612986381399038,0.043755674449836884,0.02080106158236634,-0.01488299508531109,-0.07982350881033239
HALLMARK_BILE_ACID_METABOLISM,-0.00692562090950514,0.036737935074911944,-0.029985421563476413,0.05690179387281915,0.019699606505335622,-0.02628676191257345,0.049563980502193426,0.06028163476168301,-0.05180267216421978
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014928187587025398,-0.01770945701609068,0.022209524883580314,0.029840156271033588,-0.04066216545318215,0.03711428204692745,0.08014070582143362,0.04029947064364736,0.011401696257361442
HALLMARK_COAGULATION,0.051989109551068335,-0.0017488277243948294,-0.006395063061619171,0.08217232002750474,-0.08001617658963456,0.0533410691913568,0.02681859111536305,0.06537058407022457,-0.0660790729121853
HALLMARK_COMPLEMENT,0.0024658552125147895,0.02129902553922025,0.027149375841793222,0.06356895272913629,-0.04263463492275235,-0.016175223540797045,0.06845285775455545,0.03954015589445467,0.003173948752080572
HALLMARK_DNA_REPAIR,0.024811441129930074,0.03259459427329282,-0.00020587200116053175,0.12844120121087535,-0.02059004604676191,-0.016140289202524534,0.08719150799868274,0.08069449032960359,-0.025783751050170237
HALLMARK_E2F_TARGETS,-0.030394913783116706,-0.01959238918788894,-0.021785068425510038,0.09040637991256482,-0.0760567224430478,0.03291412293443461,0.07514899629565774,0.011135691167514115,-0.11917792588157265
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.042172068057898957,0.01694219784872713,-0.060452854545777875,0.013102774490196962,-0.04522820747354973,0.04566685516772167,-0.017799920550173088,0.03880369029701429,-0.030623261518446927
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04644761079800319,-0.03929067604765038,-0.1078271861947515,0.11453251904228362,-0.02011053237319438,-0.0093189630215224,0.06617048976483902,0.0539161450842448,-0.02567556588060507
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030635148260682123,0.01893917211748716,0.06191543926671888,0.022929678359125506,-0.022805119036034237,0.05661353746243242,0.10205433432905772,0.015752984068603496,0.015534941279042884
