,UKF243,UKF248,UKF259,UKF266,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.004047499584470661,-0.10852348775826925,-0.04712818263947847,-0.017632017593023352,-0.00995612822241379,0.004113794783981101,0.07580543139800267,0.09941678255070095,0.02496586394264547
HALLMARK_ALLOGRAFT_REJECTION,0.07787357737823247,-0.10637550696667131,-0.04716121046343109,0.07124215504985355,-0.056768384936175025,0.03805402208272989,-0.05237388554858339,0.06778224732259142,0.0012756718699927527
HALLMARK_ANDROGEN_RESPONSE,-0.009880164164277547,-0.051335569445319335,0.05303644695052273,-0.054871541382097565,0.023056347340766833,0.027619021923957043,0.07603804933994122,0.11356404172504,-0.020520122264616296
HALLMARK_ANGIOGENESIS,0.12462333739781865,0.023160622415287793,0.08386115749502024,-0.07082527135567948,0.051564677719833966,-0.09045127849000603,0.06864961971886836,-0.06097857730779753,0.01042501021047957
HALLMARK_APICAL_JUNCTION,0.01931752193722109,-0.10618226722981043,-0.07688877119881403,-0.058795250263441984,-0.004120033971882924,0.022356915776698637,0.09390484981455219,0.10928368797799616,0.026464710417544807
HALLMARK_APICAL_SURFACE,0.10718843035705869,-0.14452978867574498,-0.06268039451335661,-0.059328100908872757,-0.0917201403452394,0.03412694323173442,0.07714946519143859,0.13528435948103365,0.03944541416872091
HALLMARK_APOPTOSIS,-0.014794034663073842,0.021053106296953818,0.0341133237669944,0.04156047827024193,-0.01913047002599979,0.054557708834318555,0.024068432647514466,-0.07550649454322432,-0.04405788390113731
HALLMARK_BILE_ACID_METABOLISM,0.009518184764486898,-0.13254849498191376,-0.10659463855959561,-0.02697837595691169,-0.00449687457041839,-0.027539106499589315,0.0870656317678919,0.08119974988891009,-0.019053475473816063
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007106422887757194,0.006362378785738236,-0.03837338196289466,-0.02834898017721888,0.011280728496494185,0.07198916829598177,0.11912411669489559,0.12396570745145323,-0.0004907249024146794
HALLMARK_COAGULATION,-0.04447275574207367,-0.1221630185130034,-0.08594110228194343,0.04198752464836107,-0.051100081595785087,0.012032736326057737,0.039813900400033124,0.009462975870246517,-0.0631246827408543
HALLMARK_COMPLEMENT,0.08977764237212069,-0.03169809007670819,0.010248917686042767,0.01679328988260853,0.02470937608939678,0.01955968049746283,0.08319212054751686,0.06388450224122338,0.027134757123946827
HALLMARK_DNA_REPAIR,0.03800606265545346,-0.06744692682184723,0.048643185642164265,-0.039939013231776496,0.008995820874846674,0.09788355254646579,0.1501479119019747,0.17136398838906627,0.08247999761707625
HALLMARK_E2F_TARGETS,0.023266184422925325,-0.1351669680495719,-0.026493099840893587,-0.03691865669056754,-0.06012439858559803,0.07166448134911829,0.08070672097523492,0.09801399649654027,0.1005886285650608
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030641137100221445,0.007335132905073752,0.0875465090363526,0.007694559163097611,-0.01940173036867256,0.02869004215977162,0.15834347386644232,0.033295432143908246,-0.03713145681468567
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06346581420388082,0.012053732966171432,0.03977823518387374,-0.00898403373022912,0.04871526166981138,-0.03608560397761355,0.20012372253304295,0.11078990157699821,0.022925865349293792
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010365844640857283,-0.0788616807850414,-0.07937455178901473,0.0014802079150331696,0.012912844458420492,-0.010045836470397664,0.08277866163033985,0.12844386667637783,0.06499491464251889
HALLMARK_FATTY_ACID_METABOLISM,0.15516476343543187,0.10520570765530901,0.06384395329231737,0.0042655004709788,0.06553922722434355,-0.035345552250403145,0.19211512928224572,0.12646305270584116,0.01572992086256226
HALLMARK_G2M_CHECKPOINT,0.050188705090296694,-0.12524324965899508,-0.04428161590454776,-0.031430418901274966,0.00037128991496178826,0.02092095076277578,0.10962271438928829,0.06733145924561289,0.061880015987095596
HALLMARK_GLYCOLYSIS,0.020859182423092388,0.060261611575276104,0.03589870249623514,-0.02881451984983385,0.03595758227086773,0.03417126313957155,0.2363834944302261,0.23635276630293142,0.08395798493418344
HALLMARK_HEDGEHOG_SIGNALING,-0.05965476876284932,-0.045296385493673076,-0.052524899740947775,-0.01949078025575503,-0.03359023527135483,-0.08439109294407929,0.09111931685148021,0.07353887829619674,0.04988437936391868
HALLMARK_HEME_METABOLISM,0.012485960677708992,-0.07255851551991585,-0.036970740522451646,-0.041197009176732385,0.013216118954944263,0.012534674986217534,0.13727357469984178,0.13159626001009936,0.024419941421143995
HALLMARK_HYPOXIA,-0.015224822585200855,0.1809412604734586,0.10256939797751297,0.005195713253919976,0.16827182605645638,-0.02266800663215003,0.17129703345704586,0.10369373262327622,-0.036341280214975014
HALLMARK_IL2_STAT5_SIGNALING,0.11092553200499215,-0.030088781436208623,0.05154647425188067,-0.038281315431130565,0.07417605177566448,0.032124493021009615,0.13900845880863785,0.14302997011099797,0.05778407310766899
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06815730196364381,0.034812260776927804,-0.03523169363263847,0.027577224285068928,0.04100917339476538,-0.007319499084675165,0.05174798186840459,0.05587915835383556,-0.011348718753510675
HALLMARK_INFLAMMATORY_RESPONSE,0.06011057316675663,0.05417095983974789,0.0438068052882302,-0.00702401475812887,0.05814006829732934,-0.01000892880541456,0.14580444139712406,-0.038242985155272045,-0.01986498834315481
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.009673847109557532,-0.14834634508034117,-0.02070786785913918,-0.05402020220223548,-0.06980412621963526,0.06779963183643398,0.011979427557635959,0.0858829762114725,0.007520290406087216
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05255179187346164,-0.009264402141668964,0.06864999388377417,0.06196857745971058,0.0859600161899581,0.059154597593237365,0.1465864750683144,0.02098429385170224,0.0008964616660563364
