,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0562059038557913,0.10470159110528057,-0.025263933152495126,0.05898689454547245,0.05568864547986739,-0.008917785875037703,0.1514923149159294,-0.025633103812247347,0.07187016448354412,0.054909775030750355,0.039074618511456743,0.027806171472021114,0.009118062572427699,0.1421585970254311,0.06756648831378395,0.03599882257467049,-0.00812214035587253,-0.03195222753243927,0.04669204153926968,0.11818892957464595,0.10644307489675957
HALLMARK_ALLOGRAFT_REJECTION,-0.00034808065202657104,-0.09585925032125997,-0.0033173524226546274,0.027445786338915826,-0.026677083572862557,0.08613184672537594,0.2106812542656639,0.046580758587291826,0.043100782552033194,-0.09968832578539728,0.05950625461670651,-0.013368217389900999,0.0014754989558391784,0.035807315696908926,0.03058701127650137,-0.030231280802571377,-0.038693228944320826,0.032877491282048664,0.026069944958697758,-0.004686996709110472,-0.005566921341490827
HALLMARK_ANDROGEN_RESPONSE,-0.04116425652218509,0.0450798058958679,-0.026141477686510317,0.06832977834821756,0.035838511963980545,0.019762222328477512,0.1943045014925234,0.04792680198272219,0.017400182492025677,-0.05323474455623769,0.023053297647681027,0.05638487513821892,0.0652516489393996,0.045036817607359544,0.024343393255843313,0.04592397800655293,0.023354959836420715,0.021219361702293858,0.017627866549958623,-0.040745663048636714,0.06792771269965124
HALLMARK_ANGIOGENESIS,0.04603935357698995,0.052849710051928955,0.006971273870016177,0.05805922412264558,-0.013302543698908632,-0.015398029611883439,0.1524546007441537,0.07124220001170341,0.07631677682176288,-0.09340672436802062,-0.02100285672418729,-0.014059642216866999,0.02321222204971037,-0.019560173966279713,0.057074534729218994,-0.07812677964119799,0.019184302576050083,0.06013427122920919,-0.03756768115059165,-0.17036033154958538,-0.10585421115332194
HALLMARK_APICAL_JUNCTION,-0.04460653702289011,0.0949803351504409,-0.043222531880562146,0.07052823249112126,0.05419128764631922,0.015031439649408304,0.18544210145943432,0.07166023752251792,0.015050519769254226,0.015056885809412595,-0.011771168432635376,0.036125678831464565,0.037167727574069186,0.09989737099245437,0.05011273145143982,0.04892740174669156,0.020616937910635166,-0.016683261945210436,0.007971522161966709,0.04085918473430658,0.04191924323163295
HALLMARK_APICAL_SURFACE,-0.013811921959926645,0.12343930647761253,-0.06535858573335103,-0.0063019456508295255,0.05572055549091457,-0.023877107750171198,-0.06578840343663782,-0.05663711191525544,-0.035951927392071564,0.043066668668612064,-0.05203323692364412,-0.018877619329915996,-0.08868777139281095,0.1751371721943001,0.029722897356172225,0.03984821349278604,0.030612648318508944,-0.015135090282371848,0.027000226234286214,0.029845417942457476,0.07224773803779806
HALLMARK_APOPTOSIS,0.032222385752068594,-0.03766616491429571,0.04660135177969128,-0.005816416716774496,0.007479246605957777,0.05440934078964442,0.021921991305464694,0.02978686980292686,-0.029714767835198705,-0.07396775696753091,0.003109551296870752,0.004915096133964774,0.00041270486243521717,0.06230326364799071,0.027044294878725193,-0.004738371703748523,-0.04615587411107955,-0.03094564786345349,0.004511244654497111,-0.02129697860138997,0.028029324626111983
HALLMARK_BILE_ACID_METABOLISM,-0.0035777684248270913,0.06835691934262667,-0.02925021895054533,-0.010693679599228683,0.038383795174858445,0.020097328838552586,0.21144359200970184,-0.024062795709020045,0.11234797231027004,-0.09051452639332416,-0.029286030965296923,-0.003434301938840045,0.007284880278928955,0.09848871164409813,0.01065097927079755,0.028153702895305235,-0.02307956770410288,-0.009775324987723315,0.03445356191089289,0.15796462192999,0.08795584041993104
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006827186272370672,0.06388773016499685,0.06540551204551234,0.08014554091905587,-0.014975480030795874,-0.05236858224610345,0.163616855539564,0.08533640666006256,0.09065195642386585,-0.0981843782078297,0.012070820561487606,0.13741127256841798,-0.03980358575801053,0.10287133627546245,0.06279412283215806,0.03183545376760237,0.04211654259810301,-0.041498240327196845,0.017681954838689243,0.10995205343584022,0.07441603679592865
HALLMARK_COAGULATION,0.0698114124158976,0.055573419504072484,-0.025650436662867912,0.07333499052080877,0.0785354492086404,0.10113194685884398,0.180008180813376,0.014430563166001633,0.10155933358318937,-0.11508327322158789,0.010241425492686444,-0.0032943934502355035,-0.0023066844208794327,0.07209258244856953,0.034419839010763106,0.009336688332603624,-0.04714443892448891,0.02189782113025209,0.11259076491070577,-0.026629647193798612,0.01482496494922971
