,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0021857139937614353,-0.0042829604498809655,-0.0023918571947295322,0.0330212003335309,0.04028062385027466,-0.014556248482780034,-0.011252416012166012,0.042216960664226165,-0.029357115671374435,0.0015663990755279385,0.09899732115933087,0.022072540751924614,0.12107044227907217,0.049228691401216475,0.02231188393185626,0.06555507541454232
HALLMARK_ALLOGRAFT_REJECTION,-0.042214743370982674,-0.07689162751112025,-0.021599175764596766,-0.0016974589449127696,0.13071759896400265,0.06312672093536752,0.016625189384390178,0.011105236995167914,0.015811796256719333,0.09359414433759357,-0.012522777799747375,0.017211337267713737,0.08726331406799774,0.0500777930525032,-0.00465233573650922,0.03081556049899205
HALLMARK_ANDROGEN_RESPONSE,-0.002027187660188135,0.015418099933632553,0.026085072060988063,0.004253941918983307,0.06076854189009666,0.04935705239284135,0.03745875618903766,0.030804695501203325,0.025891258109717454,0.023729379120622437,0.09346467023422719,0.039682423683725807,0.0666058704406973,0.054194520373893315,0.05730829609330115,-0.04979333674643243
HALLMARK_ANGIOGENESIS,0.0004480320910530841,-0.058423234239144535,-0.0009828275286030022,-0.05244933369144282,0.08042062342807545,0.032672592763855896,0.09329380907929707,0.03908092395505761,-0.013427096060282223,0.027025567800249242,-0.051229385188558296,0.06675938982593563,0.11414247974824032,-0.03745791494577439,-0.004670396449954918,-0.13992933665490861
HALLMARK_APICAL_JUNCTION,0.035190064298188425,-0.01623278511909457,-0.05320046149070567,-0.029299418309901938,0.0987519875303251,0.031944116873407265,0.03424596736759793,0.02354135729005739,-0.004987085745357086,0.07144982040868622,0.13184918018079006,0.02742048711706769,0.14117234690194788,0.040281559349643045,0.05772763386890861,-0.0502625272458726
HALLMARK_APICAL_SURFACE,0.03047095360544447,0.003365517945022427,-0.06549761175764471,-7.996660434027957e-05,-0.07104247759060371,-0.06496780568588238,-0.07998139426185644,-0.02064517841946352,0.031132189082652955,-0.03391205542929668,0.0763560142918055,0.08114822120249407,0.1277140944897001,-0.04031417970973391,0.03075818544541229,0.021953025894364576
HALLMARK_APOPTOSIS,-0.0014847127038988275,0.1393483468002529,-0.032469042624636756,-0.035391734829497944,-0.013934730393861628,0.01550338842259378,-0.011368475920932587,-0.001159062954894065,-0.0023117660523225415,-0.012956406829462638,0.06254486336376865,0.03064690971283556,0.027749420329085468,0.006656420680065132,-0.024955809321414522,-0.0028724042479419697
HALLMARK_BILE_ACID_METABOLISM,-0.020467532327175644,0.007745333333382424,0.0051851107968374265,0.017858261527293858,0.065918114956152,0.022557486966698084,0.014586287023422764,-0.02563421572809312,0.0041307797999274,-0.02760641622944407,0.1325842333022501,0.04252017307855741,0.06686770064882461,0.029280480950017493,0.05556565310470529,0.05146310200634246
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02024190185251345,-0.05480622020398798,-0.04298463485598295,0.050843421856392304,0.06968075278779287,0.01735362761221923,0.04405124550666135,0.06130597017992679,0.0006808462116867632,0.010272591584679679,0.1235351189961001,0.04874358590645479,0.09019898801355575,0.08783520099523094,0.028839875230310515,0.02298672997316486
HALLMARK_COAGULATION,-0.00805723463827526,-0.08039960718910956,-0.018786949028897958,-0.007387907402095263,0.08303577572853833,0.017358467375145764,0.04569873048167033,0.07905071256139076,0.008986329391669988,0.09366825537321759,0.08014012673573247,0.028655841771157705,0.1355131272967391,0.04545083011015294,0.018222587442897537,-0.047526791186788334
