,MGH258,UKF248,UKF251,UKF259,UKF260,UKF296,UKF313,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030591946922048797,0.07544436834575084,-0.029298038086900225,0.03324538679575388,0.06888448522645944,-0.0039115819295149025,0.09620486579309717,-0.014797956571201016,0.10422858383228313,0.0027559073146571386,0.10777017897613125,0.06454846548765635
HALLMARK_ALLOGRAFT_REJECTION,0.05376345286750216,0.05207017584612042,-0.01986911114847806,-0.0023290556530966727,0.019869416071091224,0.03466986898150986,0.1396826897214783,0.10571714894927488,0.06689841008000921,-0.018526915208698518,0.15025954116075954,0.10325728350481188
HALLMARK_ANDROGEN_RESPONSE,0.0018696243846992686,0.04078834202121654,0.0026679019232092953,0.045907604873626454,-0.004450198290346078,-0.011860942793937975,0.10256322027085542,0.06017426326471685,0.12676843571721796,0.011463531566076646,0.155325029533889,0.0223721531616437
HALLMARK_ANGIOGENESIS,0.00855391784602905,-0.019918049893723283,0.03340246584806995,-0.05346214659389301,0.014488889765138261,-0.00526894808830804,-0.03646440078486229,-0.0024286767629081462,-0.058583490017647115,-0.06150308093922382,0.015781258007418832,-0.0686012968096975
HALLMARK_APICAL_JUNCTION,0.02264712829268518,0.0684155583650095,-0.030303321615070187,0.03723616386396826,0.06775704789154412,-0.0018257863624547698,0.10070204088721407,0.039760025461903235,0.1051106800871149,-0.03264720668702179,0.14037883789370256,0.06710311395906553
HALLMARK_APICAL_SURFACE,0.03129888590608951,0.04890557996377663,0.03611974080231944,-0.00482997421931183,0.06234322203211285,-0.07031330437326014,0.10591657592584157,-0.015564837669194996,0.0798778192195939,-0.06260781052983731,0.1491742613968943,-0.06086037803770721
HALLMARK_APOPTOSIS,0.0033433153523029706,-0.009493560387581607,0.002862959106569556,0.015783431822949986,-0.054090002908987855,0.040354361340746214,0.0017390817084362345,0.037810356310109594,-0.023019018463321335,-0.008259607508662392,0.07342317419693248,0.08461484409050472
HALLMARK_BILE_ACID_METABOLISM,0.013814423588008827,0.05383049335440514,-0.0027770826196193994,0.010233587343289559,0.07282919888584995,-2.7489946698549266e-05,0.022723140378669543,0.0038977869358240986,0.09531879317328196,-4.220971178598658e-05,0.06361675701824823,0.027780645363377404
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015758581399033956,0.022909027601040757,-0.035393068372831044,0.04566030917226525,-0.0007790238741757235,-0.020129593986390033,0.12736916532365278,-0.07025036880753469,0.10838244009142989,-0.011730420295349516,0.025601884251509662,0.05357110365540409
HALLMARK_COAGULATION,0.01825461502065217,0.06997709525043126,-0.009317494727359401,0.040874581239060855,0.03691455094081394,0.027137235301521342,0.09639918791452656,0.07395943641781395,0.050714190348832476,0.005265805020936246,0.1425588987864678,0.10011089073112127
HALLMARK_COMPLEMENT,0.06320250697306146,0.02126596490752611,-0.00505452728488584,0.01568438018507842,-0.025538231444092684,-0.0030171518308506296,0.07983780112915957,0.020973509391322837,0.09100610859504832,0.024508472891125142,0.04427031490683678,0.11451930043785469
HALLMARK_DNA_REPAIR,0.052471852578069106,0.03600000250973239,-0.011809487669804938,0.05699999031814187,0.026592932008513207,-0.012903944421020119,0.1302674287184445,0.0011314244432874042,0.11699039206370168,-0.01729622002337539,0.08349955437486974,0.06466928731496974
HALLMARK_E2F_TARGETS,0.02720359908040183,0.05071023619293659,-0.0307509334691904,0.030078853034077188,0.023486189941607293,-0.05771653068425655,0.10766367083893419,0.004269216669242783,0.0996309279170727,-0.0650807139319634,0.03800036791022281,0.035448316780965015
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.006791824677045532,0.0036514248410458427,-0.002306320237406355,0.0019891662659070213,0.043754274667287034,0.06090315820205144,-0.02117379272942214,0.08057001802988131,-0.050145531145564165,-0.04098372697406323,0.1379000557110956,0.04708353214695128
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02850702177519835,0.024863560431737715,-0.0269424720600157,0.03582133603814257,-0.009943843762404895,-0.0025035717218685463,-0.048197078538780316,-0.021203280294601116,0.05878466187265945,0.0054933852523945895,0.0915849664457014,0.048157094282726895
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0013740426906497032,0.05691648662874642,-0.019986896348958925,0.011411453050007441,0.00998347769171774,-0.01135801643140717,0.10671116316203676,-0.012639961894031916,0.10293866123255324,-0.021314480080482073,-0.018097431800803147,0.028992762978669716
HALLMARK_FATTY_ACID_METABOLISM,0.004259989375217696,0.002766501683041035,0.005536005224357742,0.00743636479487447,-0.12450032544474154,-0.025526560104700197,-0.04772242912254051,-0.08626488551538003,0.03054422702490313,0.029034411505659014,0.022549633358617188,0.006051777468348581
HALLMARK_G2M_CHECKPOINT,0.002881184075732768,0.031890518147406316,-0.03434862501458293,0.05565081628010452,0.00832856233154606,0.012600189991368946,0.10994203562244484,-0.012157381223227546,0.09278927510585849,-0.05798722500193609,0.04721134556964099,-0.035312505051617496
HALLMARK_GLYCOLYSIS,0.015251541805427486,0.0073452023967135825,0.020139451545628184,0.005054279740247163,-0.010367643612313536,-0.01915143287521506,0.050214727894195954,-0.057467442407326375,0.058399383452786814,-0.03125981205966138,0.043547835879225325,-0.018895079932161787
HALLMARK_HEDGEHOG_SIGNALING,-0.004080205898635853,0.018216044545755032,-0.031175853360587407,0.02049547929607432,-0.030124384319430854,-0.036212881826769634,0.07581576021326632,-0.03644789740608973,0.08213121200074906,-0.022040961986557937,-0.006705954183692052,-0.08276143226236288
HALLMARK_HEME_METABOLISM,0.025261081545506242,0.06892780217031759,-0.03754263113704577,0.04419877407004482,0.014526738890201564,0.013985903934899513,0.07630178181483781,-0.039017573141356655,0.11504511707861383,0.02820809679357048,0.07815471625650733,0.05371291977826357
HALLMARK_HYPOXIA,0.007392780593658813,-0.10093480285259397,-0.007769896920680636,0.02274842839504464,-0.002700170135973168,-0.020544035107699928,-0.07113937713841764,-0.028328480778699844,-0.08476463935214713,-0.03283105882455158,-0.0010540876670564157,0.005337065685519576
HALLMARK_IL2_STAT5_SIGNALING,0.07497876229641798,0.05807400548558015,-0.02026943954240453,0.01700848207926621,-0.03458855877853743,-0.001084650416359249,0.001565753216227329,0.009640234379236173,0.06687080996193123,-0.015552913998244053,0.0721452429106254,-0.007005456304899414
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.013318353215844968,0.031395374107332674,-0.05849605521736813,0.0023678586624757696,0.0032482429790820547,-0.023991815614152003,0.07009188792122095,0.06686795887821446,0.09502968079747237,-0.08894060590090422,0.049825475293372064,0.005443270835779149
HALLMARK_INFLAMMATORY_RESPONSE,0.034676344637460145,0.07696480948253383,0.011410006175885426,-0.019963337390591526,-0.08666672026193727,0.012527776421055393,-0.008303466391023048,-0.11207998906316012,0.009138152612692643,0.053000940031840235,0.014917620067735381,0.030058251586628216
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.008527216794308606,0.02809114539342799,0.017250695451724522,0.023718892319960112,0.10002049131688194,-0.014980467812365275,0.10958732853547687,0.06427499156720888,0.09528305236353796,-0.014476690419964305,0.1790146214915953,0.10762340674642701
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01525182620006777,0.0004644740700853288,-0.02115692217145935,0.045173495336360406,-0.015025387768860018,0.03223645787636854,0.03660677448887089,0.05592849260601266,0.034849195069469575,-0.00203323065569305,0.1298973690187201,0.08688185946933472
HALLMARK_KRAS_SIGNALING_DN,0.05340343328624901,0.052763751575300104,-0.008425322337875775,0.051706774942142895,0.058671088043765335,-0.04580989371744759,0.043128405963635506,-0.10035799463982349,0.10160748691100596,0.01566969605920302,0.0392185530898671,0.10006625052489687
HALLMARK_KRAS_SIGNALING_UP,0.0145608653881412,0.03424797192678123,0.015731308917082645,0.031102265293871164,-0.03578481782946472,-0.0412053968744753,0.09064883565815775,0.13380068209571905,0.08656936879885226,-0.03825215203385626,0.15871686340966012,0.040308888164195165
HALLMARK_MITOTIC_SPINDLE,0.06661123309263038,0.06288932652607172,-0.02883305941205182,0.06915819286076519,0.04994457193890274,0.004103934802474953,0.1190615231089266,-0.007328668333039246,0.12321089219190624,-0.015836433876485194,0.1068395341824022,0.06119912889809404
HALLMARK_MTORC1_SIGNALING,-0.0011132327777151735,-0.044766993319436406,-0.03780721426663635,-0.00587207368458566,-0.02010319064328939,0.009756952030579505,-0.0015974166984564658,0.03318685217024311,0.006713762890751461,-0.025254642387112843,0.06482058708562578,-0.045230565377886396
HALLMARK_MYC_TARGETS_V1,0.027562761472175807,0.025634245493331948,-0.026171386541674238,0.050639705874281495,0.03904887215909612,0.004308744386746943,0.14737025901418382,0.05063571016172367,0.12592078894666714,-0.03491000491667511,0.0510786386960225,0.0848352810705171
HALLMARK_MYC_TARGETS_V2,-0.023294578727427035,0.022123185540835574,0.029069250322189395,0.012985697641955538,-0.00043001188029060256,0.010359751810542103,0.03870591729589692,-0.10144218309361559,0.1071087313239433,-0.04297269389345923,0.05031919964497348,-0.00325563369533829
HALLMARK_MYOGENESIS,0.030011136960975265,0.050640347878701905,-0.03270849202128949,0.009183608843666658,0.05016025737609601,0.03684787912779151,0.03229037998916561,0.036042407779517366,0.09017572976791563,0.01650888805108952,0.16149215769226224,0.11863795833979426
HALLMARK_NOTCH_SIGNALING,0.044652403918372184,0.08342240987533936,-0.0545717188836307,0.031833125722668915,0.08603078659135613,-0.030721657367734804,0.123742989186729,-0.03266458175585035,0.09062856713126505,-0.019278766886383147,0.08829844529696015,0.03691484421914424
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.022926099407014927,0.0070372688590213985,-0.028275973544933723,0.06617333966695904,0.01448280127967411,-0.0487212274637549,0.13552827188610883,0.020321513744967993,0.11245499468793847,-0.02344101417103046,0.050118633861667025,0.05407004142805862
