,UKF248,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12340716956519299,0.03382204339093158,0.05930849218752669,0.006434666991313086,0.07031882176754661,0.014586940585753005,0.20752484498062712,0.13561993189307692,0.13104199697675756,0.11297285115327199,0.14681105937371486,0.09126282944734308,0.21019768151055201,0.23440881518397846,0.16815274371954927
HALLMARK_ALLOGRAFT_REJECTION,0.11428087354970057,-0.046952363354471484,-0.05542537247494918,0.05323546322188266,0.05437972888057129,0.007022874578422144,0.16316995258631334,-0.10743403510327404,0.07642294492469258,0.12581782517427592,0.11422054703999097,0.04544386889869309,0.1657037542176072,0.13482319657785047,0.07070979301073178
HALLMARK_ANDROGEN_RESPONSE,0.10919778844510128,0.026301934999236033,0.0007153707648305355,-0.0063884785204633135,0.07677843202002588,0.09962165777576928,0.14907279846171206,0.16251325373896602,0.09287297872588952,0.049457521395662084,0.08998351007853493,0.08713566080236403,0.10157337977304147,0.1172330356866676,0.13758782293826116
HALLMARK_ANGIOGENESIS,-0.009563322605894469,-0.01664218751376207,0.059264423107358445,0.046041027751671355,-0.012247588225724098,0.034555366096025684,0.12750714364053808,0.11603973111875213,-0.08988502490544192,0.034838299830552866,0.002177562230344304,-0.07358152987311471,0.16296125085638594,-0.13716460580435766,0.10108147379278486
HALLMARK_APICAL_JUNCTION,0.15538356432839573,0.09090171063114016,0.024063076903282594,0.016286409012282146,0.07620634588137294,0.08679437555897256,0.21518689585048534,0.13852312802778774,0.1237945895652415,0.17678810257739005,0.12306453773133079,0.09868512657150898,0.22988537498830885,0.20908279006093328,0.19119930720453138
HALLMARK_APICAL_SURFACE,0.07213187639580702,0.07637524789566194,-0.030775006354492925,-0.05724733965755992,0.08028902111329422,0.06618357146191091,0.07244198001995907,0.08897758043403484,0.053536412631873295,0.07670705811180825,0.06972123691611108,0.06149028962285093,0.12675302100376729,0.15357689732581856,0.040486027549022495
HALLMARK_APOPTOSIS,0.08471450662828112,0.015494737437908428,-0.04052868771887558,0.014798893340014508,0.07466077870180544,-0.05316756330401436,-0.01299781030300094,0.053826748882345746,0.0617824561221761,0.10364252257091548,0.010575742285440799,0.0038527762811620425,0.07715796555324429,0.0780773624785323,0.04718272373066509
HALLMARK_BILE_ACID_METABOLISM,0.05602825967874168,0.055126751318599156,0.03116163929515043,0.04669504149560674,0.09063022176851344,0.12064706288642017,0.0817051237756678,0.12874005661467933,0.12003760340303046,0.0650669400134623,0.12579240576923306,0.0907811902851454,0.09793744800647003,0.2144732014493512,0.17172993441462348
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02429924077821784,0.05334067483238216,0.0524248937402493,-0.019919689314757388,0.07883205998384746,0.06343976495433448,0.1306519750729627,0.13970088898095687,0.09219544792147459,0.04858059393240695,0.07398801201029662,0.10163394399296893,0.07321006569675952,0.19137522963689912,0.14654690113425017
HALLMARK_COAGULATION,0.15945323110674367,0.034540221860357545,0.006592239671139321,-0.022690379186594226,-0.014184122268538542,0.04423090404855676,0.13781826943883335,0.13509029721520363,0.11864110671926617,0.13215653130833116,0.13457622658901158,0.05629414301964829,0.2199781482326512,0.11065389480398904,0.12621170352975508
HALLMARK_COMPLEMENT,0.08397344100163366,-0.016603122343417365,-0.0014165706323671856,-0.05843468492291383,0.1002729564224137,0.0024356693682153745,0.20223854974120023,0.10399966206853466,0.11103538267235127,0.11734570296361191,0.09425347369564552,0.0569657755695081,0.21134247630856007,0.18997403339977925,0.09235968379804703
HALLMARK_DNA_REPAIR,0.08952952472804017,0.059363245337298434,0.034428848134963705,-0.03409304917135618,0.08314751380315101,0.10243805004979036,0.18588396395269538,0.10895747625511895,0.08580493198770436,0.13068474016274728,0.10839855994274641,0.10794832480030363,0.2552609004608822,0.2564601750627459,0.23009973897844593
HALLMARK_E2F_TARGETS,0.080748601265869,0.06480455191801959,0.06961646399713074,-0.016450433751144952,0.04712258291666753,0.08857608180637105,0.06148178834488306,0.08542355172072676,0.06336726127737467,0.14262462025944303,0.05288917643225875,0.019546336239352247,0.21598570307698253,0.23308634575235362,0.19181226510009375
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11082245107553872,0.032839431008076805,0.07282362098518304,0.019033946469044955,-0.013943950103537188,0.076396755459978,0.1546699802500908,0.12654856634652267,0.16914413485183463,0.16245834940404913,0.024803153238972513,-0.033142162657011094,0.24925016193509822,0.05356213276909947,0.15281137564608568
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05777279147394632,-0.008321843117969414,0.025944236210028657,0.017277355649310232,-0.06933638427894713,-0.011321211713715265,0.12880054906640573,0.10010572166057402,0.0771029628637777,0.13489657661468465,0.09941844177289179,0.07465882191965698,0.21089217874125893,0.14959833487810395,0.17058554514655191
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09263483594189588,0.05154130663407233,0.005536246017290626,-0.03508392220231301,0.09587639921982963,0.03980476849598651,0.04964329684565188,0.07640784704782573,-0.04413899503216511,0.0581035521685127,0.06602406501354986,0.07448117309269542,0.1785558200631454,0.1425934424705713,0.022926034668500326
HALLMARK_FATTY_ACID_METABOLISM,0.02587600014277905,0.005537810884538584,0.04056699211377466,-0.018210405161098748,-0.06572046063744609,-0.03295748580619296,0.09495334126868976,-0.04527560897561152,0.026690288360248414,0.11123942876139632,-0.044432702107321566,-0.0006357136143759915,0.05531576952446299,0.12075967299615303,0.0951437323618036
HALLMARK_G2M_CHECKPOINT,0.09140500167599064,0.0573513402241705,-0.033918173124252785,0.0076413490564181345,0.1034624848063765,0.11567184335248969,0.08848069192566194,0.0866372657278914,0.05514237314854166,0.10127657975949804,0.05862354877367416,-0.000469710915897496,0.2068164682395421,0.1983097437504354,0.14494938807503754
HALLMARK_GLYCOLYSIS,-0.01437980881814302,0.014474404955777667,0.053574546038409276,-0.013140074302172487,0.006642336924163735,0.02899726145748292,0.16403575585896146,0.12215265487059954,-0.029503833701545728,0.10115139493374779,0.04244895773841514,0.014017252487915513,0.16952195200996223,0.2150898173704249,0.14027943117668062
HALLMARK_HEDGEHOG_SIGNALING,0.03358656478690805,0.08111904297223568,-0.07727843217791472,-0.031925106635197674,-0.037162534434260534,-0.028530776964558066,0.06985470358967484,0.19114620217603748,0.056026277263489424,0.07321026556911261,0.027765704521255638,-0.004039760920428595,0.1270696127387005,0.09566673444229258,-0.09857525019590929
HALLMARK_HEME_METABOLISM,0.1381584013808812,0.0850369626301185,-0.036997950474098804,0.014352335443026304,0.03837234280170969,0.0680029395249197,0.18341914878922616,0.1402370187867534,0.06911656004459202,0.1288946206057793,0.1099011939984814,0.0990590028274105,0.27196891300534853,0.2196736967556009,0.14765287909818667
HALLMARK_HYPOXIA,-0.09849030907510652,-0.027433417837322116,0.007460848328058326,-0.002982876782071065,-0.1099197385090485,-0.002698064592092041,0.10723851658742703,0.015720545151201255,-0.07553653159991482,0.1053639798301773,-0.04251562969594123,-0.04786935319450699,0.20619782326434624,0.005012355038575051,0.12896665412065492
HALLMARK_IL2_STAT5_SIGNALING,0.06980050502802804,0.034958806693547194,0.07244945133831356,-0.03161801285003606,1.6317743799789043e-05,0.015720740920794903,0.1411644353767975,0.21948553524123385,0.08081277440950774,0.07065760581543362,0.056696348113002525,0.08078910178930444,0.06402468863215464,0.14613568729719464,0.14589293248164484
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.15574066649637663,0.00797216670699431,0.0012543848617969445,0.012738068793779398,0.03306384089731987,0.09269892615014533,0.11798558262750027,0.09924892827894782,0.11749497913950532,0.09334139661710343,0.0573784646732971,-0.0009372091131320462,0.0917329439458896,0.1487360510332751,0.1101034008501944
HALLMARK_INFLAMMATORY_RESPONSE,0.08155285395911392,-0.01983349286423875,0.04859951838032572,-0.03626691897964848,0.05673452769448467,0.02717915626838513,0.015646338529353983,0.10542468275456467,0.09055640409866077,0.04893369008526449,0.009525607091175567,0.005007412833469937,0.2039273910397375,0.020672389706738466,0.06599150098802127
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11168594505560639,0.016534858471558573,-0.047843595304799334,-0.004361082590209371,0.08990174732614428,0.08611486094454404,0.14908010310697628,0.06933973169212601,0.07535573604119729,0.026413524218459696,0.11845254961500472,0.07094577935579638,-0.05402625892878878,0.25246654730354817,0.1394302785600574
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09035188098788854,0.0009117777960538791,-0.030827252341219077,0.0528764053134292,0.10893138793940228,0.05893651628967758,0.15805832337205766,0.1573650196033793,0.10817602401609362,0.11398523709033909,0.05002354544797773,0.05640631153877508,0.26018035544918844,0.09728453274110485,0.17877273282622586
HALLMARK_KRAS_SIGNALING_DN,0.026615476102754672,0.09552121123028925,0.07302639201782526,-0.04897412699559747,0.06007099703298376,0.05670755284559835,0.08695457129463342,0.151680292350046,0.13715524154512138,0.015302780909382908,0.098564875322588,0.09578579566509468,0.18890572308054562,0.22600193833969623,0.08929463332496337
HALLMARK_KRAS_SIGNALING_UP,0.0812643098057028,0.008496267071513726,-0.05189298134192354,-0.059633240789600486,0.06252538874000196,-0.021740565201150863,0.2136430162195025,0.1395262545654575,0.08743925908470873,0.08768602529397426,0.06103717111057149,0.04078000694322574,0.17419437338537136,0.1855517829730318,0.020387753652381806
