,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,0.04491177179291701,0.058983353359378994,0.04965435613894633,0.04022761914385098,0.05775894924789631,-0.04868779255479405,0.0023032057849349283,0.13404627256260312,-0.005520443721932242,0.0015684468642181626,-0.05282647217801986,0.06246202293353109,0.09466780651815199,0.10937614192643193,0.08582206928435714,0.07630227983955629,0.07513389798336358,0.21040590263253242,-0.021104057316990728,-0.023545611624346662,0.027911392022759392
HALLMARK_ALLOGRAFT_REJECTION,0.014328914093916241,-0.007538737223545054,0.035133062370125236,0.013993093938653648,-0.0033000904627232446,-0.07215757258454727,-0.0567780054589798,0.15675314888105688,0.012951876973127411,0.06917410247161092,0.1518852340169511,0.05477060641385525,0.05459951205891926,0.1027239294455521,0.03289238669924001,0.02493569179918864,0.021035036448431445,0.1820904545677127,0.01463862043696309,-0.003292877692919045,0.07819195396294161
HALLMARK_ANDROGEN_RESPONSE,0.021606599514598555,0.08906496045599645,0.03902283181895721,0.04518067275693329,0.09867806913454921,0.02591418477218302,-0.02009841520761031,0.1646290977391261,0.046657763069330005,0.01985632553658564,0.1695132116913031,0.028762351661809762,0.07665180278576929,0.10892993692720396,0.047596815285385986,0.07575347077805633,0.10363415274552727,0.20109626006537137,-0.023362258236703924,0.02575363340730108,0.043817610279546323
HALLMARK_ANGIOGENESIS,-0.053812480413159475,0.035328491098434035,0.028937169768219178,-0.03160690536487713,-0.010336283618190611,0.05176583960001978,-0.04229376836161456,0.20616900406898167,0.04326688744836038,0.0134967485996434,0.10599287979194638,-0.06658926500663653,0.08299937657867736,0.03902278916003124,0.0015494086519050106,-0.10528540925559318,0.00912153551432347,-0.06788077534666548,-0.16169254787584997,0.004002414408871623,0.047120610498260634
HALLMARK_APICAL_JUNCTION,-0.011631344222406994,0.06654613880822571,0.05723130307995201,0.05099412945397292,0.04216233735752395,0.0009615028737892487,-0.021495086431006696,0.17886977298630558,-0.02216916077150516,0.03300040383786583,0.08352871942454887,0.0695049901122787,0.121804749854101,0.081139696446368,0.08670271254406549,0.07166877963425204,0.06100109829643829,0.1844051534143837,-0.014339849203644776,0.031093089758477518,0.0005235215390748068
HALLMARK_APICAL_SURFACE,0.0177823123117433,0.04289506557652776,0.015236317943303471,0.07156566227604623,-0.04311348660853283,-0.033894976190586866,0.11438904915962579,-0.09872079409291759,0.022908837906263087,-0.02315715565878963,-0.005530031532255297,0.04733522220271266,0.12883906090020675,0.08168800111817427,-0.06079491671376829,0.10968095885803165,0.09369186762755664,0.18690128789964358,0.03457917586872179,-0.022420740805929533,-0.012306527214035832
HALLMARK_APOPTOSIS,-0.024007844647414105,0.04818618739960429,0.02105078124988555,-0.021929651388816845,-0.011880597378774092,0.01142031603795795,-0.013591594350242752,-0.006204739457865682,0.051983828047293054,-0.018115599209234407,0.1056238630695627,-0.08322993144900935,-0.05819487853654572,0.02063307607160606,0.05218685362628976,0.03732929870530474,0.0387956029574132,-0.06171801246073588,-0.02573060686457912,-0.023398504135784565,0.08082353632182872
HALLMARK_BILE_ACID_METABOLISM,0.05178339110257601,0.08253092011174253,0.014420325616804074,-0.006686598304492744,0.010060637196123523,0.017612256379905655,-0.014791182020055998,0.19754559172806713,0.0034259908812072156,0.015016646769360294,0.08000924994206389,0.04758289862461492,0.12352613212674829,0.1685700683955504,0.03916866028503981,0.09607969616639142,0.10414889762636576,0.17420579471455708,0.04625459510767823,-0.013741819344395499,0.08337683150619593
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008600135498198321,0.08413007419823026,0.011387388890625608,-0.012778419513651494,-0.00026028999457264497,0.020849646292154883,-0.009144800570727342,0.12631149907601522,0.000738255338645103,-0.04445466526041661,0.15575464260038402,0.05854836634948555,0.13016751249658057,0.08058199679360388,0.061411609565001815,0.061987440273096994,0.08654588184402445,0.19598483843415718,0.003639932960283788,0.006785478800833464,0.018872307566022723
HALLMARK_COAGULATION,0.043703938491515326,0.02861028889915519,0.03591937097960939,0.028245452784385585,-0.017933610504220543,0.021364724418128762,-0.06933644942988773,0.14651698507881555,-0.008172914745307463,0.010078107057491207,0.15583742224142508,0.08498782876098676,0.08317773510388046,0.02178990384738226,0.016453267081126016,0.061472883378140226,0.06604222916420255,0.15836538108877002,-0.06898136392821644,-0.07086686526937001,0.08904847114754501
HALLMARK_COMPLEMENT,0.007073366333463668,0.020936404992460765,0.036945347966616415,0.018548643449126007,0.020682747764022628,-0.006624107527718652,0.013687009010247426,0.17209114247444643,0.03625572136525522,-0.006378237667679707,0.10941945602019594,0.025459452398729827,0.04543551419257132,0.04463895030708722,-0.029314661794845383,0.04320659474128711,0.09163440706464407,0.155681634280522,-0.028496032328588657,0.0010869132190227159,0.05670987138156683
HALLMARK_DNA_REPAIR,0.00024366781855185323,0.06624923871708233,0.011470977249851367,0.06319013955992393,0.08957030842466313,0.02108498643417638,-0.009346577392456642,0.19660008275215982,0.028585419741124093,-0.01134329417265451,-0.0010253651569864808,0.057386915601521,0.1513650164692778,0.15331975045009516,0.004343096843298643,0.07420490168970313,0.09757843372188431,0.22427153906281858,0.02267272486331525,0.02633791659797926,0.033549680033323453
