,UKF248,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.018837901688306055,0.10209892983130436,0.14551989563095646,0.03896947713193877,0.102510395968365
HALLMARK_ALLOGRAFT_REJECTION,-0.020348591470449616,0.09180217485589248,0.06712222456346924,-0.0365780448668035,-0.013782542508030545
HALLMARK_ANDROGEN_RESPONSE,-0.0356414883764176,0.1028029187074564,0.10318511889989447,-0.03807290645703552,0.11597711566530172
HALLMARK_ANGIOGENESIS,0.045150972000911886,-0.03846776308099169,-0.10264713939502544,-0.12861306361338742,0.055616492633484955
HALLMARK_APICAL_JUNCTION,-0.02650573282898952,0.1223718236258754,0.17981434341563857,-0.010445897244278588,0.07205883828580957
HALLMARK_APICAL_SURFACE,-0.03010070778064404,0.056241280617813666,0.13787944434414762,-0.07298969858050379,0.06102061657999738
HALLMARK_APOPTOSIS,0.013101218201147888,0.009980491195644474,0.06652755196035426,-0.08757817810708678,0.024540890801116745
HALLMARK_BILE_ACID_METABOLISM,0.02967417796559436,0.16357095425570387,0.10238279496141439,0.11537062720010328,0.11308713980917527
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03269625706769537,0.09875145505240013,0.14046198102543778,0.06903406728341051,0.12088413315335575
HALLMARK_COAGULATION,0.0019477772713970146,0.0868963621537457,0.17228299197503913,-0.12048773278761453,0.057580933488120156
HALLMARK_COMPLEMENT,-0.011437028881060848,0.14241196152267882,0.09923045820836296,0.016717842093628945,0.05537576864811768
HALLMARK_DNA_REPAIR,-0.02115568210930174,0.07144301952589417,0.16622282390784665,0.09525272302150005,0.10916503349963293
HALLMARK_E2F_TARGETS,-0.033887010780050034,0.05838413093985609,0.11881598921074957,0.10354683313303799,0.11773817743430194
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026582951555635854,0.06827139893645671,0.16355604395754342,-0.1284890279831525,0.08445040919474064
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016355577274869065,0.10523484917038245,0.14936512941605234,0.07257985322341032,0.0950302520109947
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0030819196608582226,0.02430617799010629,0.07631975374798684,0.05124434169617256,0.04402673029185357
HALLMARK_FATTY_ACID_METABOLISM,0.041592493318260586,0.12321579434033936,0.12790504342022174,0.07857806433672883,0.010243666537558545
HALLMARK_G2M_CHECKPOINT,-0.02204428227043566,0.03805465625097579,0.10896308451331649,0.0858809322243165,0.08199455777284836
HALLMARK_GLYCOLYSIS,0.0754578262234763,0.03692789334986255,0.18534109220794615,0.09163597968978528,0.08942574048464577
HALLMARK_HEDGEHOG_SIGNALING,-0.0077034719239525,0.10817976655269285,0.1295498798196194,0.010793485972988417,-0.03204735840548929
HALLMARK_HEME_METABOLISM,0.00018349389258422578,0.0975797568048708,0.14655673504680153,0.08925601444164794,0.03404186028434417
HALLMARK_HYPOXIA,0.030463056115183802,-0.10261854155961418,0.1090605777100327,0.04179958946594868,0.08597491904624589
HALLMARK_IL2_STAT5_SIGNALING,-0.026009392927421097,0.11380968316826169,0.11004207747198282,0.02754300664637668,0.0985346494736175
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.039877362496096413,0.05596673335074715,0.056033096027374545,0.01360256283846862,0.11437236769338983
HALLMARK_INFLAMMATORY_RESPONSE,0.023474766923259296,0.06459444818823316,0.08560534456318351,-0.025635412048640914,0.015958939167606156
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03810453428516534,0.02238101600202844,0.019288060420004492,0.03383293811489181,0.056243756060583315
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.006410317237565487,0.09916502171580391,0.1297456453077372,-0.07504356829388786,0.12535429134530615
HALLMARK_KRAS_SIGNALING_DN,0.027219362765296892,0.18312523005610828,0.09826500566970982,0.09872315541557658,0.013614492063259872
HALLMARK_KRAS_SIGNALING_UP,0.017347188834751903,0.01365839903894281,0.11023029398463417,-0.002515362419510949,-0.011021427568702113
HALLMARK_MITOTIC_SPINDLE,-0.0023300067379465827,0.09629444762913478,0.10231044817575352,0.06008751932865765,0.04556601320952728
HALLMARK_MTORC1_SIGNALING,0.033600095568469254,-0.034955619827125944,0.11882230173901914,0.07022155430884754,0.0516072877905064
HALLMARK_MYC_TARGETS_V1,-0.03499287981156229,0.08355693445912943,0.19944758532566678,0.15234488317661168,0.10631864059474028
HALLMARK_MYC_TARGETS_V2,-0.015634949732595445,0.046530561907661507,-0.034092311269717644,0.04295327844388902,0.061269941345038416
HALLMARK_MYOGENESIS,-0.01642027672525709,0.18440339577363254,0.1683565914142781,-0.05340258275743184,-0.0020215457328831487
HALLMARK_NOTCH_SIGNALING,-0.019458627878926858,0.04515821054911878,0.1330209726600226,0.10802229722707637,0.11323194152201915
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04400791941563342,0.04125778077438322,0.20224281485605378,0.13798173789744725,0.0937846804258988
HALLMARK_P53_PATHWAY,0.017210716581876888,0.0016211746903869878,0.10733839289663595,0.13666791666408828,0.051794103718567505
HALLMARK_PANCREAS_BETA_CELLS,-0.00934746598836172,0.02631216371645468,0.17427402561248023,0.14215287826616615,-0.029562392333865876
HALLMARK_PEROXISOME,-0.020358812742711046,0.011729932666752024,0.04096866743815248,0.009595320014331844,0.058621656701087
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.005174109162100556,0.13105537613859025,0.14418494746643418,0.05436895456981959,0.06577111976789349
HALLMARK_PROTEIN_SECRETION,0.011840206608960506,0.10363615819390308,0.1648235831481136,0.10166954393878096,0.05648890554970291
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01257915803186844,0.08406810343256169,-0.04673511149092069,0.04342009668585181,0.007224175322614846
HALLMARK_SPERMATOGENESIS,0.01612734303786676,0.04703785437869589,0.07098931022612173,0.10725740022670484,0.03388742640403649
HALLMARK_TGF_BETA_SIGNALING,-0.0019251893290564252,0.12001430062138896,0.13329427535300187,-0.04331291530187784,0.10669024335979808
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01975954498592243,-0.045526344604419566,-0.0039012355365220315,0.007615993871876584,0.1426276003152755
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.02150145429382817,0.10922676974860751,0.19163712919685458,0.07815115378165596,0.0825061598012269
HALLMARK_UV_RESPONSE_DN,-0.020763328280984067,0.18237256835053864,0.09626477977859223,-0.05220782187792894,0.07017656358909834
HALLMARK_UV_RESPONSE_UP,0.0012688379499586138,0.0476111008594926,0.1099109396163807,0.11832833547212479,0.06426608277450824
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03271627521109229,0.015716415447820355,0.11206948924727406,0.01774100967104693,0.051389169323218624
HALLMARK_XENOBIOTIC_METABOLISM,0.003606591957802563,0.08837369989102234,0.2169922365849081,0.06776149109123207,0.10121256205515825
