,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12382548531156283,-0.022177591344181825,0.05868637525661469,0.08045637979690658,0.1470576178347659,0.046894615572449456,0.15608666657196513,0.14824247963266274,0.015045714644313635,0.12493408237547335,-0.02484080250745385
HALLMARK_ALLOGRAFT_REJECTION,0.041559676691918235,-0.004582057282351327,0.1166085260928179,0.1259200752091615,0.15693778105914294,0.1320107675209841,0.1734888527150333,0.09123371201429727,0.0522038348958584,0.15672764168263328,0.04066138388373695
HALLMARK_ANDROGEN_RESPONSE,0.12587752528678287,0.0016011670372353911,0.06673856954930517,0.09022962535970816,0.14770132446063491,-0.021501079313389335,0.1355978181016418,0.05966759593541134,0.03663879280048981,0.18256842021456052,0.01765348849752399
HALLMARK_ANGIOGENESIS,-0.0251860799331766,-0.005985129350930747,0.09829188848232934,0.0005199780152593288,0.1236969351774182,0.04523524358719529,0.023377145702582584,0.13197667438112393,-0.030545718420050796,0.01712473601051792,0.021951589763710214
HALLMARK_APICAL_JUNCTION,0.1952712293007015,0.02224313667118597,0.10625958636547694,0.12822295585225987,0.17298978923718045,0.11025793346954006,0.14421326428489908,0.17380901159970705,0.02731132128586136,0.20572801045174782,0.024426598857415494
HALLMARK_APICAL_SURFACE,0.10025230025693126,-0.016267558305735615,-0.06206128606376487,0.10928216119039127,0.04728711536504546,0.023340127746796287,0.08881183842279589,0.09832067217489239,-0.05252276079930812,0.18055558428249407,-0.05241161733419296
HALLMARK_APOPTOSIS,0.06110534623680586,-0.013241048501462738,0.02895597291665114,-0.03876812726622506,0.055763112471520986,0.04282169989179688,0.03763642064620891,0.049935303157924646,0.014800818492909597,0.04695410932260213,0.026002108863134945
HALLMARK_BILE_ACID_METABOLISM,0.03726038856033079,-0.0165280761221447,0.0670369747397544,-0.02974183159088378,0.08429101600827046,0.0639885606451891,0.08481995770434347,0.09138970936575598,0.0209455242989485,0.053810621104532275,0.009651709067669382
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.003401966504274477,-0.05345983284781579,0.06727609009974285,0.08719644451284125,0.06341746471627868,-0.0150388775728901,0.08838311750664918,0.014562507582747299,0.006710338696275032,0.05489587169433533,-0.02631803827356282
HALLMARK_COAGULATION,0.16447440146180853,-0.0036245726138567037,0.10834524453291533,0.1205057427248112,0.09498700705450416,0.08739961348319969,0.13783186690417332,0.1425687820558042,0.051820229629670124,0.17764646599428577,0.029293245613020085
HALLMARK_COMPLEMENT,0.03227181697151839,-0.03652143000021108,0.09050818974980886,0.05771958669302632,0.1111461119498919,0.08382048938796144,0.10000361122120631,0.14907288702727944,0.015279649477915663,0.05435019264567625,0.04445309650708315
HALLMARK_DNA_REPAIR,0.12679962251871948,-0.01042524715238289,0.07989443828130098,0.09708420685895434,0.1654014435686991,0.06742333933276821,0.16560435399375212,0.16972183744721728,0.04368655535359266,0.11566503008109597,-0.007318232816319375
HALLMARK_E2F_TARGETS,0.10158548481875025,-0.018150810017340473,0.09413471141832494,0.1167678894032213,0.08524371939616468,0.04858366050639081,0.09923886925024733,0.15300152676973344,-0.0075050196451772275,0.07365979325263151,0.010542775594044552
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14511650145896104,0.060062512863095836,0.10912645827005438,0.04824298759845031,0.14886311162838098,0.1115035903677234,0.05809975743253515,0.1692677977030611,0.023034096010888735,0.1673185882378463,0.03922720441981433
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09110445082773623,-0.012646320624011166,0.07039171013887056,-0.040137949066550056,0.09753870275484848,0.043069415062518934,0.05168522510786058,0.1461652062244172,-0.014394280842459289,0.09566640785661529,-0.019217568521692006
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06901394500704963,-0.024498468531227238,-0.017664647615426646,0.07905570330504345,0.05025017261977774,0.030873091328375908,0.10459790803212393,0.09330359801598288,0.01630262992903658,0.03508206884375038,-0.0034831705549770832
