,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10863160065255639,0.06020065662251794,0.022086359370427047,0.04849420191156899,0.020957231923220177,0.03949592901522513,0.08391808924242324,0.012644632867841123,0.08334678973068883,-0.044635883126779435,0.033902087375050564,0.028695648019166676,-0.011874139651796433,0.13134100363823625,0.26107903470992044,0.06413108761465267,0.02342190304229248,0.053083658810922044,0.12308073452004203
HALLMARK_ALLOGRAFT_REJECTION,0.11591167906606563,-0.07449488386313649,-0.005367776589284156,-0.004103593951375608,0.02433251224711334,0.017640318842670723,-0.051765504131097345,-0.08204793790695096,0.008118092788124231,-0.05856979270524361,-0.16489094297597362,0.05014784575762689,-0.05453123853988533,-0.01804029868965281,0.15289768259394731,0.023938936685045084,0.044877014264501296,-0.03233332564092852,-0.03533955816549836
HALLMARK_ANDROGEN_RESPONSE,0.007315261106446377,0.04276650019910905,0.009713099008693958,0.059021359051892805,0.013836081568162309,0.06902091032671748,0.032368146006865675,-0.08995077148117848,0.039457434051643446,-0.039138536920908636,-0.03563228948098656,0.06291277234130148,-0.01328806522617888,0.116777560430995,0.20880882852056534,0.027149686995811155,0.024695329573075703,0.05285284337788687,0.021384518077807627
HALLMARK_ANGIOGENESIS,-0.18899077639668432,0.004722059580883984,0.09435044653937301,0.02279048447679673,-0.0009611960815180426,-0.13188604096325487,-0.052238630896940974,-0.09635159015434878,-0.040748107669855115,-0.1504736588990412,-0.12425918985249249,0.0071653254692412025,0.018057648317301913,-0.011897289740698208,-0.1572517167784547,0.004720533124092642,-0.03633034183345939,0.0926295880741075,-0.15212110805451565
HALLMARK_APICAL_JUNCTION,0.08165004049213309,0.07503565951609369,0.021299793234155262,-0.01934651189688554,0.05113695565208892,-0.007327158331078801,0.046069529815560915,-0.059885295764670284,0.0005449638551291892,-0.002138039763370865,0.0027633958745972493,0.043563744285144576,-0.06509422575593804,0.15285547163862429,0.25081162113296035,0.08488728097372378,0.025777696928137334,0.043282709900264525,0.19033785507973908
HALLMARK_APICAL_SURFACE,0.18331693309170416,0.049493583927821126,-0.05995319188337794,0.03412191999776284,0.023325830023668413,0.03667834882858852,0.14150203293270527,0.12941817013689785,-0.029046227595498665,0.09179211396899693,0.09578167129618351,0.06189071719561566,0.012736091171823958,0.1377178687548588,0.2541120416324415,0.04951563564686832,0.024343743106557656,0.08170294618369402,0.08113621444436622
HALLMARK_APOPTOSIS,0.0638298592395209,0.01028310649457704,-0.03370444702124712,0.02496537472832007,-0.00968412600866727,0.030434129023886206,0.04549597004563022,-0.021704247873656362,-0.020435088227591443,-0.04930775554180814,-0.05291608616368526,-0.06546322942353709,-0.02338324387271163,-0.003983737981596164,-0.11299191155014321,-0.027513041453494532,-0.023264486883711754,-0.06198996306175953,0.16106379836613888
HALLMARK_BILE_ACID_METABOLISM,0.04779229709086521,0.0028613789427534564,-0.009384364903080403,-0.002051596715477659,0.02401252015956394,-0.00829770656543239,0.02447353683903943,-0.1148836601145294,-0.012559016097442345,-0.09970345961066354,-0.04144747941678135,0.012511829021363224,-0.042044035618376475,0.1392990961737589,0.20490847606571944,0.04318172089913877,0.010099097097666277,-0.011864291830548972,0.09362094666805121
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07028547980817629,0.11662714304813669,-0.019479555800761217,-0.03853040058288308,0.061949533891977576,-0.04186164379162343,0.051785400339188443,-0.08868874096380996,-0.054065042330122506,-0.03850952411418405,-0.12281725145141963,0.053252535811405384,-0.0709485148740442,0.14886420303011846,0.2447443712928084,0.019248116842257655,0.02616395691862759,0.06082690136509755,0.11578727561500436
HALLMARK_COAGULATION,0.06281734594157397,-0.00986946003186355,0.013887736720898568,0.028950629199800952,0.0474390728023205,0.00883338678076558,-0.055853526095283684,-0.11424162303166709,0.04612383858322074,-0.13469050686359002,-0.17007300129836384,0.0449072428106273,-0.08360262255786056,0.07011812927413648,0.1714113384750485,-0.03746012877776926,0.013390214997889525,-0.000520528488574061,-0.022566482749493345
