,UKF259,UKF269,UKF275,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.02352294353147379,0.0954996312534104,-0.06222521147912827,0.043955749830275906,0.010231355401786532,-0.004419400839938923,0.10140377689528994,-0.08269035555275105
HALLMARK_ALLOGRAFT_REJECTION,-0.008620323677709952,0.07734952665917551,-0.04041380944442306,0.025238804882912722,-0.058126059784420585,-0.04984121620087,0.07201345906911792,0.012266497364126445
HALLMARK_ANDROGEN_RESPONSE,0.04526896530143793,0.13185270622399353,0.030708830254091282,-0.019763913274874135,-0.010152479678056677,-7.061587909450638e-05,0.0701083167033415,0.001483183206354205
HALLMARK_ANGIOGENESIS,0.05183518878187244,0.11660115236336438,0.015184464003703777,0.04122910506132894,-0.03202503012594333,-0.0021815828337719955,-0.08999165046003675,0.11149445644996812
HALLMARK_APICAL_JUNCTION,0.02052458466034257,0.1245626258658178,-0.008894068725080726,0.01934017915593304,-0.009751852498529326,-0.035410860738149044,0.015144901164114103,-0.02679449576079427
HALLMARK_APICAL_SURFACE,0.02489357259140391,-0.07629812237254459,-0.037334787161701764,0.017720517164536445,0.002930165980727104,0.010186428871963306,-0.007314757032251334,-0.06146988736038948
HALLMARK_APOPTOSIS,0.047687404893883074,0.022258392631901058,0.01865260592352432,0.01717705950279655,0.03985232587402653,-0.0833045965128826,0.004818697603150839,0.0017751440730292146
HALLMARK_BILE_ACID_METABOLISM,0.013271568127438592,0.1288426739141455,-0.007048800028725633,0.01677104393577186,-0.010136167968399518,-0.03214573381669939,0.10170943721718956,0.016059375698039193
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032000182226361196,0.08342193183600681,0.0010599778247279371,0.0261280835791394,0.05740923088019748,-0.06371802840737444,0.0687238668926137,-0.05474983660670397
HALLMARK_COAGULATION,0.04141222368507827,0.050244621113635105,-0.0004068372295263213,0.061660623306465476,-0.02350347937987521,-0.006368237291508999,0.014589843786860327,0.06853093349276969
HALLMARK_COMPLEMENT,0.048762632897101955,0.08128573886462467,0.01862876484299031,0.03435057999301413,0.004467342637064415,0.03334064291751092,0.1081052109529332,-0.07093004898939621
HALLMARK_DNA_REPAIR,0.09971970769158288,0.1527780103487983,-0.0793826557981993,0.01451514264754507,0.00017978674343126452,0.00800593997467559,0.09099771088797329,-0.142872632383427
HALLMARK_E2F_TARGETS,0.026370310057838457,0.1630872463692201,-0.0541495085951176,0.0027220174317032237,-0.029964232249445368,-0.06267099444985957,0.04307749462448432,-0.028490441991567944
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.032732969798184595,0.08811462477647325,0.01493063046153644,0.06403600541760181,-0.02192794208220623,-0.00451832232556413,-0.02358156663999853,-0.11464432409509921
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0052680788787875,0.0642684507171943,0.009588383096576359,0.01147583551285456,-0.000939128360535125,0.03152833201821312,0.03890458607878116,-0.12153772995594064
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06909738190188086,-0.025824950582311042,-0.05610522012209598,0.0195983313323518,0.0009975437119844643,-0.01154100711879262,0.142766568253997,0.03128664688173001
HALLMARK_FATTY_ACID_METABOLISM,0.007511321846963131,0.0729413614774548,-0.031389012381924555,-0.0013972992541337675,-0.020774937720858103,-0.010977151232177424,0.0610288151817851,-0.023715773235003672
HALLMARK_G2M_CHECKPOINT,0.0411991843786613,0.15192794115950642,-0.064043336972034,0.032787315142339506,-0.029840021222323543,0.008329950287112768,0.056012845377230475,0.021384303666925328
HALLMARK_GLYCOLYSIS,0.053357992636016975,0.12081983376604362,0.010258954427255064,0.021347308217010117,-0.011678444377641137,-0.0008476640332551462,0.07353431783010848,-0.10703856550261377
HALLMARK_HEDGEHOG_SIGNALING,0.020222896658125468,-0.06339971944910401,0.002341212409187109,0.0717242596958549,0.003294133572866138,0.07197639422579724,0.03555934431668666,-0.01836176683783039
HALLMARK_HEME_METABOLISM,0.08422210077474034,0.09476577753085005,-0.04280135542390322,0.00014094195892493607,-0.03497841089094739,-0.01169570796994431,0.09479335251006815,-0.0488108846954685
HALLMARK_HYPOXIA,0.04572916541265048,-0.008081049722476454,0.02070424677189719,0.04543324060395354,-0.03754414907456081,0.0029548022102376613,0.020053909525265246,-0.029247581309291646
HALLMARK_IL2_STAT5_SIGNALING,0.06247639166283797,0.1157626713077405,0.05480309000593603,0.035924649793597996,-0.01578946905192298,-0.051923376161461504,0.07053508591271572,-0.04328274389537334
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01283383025591907,0.1006027468923172,0.027316950162198417,0.00558040429280457,-0.06469511081576677,0.0012297555359044754,0.009885935993143606,0.01060435117716316
HALLMARK_INFLAMMATORY_RESPONSE,0.04430236416848254,0.05201322411289865,0.04772985194373237,-0.04125057402701819,-0.02818223336444392,-0.006841569934050164,0.03161396454153148,-0.04237886776900987
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0871205693878142,0.10015569232628385,-0.05142673867900885,-0.030370451419160283,-0.01966142235526098,0.01644038398638036,0.051785930284904594,-0.02133560532170665
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09723263934744379,0.09075729711468332,-0.07142365140498187,0.05983612138787628,0.0021617327586795345,-0.04353256426223904,0.06512769518406122,0.03640666590509294
HALLMARK_KRAS_SIGNALING_DN,0.014133449694513769,0.015466918987286193,0.02658729646690534,0.07689474924405883,0.03504218848258288,0.028582588969485883,0.12671964918696055,-0.10364696336694003
