,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.05899798971632915,0.1348314863512836,-0.015526311816973032,-0.05710718619575695,0.011102836985851927,0.0653550211567166,0.029039995523164608,-0.011223322938869209,0.1651732844565076,0.07019530014636798,0.11597880972277427
HALLMARK_ALLOGRAFT_REJECTION,0.010766636104597683,0.09134348519918616,-0.020089634419926623,0.08732572462343889,-0.035889220060201295,-0.0019114207095212168,-0.007756290908454583,-0.03593451060449675,0.06647334379821285,0.04330606831241146,-0.042900058514532276
HALLMARK_ANDROGEN_RESPONSE,-0.07130110742769175,0.03787735434633087,-0.022846664034980625,0.011482051436877458,-0.004436188863574909,-0.010553141148199954,0.005659403454315825,0.04370581748358483,0.16661447952782707,0.11992445545750742,0.08606164901902927
HALLMARK_ANGIOGENESIS,0.0789798699325619,0.04129470123038962,0.02357640559414827,-0.0067385915946334436,0.002079170862513857,-0.020580040843832737,0.035599461210823934,-0.0030760667079800554,-0.00646669742328595,0.044408712366752756,-0.16352775335784756
HALLMARK_APICAL_JUNCTION,-0.09850998790760945,0.06172161296894402,-0.0642051268285417,-0.01206996638355598,0.026578997238456206,0.04477050664091688,-0.04388822968626448,-0.06523643239263059,0.1573312350052946,0.04241795520665583,0.08003151718164242
HALLMARK_APICAL_SURFACE,-0.00396233405931487,0.1676914661070489,-0.023733629210354358,0.03865789980338853,0.01568394368193132,0.08961976058409675,0.06396447834559556,-0.010452139259423926,0.12534331868202409,0.1159784947930308,0.040087914688881225
HALLMARK_APOPTOSIS,0.026167351129884886,-0.05703461239108753,-0.012062320168902144,-0.044049259883617194,0.0720561904513644,0.0027529860670114856,0.04952756158529575,-0.010148618936103573,0.06235582310203057,0.05548713764570103,0.07000208096921684
HALLMARK_BILE_ACID_METABOLISM,0.0014917826992968746,0.03744704967752801,-0.008054066167449806,0.02125574260020854,0.1357493578475246,0.0858359501857143,-0.021415196552413175,0.003891204196130947,0.167391111461202,0.029544676260431883,0.052252745530331726
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09269114778331775,0.10713695932683172,-0.036058542330711686,0.004384434472582942,0.021884781808736507,0.05599419221239314,-0.004680358986375887,-0.001239030086708872,0.18712938243573535,0.03690508612481234,0.012684425092667472
HALLMARK_COAGULATION,0.07991686877906337,0.05288800592341381,-0.058521062760411975,0.043938167152257235,0.003255139444634212,0.026208185626741737,0.026582130546890084,-0.07638998592838663,0.09822793763134226,0.029193342467193555,-0.04903827477783869
HALLMARK_COMPLEMENT,0.043319599415474315,0.07291568966009762,0.0300677177175655,-0.027767540972557642,0.008315933971974986,0.10884755653322445,0.05822612300628981,-0.03647490986895249,0.16688976998593164,0.04283879292810177,0.09684351253843679
HALLMARK_DNA_REPAIR,-0.10823876437947257,0.1329800678137159,0.01393994786012213,0.01913969760905168,0.08186867600871892,0.07571889467510814,-0.040135067225682136,-0.06274930042013531,0.16395564541676647,0.042931579017060816,0.07834566630826707
HALLMARK_E2F_TARGETS,-0.08007138852639384,0.12390334746587649,0.04141257258425022,-0.02657116258196767,0.08507427182941045,0.025416345688586466,-0.046965291869551125,0.011057893164237017,0.15281495094419598,0.01179762469643327,0.05533282846143297
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07933334917386474,0.03984081122249732,-0.026828861849377758,0.12921428997398296,-0.00043042213877354313,0.06642843986565126,0.027880135425406218,-0.08018391459589276,0.08573281367453221,0.056911762353668606,0.07732157350225885
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03971248731003991,0.001184971784490068,0.11290066178787618,0.04792297872778051,0.06449775397529396,0.0537413355493831,-0.004577209395000287,-0.005039263250784618,0.1622400704494906,0.038883125606101174,0.04098550023542267
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03393831614574299,0.050976518230569166,0.0004534808920220046,-0.008396146922265329,-0.013908136563778433,0.052680315014226,0.05006523033037909,-0.05696407147618384,0.15862851878695844,0.035276149517550356,0.0616664807592583
HALLMARK_FATTY_ACID_METABOLISM,0.012499554706627143,-0.045407952385575816,0.07750934636599424,0.05920401929169192,-0.020788985521446292,0.030680585172348566,0.031083761747067774,0.02622196255152882,0.13224084960498872,0.045500434992076864,0.05118673079659215
HALLMARK_G2M_CHECKPOINT,-0.07155033836280729,0.037201932519943866,0.038525834327434304,-0.040551935200511105,0.03278144674313435,0.003324221031770255,-0.010891219674819966,-0.03920939776834272,0.20291134128693677,0.025715379716990585,0.16724224528917686
HALLMARK_GLYCOLYSIS,-0.06895334301162481,0.09445255966415873,0.02835542674472254,0.08316208273358544,0.11377169384484376,-0.02630400818905025,-0.0016942249218847797,0.05054249216797855,0.17682554837295533,0.05817872872061306,0.11878513581151566
HALLMARK_HEDGEHOG_SIGNALING,-0.03932503496399384,-0.01317563167793592,0.013410486588017944,-0.05687691077349647,-0.010436654025573444,0.06458993957639542,0.04385668179356659,0.009908369700474096,0.1927050653510261,0.05195631794251615,0.11487944756897088
