,UKF259,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.03968172691413574,0.06535829242978201
HALLMARK_ALLOGRAFT_REJECTION,0.037809348988615384,-0.02225756025673337
HALLMARK_ANDROGEN_RESPONSE,0.054237775619469075,0.053787837518798925
HALLMARK_ANGIOGENESIS,0.02791232845207697,0.016730202510207768
HALLMARK_APICAL_JUNCTION,-0.01301232115618745,0.1086018150574187
HALLMARK_APICAL_SURFACE,0.05445403268472258,0.03943705531019275
HALLMARK_APOPTOSIS,0.05157540143357225,-0.04145360209443028
HALLMARK_BILE_ACID_METABOLISM,-0.0007218334341284067,0.10561920429693955
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008472689897694334,0.05881485947008487
HALLMARK_COAGULATION,0.0318503324374976,0.05505983544345564
HALLMARK_COMPLEMENT,-0.015766849278334893,0.028931816552076547
HALLMARK_DNA_REPAIR,0.07269064906546392,0.08246694656506623
HALLMARK_E2F_TARGETS,0.022165811151567336,0.053377101909265146
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04722734441683075,0.06696134801788728
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00958616084222658,0.06442928311379219
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06743992484612318,0.06544257082237376
HALLMARK_FATTY_ACID_METABOLISM,0.03613307859517288,-0.03551486399494284
HALLMARK_G2M_CHECKPOINT,0.025984478346316477,0.06901350464129523
HALLMARK_GLYCOLYSIS,0.030233303522465477,0.1271746198097173
HALLMARK_HEDGEHOG_SIGNALING,0.02310197917378213,0.06435229691832246
HALLMARK_HEME_METABOLISM,0.06427790992271737,0.09221100080643793
HALLMARK_HYPOXIA,0.03560397248379549,0.011061431038460334
HALLMARK_IL2_STAT5_SIGNALING,0.06962443308420954,0.05783675177172167
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0039486856900740296,-0.019838789327358934
HALLMARK_INFLAMMATORY_RESPONSE,0.033190516534447705,0.04977838879841839
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.087461412666208,0.05739938379009008
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.042584964657122505,0.05449433162106133
HALLMARK_KRAS_SIGNALING_DN,-0.03053286950779734,0.07123992498676474
HALLMARK_KRAS_SIGNALING_UP,0.03680610772401428,0.013972790202607166
HALLMARK_MITOTIC_SPINDLE,-0.019392255504176302,0.06216722526689296
HALLMARK_MTORC1_SIGNALING,0.036750939519433035,0.03307772745326605
HALLMARK_MYC_TARGETS_V1,0.07001473377721573,0.04899511064796569
HALLMARK_MYC_TARGETS_V2,0.02153079181461504,-0.009247242192392348
HALLMARK_MYOGENESIS,0.043408265166188446,0.07131649837621121
HALLMARK_NOTCH_SIGNALING,-0.00037070169352387773,0.10591731620957391
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11412979639044095,0.05952330056982806
HALLMARK_P53_PATHWAY,0.024934574116069877,0.07748036896472812
HALLMARK_PANCREAS_BETA_CELLS,0.05641945553292483,0.053575765871886456
HALLMARK_PEROXISOME,-0.012088379034973222,0.07321117162961603
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.027311863717024373,0.08355528836669943
HALLMARK_PROTEIN_SECRETION,0.0540693264948429,0.08630559360152863
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10460310331961525,0.03165813435236928
HALLMARK_SPERMATOGENESIS,-0.009599645202454947,0.08608457427766895
HALLMARK_TGF_BETA_SIGNALING,0.030614020200697586,0.0886415309593927
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.017223298660798768,-0.014591335343256689
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04072384599000744,0.09589948220441243
HALLMARK_UV_RESPONSE_DN,-0.06088631096567085,0.049844786732178376
HALLMARK_UV_RESPONSE_UP,0.053772100446583024,0.1103435713414693
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08927670666499463,0.054630200127228606
HALLMARK_XENOBIOTIC_METABOLISM,-0.0022650199066014676,0.07230937133743688
