,MGH258,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.040582380898159666,0.12405053226585046,0.09981682820286661
HALLMARK_ALLOGRAFT_REJECTION,0.02704286301168577,0.019193228477338717,0.06747351620545677
HALLMARK_ANDROGEN_RESPONSE,0.06821694708468928,0.07715127565275785,0.028257651338923714
HALLMARK_ANGIOGENESIS,0.06824884189885932,-0.11267496602797712,-0.021105076662849418
HALLMARK_APICAL_JUNCTION,0.011645887683876569,0.031799894911082364,0.09482484526792039
HALLMARK_APICAL_SURFACE,-0.03186102915983238,0.10122204450853074,0.13688184432626305
HALLMARK_APOPTOSIS,-0.013146308379037323,0.07754297165775967,0.047703245164984344
HALLMARK_BILE_ACID_METABOLISM,-0.018971825913965287,0.08535686551894714,0.08213731663580842
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04447872638948286,0.08194702979933613,0.11999191783037308
HALLMARK_COAGULATION,-0.031243891691636633,0.03177386411343952,0.10934305938654222
HALLMARK_COMPLEMENT,0.03377600549770932,0.07529518784895746,0.06666917511057216
HALLMARK_DNA_REPAIR,0.02755339034515809,0.12661822240292261,0.09430454086983193
HALLMARK_E2F_TARGETS,0.07718180839411574,0.028275028409269185,0.08631849293897663
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001964357389021209,-0.014354274636040413,0.0660923047134417
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01821129258254489,0.029798894327658403,0.045295637139917466
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03242675432143013,0.06981889771398758,0.04818770605670064
HALLMARK_FATTY_ACID_METABOLISM,0.01819140833566001,0.10153925085588068,0.10119519426274658
HALLMARK_G2M_CHECKPOINT,0.01260468898765382,0.06507754901116236,0.056778862691556096
HALLMARK_GLYCOLYSIS,0.05008213434763738,0.008450534454253882,0.08164796934754597
HALLMARK_HEDGEHOG_SIGNALING,0.05539877879122391,-0.010729550250937457,0.10996138221778762
HALLMARK_HEME_METABOLISM,0.0054734665975944,0.07726997542743723,0.0896754026735392
HALLMARK_HYPOXIA,-0.013120481684063667,-0.05168045902201305,0.07728915465286418
HALLMARK_IL2_STAT5_SIGNALING,0.049884030517135365,0.09187157991075992,0.08464637697940994
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005275455096885743,0.08508162482595806,0.114806073071478
HALLMARK_INFLAMMATORY_RESPONSE,0.056790134917987956,0.08121113591993442,0.08100927411606616
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03935675162102895,0.05514870046385673,0.043206307831346026
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03608524287678045,0.002083739262536913,0.0493999793266624
HALLMARK_KRAS_SIGNALING_DN,-0.03075457456347038,0.029865491096301766,0.11039278548359184
HALLMARK_KRAS_SIGNALING_UP,0.02538122936789998,0.03673588242249952,0.05800939290958895
HALLMARK_MITOTIC_SPINDLE,0.07175799983704567,0.05117729355933546,0.08686315483204365
HALLMARK_MTORC1_SIGNALING,0.045376564382483164,0.02607685467933451,0.06601932906258383
HALLMARK_MYC_TARGETS_V1,0.056380141905893244,0.0897356962314367,0.06774458458459004
HALLMARK_MYC_TARGETS_V2,0.06089408138494598,-0.0015275514751665212,0.02835006829311311
HALLMARK_MYOGENESIS,-0.032851107181107515,0.059645783714922365,0.12714000834376324
HALLMARK_NOTCH_SIGNALING,0.018600347249280638,0.012429685169082523,0.13884749417103498
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03259688478926305,0.08881418280485989,0.08596009511913115
HALLMARK_P53_PATHWAY,0.06845292408348086,0.08605717099953518,0.09837932631649278
HALLMARK_PANCREAS_BETA_CELLS,0.06507255081872124,0.05737711232366542,0.11108432232650223
HALLMARK_PEROXISOME,0.02939844738230297,-0.033631003750297726,0.025027638939056913
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0049835826670856335,0.09265837588443872,0.05183040295023674
HALLMARK_PROTEIN_SECRETION,0.0452418167432358,0.05754838718693427,0.12517542367384818
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.024801200782482165,0.050633081760953796,-0.03816301773266508
HALLMARK_SPERMATOGENESIS,-0.048073858753578544,0.05017495463030986,0.07834250830344731
HALLMARK_TGF_BETA_SIGNALING,0.021424882334480585,0.021384594279922953,0.03705583923232193
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0036510842188668085,-0.0010462591708009755,-0.02712766468884832
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03433765532481718,0.15224966305195736,0.08901350450724037
HALLMARK_UV_RESPONSE_DN,0.005589117357916854,0.008613643117562237,0.08354274409607286
HALLMARK_UV_RESPONSE_UP,0.02637823468839298,0.11681218985887683,0.05103316053813945
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0065865843273766106,0.14022569556793052,0.05935347225711834
HALLMARK_XENOBIOTIC_METABOLISM,0.01145253370829921,0.11194115096824082,0.0752316539608198
