,UKF251,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.059483316703615806,0.0805333148606033,0.00669150193902739
HALLMARK_ALLOGRAFT_REJECTION,0.03615826863379386,0.0566320323328402,0.08887492514360074
HALLMARK_ANDROGEN_RESPONSE,0.06211038512339993,0.07253775135180314,-0.015011009632351087
HALLMARK_ANGIOGENESIS,0.003173014888822338,0.0318725799278595,-0.09360112044192945
HALLMARK_APICAL_JUNCTION,0.08598699627111842,0.07462411990033481,0.04249452856369609
HALLMARK_APICAL_SURFACE,-0.025393556394947815,0.08678796712445118,0.09307793067219057
HALLMARK_APOPTOSIS,-0.00951747106621425,0.05652484208000488,0.16294501737747977
HALLMARK_BILE_ACID_METABOLISM,-0.005319814683314059,0.029276604551094598,-0.0035449265206079364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06349569514783898,0.028375906238191872,-0.05925128809740499
HALLMARK_COAGULATION,0.0249359117809712,0.04589029504967146,-0.05523902559774934
HALLMARK_COMPLEMENT,-0.028625174402099735,0.09958475586574214,0.05998093463663461
HALLMARK_DNA_REPAIR,0.1013358758679804,0.07576658170028948,0.06420964224383777
HALLMARK_E2F_TARGETS,0.06816668034147379,0.042171412199912654,0.11098779871589015
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0028014218167886668,0.04892493471034686,-0.015419722468411523
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01927421031736356,0.08804715401345266,0.09349610286890289
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01186743582063748,0.0740320031097816,0.05068586814345048
HALLMARK_FATTY_ACID_METABOLISM,0.03321913412986419,0.023101133958710714,0.019636076897394956
HALLMARK_G2M_CHECKPOINT,0.08093302721185071,0.010470828996581801,0.04808868243447017
HALLMARK_GLYCOLYSIS,0.034711683176741386,0.04402081187949772,0.04870879953457282
HALLMARK_HEDGEHOG_SIGNALING,0.028825406939612344,0.036024897243430436,0.049644124935344855
HALLMARK_HEME_METABOLISM,0.07392489703320444,0.07778849366803131,0.07971904194053449
HALLMARK_HYPOXIA,-0.04289083313086538,-0.0009925292205285449,0.08548277974404775
HALLMARK_IL2_STAT5_SIGNALING,0.027726728525000164,0.06196697101136145,-0.03311700382798739
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.014945743286839812,0.049496023428508285,-0.10838681681612192
HALLMARK_INFLAMMATORY_RESPONSE,0.03988188819377438,0.03002988628453108,-0.060973327364497225
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05734846137688632,0.05342177711133025,0.051086397387894326
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05272354554318924,0.08571968961422205,0.01905818464072846
HALLMARK_KRAS_SIGNALING_DN,0.12059594105165898,0.07783739679452382,0.042835594524568456
HALLMARK_KRAS_SIGNALING_UP,0.03433027291136125,0.0962824187547922,0.05255711015503529
HALLMARK_MITOTIC_SPINDLE,0.09805158110668814,0.03873927669103355,0.004739855361901646
HALLMARK_MTORC1_SIGNALING,0.058719577699731344,0.021376829549857115,0.040319809103302955
HALLMARK_MYC_TARGETS_V1,0.09826705857120367,0.02697301680602851,0.06460895795188219
HALLMARK_MYC_TARGETS_V2,0.0197578214940845,0.030848104307840633,0.059229911186984466
HALLMARK_MYOGENESIS,0.0205526752590711,0.04292778236966349,0.005866172722151331
HALLMARK_NOTCH_SIGNALING,0.007287819815341621,0.09218045605659972,0.02625202841647908
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10056231319502827,0.06279214481637822,0.06996127579967479
HALLMARK_P53_PATHWAY,0.035981099377352097,0.06545770521021474,0.03839174869517102
HALLMARK_PANCREAS_BETA_CELLS,0.0710427186558446,0.014273203481372192,0.10373222016535888
HALLMARK_PEROXISOME,0.07148603465736876,0.0261092066379918,-0.0015757925728033977
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10618794057437779,0.061884411594496806,0.03707005197461503
HALLMARK_PROTEIN_SECRETION,0.04162334669517369,0.09236953561721943,0.06664530314642374
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.027749969888404145,0.07788901497551848,-0.10177176767025786
HALLMARK_SPERMATOGENESIS,0.07597253302960039,0.06894940129996179,0.07358193943813358
HALLMARK_TGF_BETA_SIGNALING,0.018845667594481263,0.06221063849838299,0.03666715789000821
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04220954085078652,0.02429219226698096,0.1053478105087996
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.10254627450410443,0.09334910156522755,0.08600982793721043
HALLMARK_UV_RESPONSE_DN,0.04236390153785815,0.06396586188856149,0.06554882633507256
HALLMARK_UV_RESPONSE_UP,0.08118437369611957,0.04476835194029853,0.08145794625194686
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07862635697082895,0.035938735062986914,-0.1141816087049331
HALLMARK_XENOBIOTIC_METABOLISM,0.007512144194309768,0.06449595278919518,0.07115461770875386
