,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.025514820773134238,0.05232566867568426,0.015476975071571607,0.003540470856319804,0.017918556407098177,0.02136797784473216,0.036300980976989354,0.0519551224161436,0.10960175866269495,0.05579312024290447,0.09181724498886261,0.13017407125794522,0.16501289391121,0.06951282452572943,0.0909103169874476,-0.032066990143224144,0.033846859333146566,0.17352499426779794,-0.018468308787291207
HALLMARK_ALLOGRAFT_REJECTION,0.0616787542509377,0.0013117898279106964,-0.03256700631976706,-0.05485814798068926,0.02541819687040774,0.07247967245056912,-0.003935735501634336,-0.0999186260680056,0.03141012019152078,-0.03311600871189057,0.1093358442981686,0.11381097353757928,0.15732538294823512,-0.021728463160136758,0.025627341789824103,-0.051668081135112204,0.03763803901193059,0.15672159516764833,0.03988897838660914
HALLMARK_ANDROGEN_RESPONSE,0.04058519723203694,0.04960940881101959,0.06368405261449842,-0.06372620184957033,0.02321123020934115,0.08096429550350301,-0.008864065922241987,-0.08393460168983523,0.06955453345149197,-0.035789439911085845,0.14842840843756733,0.11219448140572316,0.08290779880914723,0.057355850027957206,0.060472992525734855,0.00816041409639281,0.047029603201534875,0.19386565364368666,-0.007278622216919823
HALLMARK_ANGIOGENESIS,0.03360237517888059,0.014644164335132916,0.0358378875227069,-0.050175237741061585,-0.01294091609191359,0.0054153502213584144,0.03228681820401476,-0.060598646167238306,-0.051838679828019436,-0.03216281176388436,0.03152022256264804,-0.01880731911235902,-0.029377012923310235,-0.04736599517309973,-0.06754180469484937,-0.008176379855296505,0.0021222576278804896,0.008166958733883156,-0.01490149849288302
HALLMARK_APICAL_JUNCTION,0.03738111781627457,0.01769353580507677,0.001643970477108037,-0.051338302867116145,0.006332525610673962,0.0723175152755433,0.009392268071370157,0.013370622160744984,0.08959933227641217,0.008418080838905242,0.14285423480876203,0.08420800327352608,0.21127799748163337,0.10203682756841613,0.11500104593674075,-0.04334530790544207,0.03298130007560151,0.22282159787884684,-0.009924757540548326
HALLMARK_APICAL_SURFACE,0.031150966906540282,0.039302322768627725,0.020160843694020755,0.10560987523152052,0.032252008793771665,0.05505320357956272,-0.09931215245378673,0.07848746726075088,0.020321212023233063,0.045282486884537086,0.007940058230919388,-0.0668617815137399,0.1275928712269931,0.09262787700722198,0.0747949925516456,0.008312807839436439,0.0817850466777593,0.23385698376793282,0.03420523799689508
HALLMARK_APOPTOSIS,0.006209325504428929,-0.011242826742938564,-0.02231672389239571,-0.00357186497202438,0.059105972369526,0.05887418777198038,0.029131120670361013,0.001976085944859927,0.07016912953192203,0.007667251713989641,0.05943300164856163,0.05369048510592418,0.02893200988536946,-0.06733729762103137,-0.04937761693445224,-0.019836123043570908,0.030115882070563985,0.038502583656077234,-0.033714532878936006
HALLMARK_BILE_ACID_METABOLISM,0.01058735744371797,-0.022419454938691304,0.010852227738148168,-0.02241916981125134,-0.0054201482288463824,0.008163537262051681,-0.030551472464377987,-0.029924709032139504,0.04324243385208299,-0.004596780918978236,0.052511610614242143,0.08902109273201152,0.05136495358809965,0.07141940161239775,0.11232227023308723,0.08727510042064912,0.009589208852845785,0.09451921562486058,-0.09064488073573851
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012509979226627867,-0.0002037747884710857,0.01546993308968455,-0.0699053440885297,0.013098259393474532,0.027162417379752585,0.01529730028305656,-0.05351657632799945,0.07116826144968824,-0.0076365349231893856,0.006615806479500976,-0.011400409892251153,0.07805230175333853,0.10852472421443175,0.07912528739099334,-0.023245690111941292,-0.02607286640588568,0.08678274464202743,-0.04900812297705907
HALLMARK_COAGULATION,0.06900777696697584,0.002624103906375061,-0.021759041288862906,-0.09688439927421129,0.03472976606382026,0.013639444351424399,0.022920223811455833,-0.0736084376428328,0.023652873636576244,-0.03972185609050446,0.16849960990918558,0.05859174668418724,0.1990232095384751,-0.01912870665144428,0.0322637354752078,-0.052913757211556334,0.06010762828514315,0.21068100501311526,0.018204809860893588
HALLMARK_COMPLEMENT,0.05905070033253574,0.024418942064812686,0.00047288723882558053,-0.009266091266525339,0.009837256623010871,0.0770343586745597,-0.010596703991321017,-0.020553243130503888,0.09415354072840934,-0.002909349103558976,0.054309173298293524,0.14496958834382226,0.1745909728578476,-0.0134280929681008,0.00986886614601117,-0.03339317499470983,0.04973218437630709,0.09588729453210373,0.03486912477935005
HALLMARK_DNA_REPAIR,0.00792724279606344,0.030823723974970723,0.03740375746929394,-0.024962411640057545,0.03632482404083372,0.07272208621353486,-0.02286835673507702,0.044488355485382255,0.09257574538557,0.012556652094865535,0.0824949609572567,0.12319668482021119,0.18836158490244273,0.09744715922660237,0.1250262729675247,-0.04121589835828479,-0.006100936874436961,0.17741791471461377,-0.06661146652130762
HALLMARK_E2F_TARGETS,0.015453841149719021,0.0037305932925991332,-0.007426140704262709,-0.09461192158753184,0.04769236782182681,0.03412986335306747,0.000911860459944144,0.060418123305748334,0.04615191720307172,0.006643845542082066,0.01026292124200755,0.10909259800130655,0.1255382820855945,0.06749197197406895,-0.0009369538427150117,-0.07435534183692673,0.008808696552455107,0.10417777096121268,-0.03816527760479005
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04049496531176497,0.026997828660064206,0.029097249645549644,-0.09402916646613908,0.014979090113490036,0.024026170791961707,0.04562740463863756,-0.05475281763882238,-0.01825229516389833,-0.02040674092523293,0.13056883984261183,0.031065725134784266,0.22444242586606555,-0.013983156283647892,-0.043512622095502426,-0.05466307142969385,0.04741595405159674,0.16927527648483504,-0.0324614809535636
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0020024402041871818,-0.022995200914123368,0.025273572864475655,0.025289367128090698,0.004166859818297282,0.04020521363105617,0.023835802506206153,0.1072960573477683,-0.05944733483140405,0.04515727158334145,0.16223841258823032,0.00130618315547748,0.11912298432928238,0.03273953716473816,0.06117990368276519,-0.0037620427831025,-0.004132164200208598,0.16790251603942752,-0.03315119956790731
HALLMARK_ESTROGEN_RESPONSE_LATE,0.057629796843300794,0.10175828562191692,-0.027936223787804478,0.030461520577230092,-0.012446855805225915,0.054486687490244684,-0.043368872677499413,-0.07508835870493077,0.10038788065238911,-0.0007111456949441178,-0.04871561379360881,0.02295684226296974,0.04561252246936421,0.08312140530530553,0.05524075021878789,-0.03344035094073087,0.014758125151469102,0.02947859916701931,0.00987549746345623
HALLMARK_FATTY_ACID_METABOLISM,0.04176857154331067,0.0519210420058397,-0.03241490336209042,0.012649535346074815,-0.00790376675340958,0.09595935088884312,0.0046550123584696715,0.0350204939894636,-0.005511766521855982,-0.0037239793541688224,0.10718235069130704,0.00590598239273893,0.08790274973588261,0.015807342892831935,0.007472926151563824,-0.016663320139432062,-0.03581880719876589,0.07793955206726015,0.016730822589275194
HALLMARK_G2M_CHECKPOINT,0.013237804499392216,0.01408809373529309,0.07309323852466007,-0.06318529076010453,0.03287271206962744,0.05171297098397686,-0.009524891529071355,-0.0068034087392374225,0.10108049577423235,0.003280348778464933,-0.05463260167068284,0.07019351070536324,0.1425785208169472,0.024393535905781034,-0.026967936949222657,-0.042220976191129,0.03945514360898108,0.1176993087796322,-0.07247145833073129
HALLMARK_GLYCOLYSIS,-0.015104097826689823,0.03676106558851816,0.0863967256923649,0.040620065647478894,0.009968733223031689,-0.0001712183793136501,0.04934688527269599,0.10220891300141015,0.03128918802627095,0.030826109442144024,0.016596457619688903,-0.030796255836576275,0.09929288353468209,0.08553811123246194,0.04839153496054621,-0.0675685527196628,0.03367718576693224,0.12125554748342962,-0.0017479391892231842
HALLMARK_HEDGEHOG_SIGNALING,-0.009925695981262599,-0.02184737871713491,-0.019072889401450528,0.15251174351296345,0.014316897350803869,0.0354494640644191,0.02004806654486162,0.12008956545010198,-0.018370946108906987,0.09745526247086331,0.11128044407772755,-0.03847366417386618,0.12498264414303098,0.06198532730470841,0.016511950616296237,-0.11587592430588142,-0.020812990485176472,0.06312540035025542,0.0858752707252763
HALLMARK_HEME_METABOLISM,0.05537131091677633,0.008862861553492307,0.010058725665862798,0.03345038295838612,0.038886042670017294,0.013140285473149058,0.028166771824166797,0.033464061350560806,0.07311875384958202,0.027484197367626508,0.08544698375824875,0.10744802613875823,0.16866244070229666,0.09469293132250128,0.13275651642140962,-0.034660026951092694,0.025540770565431047,0.16242590306269114,0.06865247555725532
HALLMARK_HYPOXIA,-0.049473498479138706,-0.030159176684096747,0.05005725650510716,0.0551012980787028,-0.007180390168398061,0.027390526610466346,-0.0412198703748802,0.02122726384713059,-0.04620612973115602,-0.03658530650658525,0.0915405281327376,-0.12776451063027852,0.08381559016520451,0.011877574081830204,0.01673128000666236,-0.04528436195906887,-0.04538048383041862,0.01641937912990478,-0.04250922649616721
