,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11944583271079796,0.07488408781859514,0.008262259085247225,0.1296204472272546,-0.003762339032709365,0.009132892589860064,0.10016973409639982,0.005440147976784213,0.05147905453402654,-0.049405279103314395,0.06208791431709284,0.09997779429593767,0.0063889903359968065,0.2034538525118969,0.1415845389695403
HALLMARK_ALLOGRAFT_REJECTION,-0.07377406748754996,0.064634884990328,-0.011090027187355652,0.09317473055493665,0.00709375767058818,0.039978166691895654,0.15563078724069845,0.028992596201355893,0.03340068775214558,-0.06170437645938183,0.023653420183912782,0.02945380086043019,-0.04928074543923614,0.16022223208409545,-0.031910042560540884
HALLMARK_ANDROGEN_RESPONSE,0.10211274202347335,0.0824435076396245,0.013842537628104305,0.05474222871175542,0.03318536522151771,-0.029388269071129673,0.09341059320150377,0.08857146437140413,0.0366382740903362,-0.041907354764029646,0.0658830719187076,0.003727279097402858,-0.030735435075326584,0.16561369982300156,0.13388639771836258
HALLMARK_ANGIOGENESIS,-0.06187862389909416,-0.025580414917040713,-0.04123111148130511,0.07513414693461563,-0.010358515534003914,0.024629047731367475,0.11580890955665465,0.012295039774898181,-0.16959809174689602,0.04034331720892641,-0.0259677561245169,0.04395472441406123,-0.04401602092751724,-0.06250927507580167,0.13845116904383956
HALLMARK_APICAL_JUNCTION,0.1235020953129594,0.09225843270767609,0.06575377592130348,0.0508651013583785,0.0025346672931963756,-0.030776889626401984,0.14687434008792338,0.05966334641505665,0.0341196819892159,-0.04912473989511645,0.07514733777142107,0.09804061079991594,-0.0691707181831214,0.21686885136513392,0.13618767577024452
HALLMARK_APICAL_SURFACE,0.06993192490663604,0.06947298674607966,0.035901032698033894,-0.04777231842110978,-0.012361007334842794,-0.02754460731726561,-0.010930018051311951,-0.026468110486494383,0.13283677068067323,0.04187682525043634,0.03936756758596369,0.015014652855213773,-0.051437883184973034,0.18415363010398614,0.0876177737692951
HALLMARK_APOPTOSIS,0.014540951384373049,0.009831952274336897,-0.00045716926007468477,-0.0503823087715575,-0.03934823090121286,0.02497452629699793,0.07378214135461525,0.048008087753769094,0.01586990581899024,0.058153268699302214,-0.03780151138592512,0.024047941607838616,0.03264977940400656,0.08328361123153509,-0.014419852409841002
HALLMARK_BILE_ACID_METABOLISM,0.12895992474492574,0.043503219554124985,0.03147298678319343,0.06208675633929882,0.05820385549655721,0.01489793079309353,0.12040969368522374,0.021129579949980107,0.061425501490219234,0.026370047790774273,0.06810360968029548,0.05223930122669498,-0.03546978194856137,0.171230516944201,0.08451153226217516
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06993649970526414,0.06280079489197633,0.03304438728658366,0.07053259990674288,0.05661733277906284,0.004932437947238491,0.11655222001526423,0.03122414198971298,0.05751401456357045,-0.08667333944242911,0.06135171857691942,-0.04996957267250144,-0.01687634073105021,0.16513724531433535,0.1291434238637324
HALLMARK_COAGULATION,0.12865777567065834,0.08414600748670273,0.009464396461303842,0.0018608216178705988,-0.025920657675732896,-0.022382195060750912,0.12754544790363953,0.053294708641647266,0.07624600030560204,-0.04575790015578497,0.02099161547758507,0.07749138901535438,0.014859899458436632,0.18322711970757663,0.07545900750642849
HALLMARK_COMPLEMENT,0.051305501803133806,0.07715743645523046,-0.029751512599761352,0.09233924212985517,0.029205951013867422,-0.02396698299059833,0.1554220574202505,0.021810568096689704,-0.014542997968878929,-0.026338074880716416,0.03328938360127082,0.07353086752337393,0.05272150394000662,0.1836122921261155,0.0689895307163178
HALLMARK_DNA_REPAIR,0.10520393703853272,0.07403175297628713,0.04414140991904606,0.15312335080130435,0.008482449820257974,-0.017176858018608965,0.12689999775459163,0.06066091239240452,0.0853980420693302,-0.07433067165354791,0.08063790035037267,0.07916607848254999,-0.023591972998292438,0.19199536834757133,0.18327371726173225
HALLMARK_E2F_TARGETS,0.05639131157865381,0.08308700189477564,0.03353379296397053,0.06853306434189423,0.0348769051262207,0.029742510462627443,0.11999437569664256,0.028152823348726763,0.0181697965916783,0.07718592804827383,0.029987476834167172,0.04861189969486614,-0.05357943987099315,0.16702335107535737,0.1501035591502788
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09655901580594721,0.04917242701785225,-0.003752793500518148,-0.022705761286278922,-0.014873974122092126,-0.02154609323653335,0.12160237800455029,0.014366956894990412,-0.014294629263318228,-0.06024938247207172,-0.0003430260530993784,0.09124273672223546,-0.0660914627390593,0.12976428270679743,0.10642861515058764
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0883458859696016,-0.019988674064905194,0.052465687005261614,0.007353783136954798,-0.03583830431189099,-0.00829340556014823,0.10753915862019145,-0.021970473612437695,0.1300302979741697,0.017426108732883312,0.06042058028434092,0.10438753487220927,-0.02682994571408266,0.15196107057056962,0.1210689319202501
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06065270835598791,0.08278800716481734,-0.02420716190737005,0.038483168437733445,-0.005945143677930407,-0.0358394685988926,0.019458896916742744,0.07409761552000203,0.057032206418903504,-0.038295120842044145,0.03672059762499403,-0.005295322693553997,-0.024432175587947455,0.16369820795454912,0.03965002921963813
HALLMARK_FATTY_ACID_METABOLISM,0.017469781985930445,0.008903252796665175,0.023641131662672434,-0.08725282141030943,0.020992821680884684,-0.002694686504301191,0.09350973653863653,0.01246669714323334,-0.007040038007661064,-0.06730916884964498,0.0846438050541752,0.07199366664154519,0.007079629052275762,0.10450391840272723,0.10034106505495334
HALLMARK_G2M_CHECKPOINT,0.0445512005378105,0.08258303508065727,0.005986290713675003,0.022281136767012717,0.035640857289620236,-0.037342733751179344,0.12422766188889979,0.019540839722154337,0.07941440736684167,-0.03206028589500307,0.017895434776305508,0.05763828651615494,-0.047399794306999164,0.14622086105226956,0.14830307109599997
HALLMARK_GLYCOLYSIS,0.07020173056398077,0.04658405736380195,0.01891304070892311,0.08814283267239384,0.02033120699356652,-0.024914823905746675,0.09024580604259741,-0.0018742519934049945,0.05930481926171894,-0.07402265756148398,0.06880027031991003,0.052807183187197834,-0.044908969738060245,0.15896079783609335,0.16192340401629352
HALLMARK_HEDGEHOG_SIGNALING,0.017674678210167747,0.028637501663143734,0.0664305133044708,0.08412186114524912,0.02712704031530451,-0.045286019297686914,-0.06024486181049031,-0.04198410372442598,0.06991595309775131,-0.08251441071765377,0.0121236126025111,0.0502679623379158,-0.032067707609071225,0.12557703032277295,0.002814126027223451
HALLMARK_HEME_METABOLISM,0.08802502576425632,0.07870394744769178,0.011477076708311116,0.05311259173021745,-0.0015325468067592333,-0.03052770240583053,0.12445686232696372,0.013710706089816239,0.06498983040396202,-0.05552071495211315,0.07541274981292104,0.11423296123730081,-0.017800514405507735,0.19014488338638544,0.1153915602634293
HALLMARK_HYPOXIA,-0.0049628991622670295,-0.08351678292255596,0.008408141095280736,-0.06593430773740924,-0.002378072980157027,-0.0052305117622013985,-0.03236294016697147,0.015487286589393925,-0.08343854239491963,-0.03394173640286968,0.03545703588120641,0.07101409892708731,0.036516797643370666,-0.026218326433283718,0.1279482885435935
