,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.036755603260096685,0.02054175868268267,0.03084816212835416,0.08102925625371922,-0.0299328660920614,-0.0171796494344567,0.17131990458981156,0.06096853659534794,0.04282338094257851,-0.010990926951141613,0.008872920486422072,0.0650967556140747,0.04252296366390308,0.051547651185572245,0.07766249645836958,0.10533608492302943,0.0657436680897806,0.2857435923433854,0.20396824886162027
HALLMARK_ALLOGRAFT_REJECTION,0.07736833038620239,0.17677310725044923,0.08467578421064952,0.061260864760738575,0.09098973639029954,0.07592921623163729,0.19749164900671887,0.10817267026973519,0.09585942699991262,0.19542999999184524,0.17272720192751614,0.01680133838667656,0.10020586177194483,0.08418767980396916,-0.025144583622450256,0.05052867705675285,0.03575117607760716,0.32296224296168735,-0.0395980230424989
HALLMARK_ANDROGEN_RESPONSE,0.015042307546497838,0.004818749423067057,0.058255086094535904,0.15063210517492215,0.0074117325055924966,0.005853853763205891,0.13973678112266189,0.10795025087836854,0.06485201876999687,0.15697704184222214,0.21283575816965006,0.0397073396017508,0.15597800911245738,0.01668077470244418,0.07404445889892339,0.06963053783411623,0.0004316577553776193,0.283204957743291,0.15507692302889026
HALLMARK_ANGIOGENESIS,0.19189171001984948,0.09012756201498039,-0.002291440171813119,0.06214176014100747,0.025799639206235816,-0.0194036109775859,0.2074199493246566,0.03862540332377892,0.021040717310662593,0.12426015050153204,0.13854356256925696,-0.01501766409142201,-0.18771193551159843,-0.0497431495281791,-0.013208942818230086,-0.09153709448493444,0.04480824826362434,0.033068483260000725,0.11498103365724091
HALLMARK_APICAL_JUNCTION,0.030737772240972426,0.07875143449797355,0.062020854862857744,0.09417150139267808,0.029823679603517207,0.017041956032309163,0.17763047671011942,0.08603426599937676,0.010839602805738898,0.0776049437875175,0.2901717369900463,0.0028051900827701323,0.04305832911325782,0.08114867052385108,0.06539161681084346,0.0869736923222526,0.04812593919405765,0.27425477324209047,0.2509120976058635
HALLMARK_APICAL_SURFACE,-0.06270421471010001,-0.047584408325354224,-0.05954602314020007,-0.03444837268292791,-0.027775168234210317,-0.028869034947276804,0.001120372443318692,0.11201380982393531,0.009657942992759324,-0.10149674330999815,0.14585314513580477,0.013262556585492235,0.05421095109561115,0.12029730059254953,0.012989696057207206,0.13766040233869936,0.05043923703893112,0.22858906955178954,0.010782369697764678
HALLMARK_APOPTOSIS,0.13222290839800466,0.07643102793730532,0.0006554809308875949,0.08393749667643491,0.09412836360788047,0.09364493675410836,0.06083101386698122,0.0874871425842304,0.003980733798894515,0.12455946775634974,-0.03774839943148666,0.020804480640158295,-0.04010821315256062,0.026988881058759077,0.031120179245500378,-0.06511517190744207,0.0457291932865218,0.28686233825139384,0.019447066981029333
HALLMARK_BILE_ACID_METABOLISM,-0.03654406623669576,-0.06809684120626115,-0.037953294261574656,-0.009297137030351794,-0.0741062667761156,-0.016217901795412618,0.18545608820384687,0.09701392587510708,0.047370761014241605,0.09121168425048182,0.16518294856728866,0.0029407579421393527,-0.035056055632246466,-0.0002978717059505057,0.016975782019804556,0.08402831302952458,-0.001602898083830008,0.17552256091861154,0.24261074102201305
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.038998719070846705,-0.13202669583992085,0.07998060998412718,0.09784419944034513,-0.026740832531748724,0.02034033386175387,0.10156521756897481,-0.008914881830396671,0.06872671570827338,0.21337742009962804,0.2246967209996788,-0.008774370837952721,0.08704085056691745,0.019882594878365287,0.05526894091312068,0.1362352909930694,0.0777122095682275,0.10965296606296804,0.2303226558818388
HALLMARK_COAGULATION,0.08806615239481136,0.11698946014815,0.05995505237812363,0.07854720200162202,0.08076084370452186,0.06046098522912824,0.1378686854726881,0.08262848494208508,0.1054716248016421,0.23692072835567016,0.2929722840291168,0.01701734792277205,0.029056203237871853,0.10323592730360306,0.052266605523746054,0.07105695756624218,0.07340741555605187,0.37301477292254986,0.25080311355877255
HALLMARK_COMPLEMENT,0.1319710904518805,0.0049577898135029245,0.060594977812587346,-0.012323299858307974,0.10605066086193808,0.016379234494476938,0.21089310875380549,0.0803353307510577,-0.015699889274808785,0.1992587710789792,0.10680703472954874,0.011792722356501273,0.08517591321344455,0.1013820872114141,0.09084603256121268,0.0587735970128588,0.10727522053097541,0.21218015085495717,0.17479322672045816
HALLMARK_DNA_REPAIR,-0.04011446647817614,-0.049002736748679276,0.05886907383092346,0.14500084960227722,-0.00541385637707208,0.018797083182026206,0.2033635691567575,0.11359022054417833,0.041924233460933984,0.049177794237097366,0.21341501884935776,0.03609002915507728,0.21474357204821665,0.08387034294965354,0.09869833117725113,0.09188159768158721,0.09034818890067678,0.17265007960431386,0.26154811869046596
HALLMARK_E2F_TARGETS,-0.043987638121250186,-0.06519068246224553,0.06714304117051834,0.06866457705678469,-0.02710321289902974,0.013855910345424913,0.18869878558580475,0.05444954597729292,-0.028422863883801757,-0.07992771960094555,0.23986311135225882,-0.002495218972057733,0.2344247172483993,0.06605897868200349,0.0497411312012365,0.01604915353391723,0.03953685878773847,0.08008211949509791,0.20739537500247301
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.15343299326457235,0.15453064502394412,0.05942139538488905,0.09766178176723452,0.05138466171555754,0.05925131631302054,0.19413805491313205,-0.005315633411891392,0.09598935564968135,0.2343917744620202,0.2361914329276578,0.022082745808364973,-0.04177560570887524,0.056122822209732685,0.03026428147747254,-0.1283403057149932,0.0786162355187048,0.29242930427403846,0.261560309708224
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03141908260228741,0.050518556795228584,0.039292308926332,0.07824821895502679,0.017834754484551345,0.04595586951240917,0.1525399961344679,0.018212467794812354,0.03393832155516051,-0.08163964491446167,-0.10883054045741411,0.011651887227268565,-0.21738325798532251,0.011677259057567009,0.06187690627756784,0.07110782360740209,0.0873032533156818,0.24405624530586525,0.2703308708721904
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.006409295808070747,-0.02628025930705272,0.0169166465581428,0.01858236827030595,-0.06953496525190267,-0.044340350470283924,0.020822241468466826,0.10577202366957786,0.00530913663142858,0.10497901710000326,0.07173868155118696,0.07998735325400161,0.2035541566841549,0.05283561001662247,0.04414170817223768,0.08580511363302383,0.07371873914050645,0.13441564666004902,0.13516366361366797
HALLMARK_FATTY_ACID_METABOLISM,0.006587877906443959,-0.03296217058863043,0.004890490110527612,0.09065441912024516,0.11984348266784592,0.019207930625641793,0.10959848585012484,0.1029257561124322,0.02776346659114305,0.008639231003710866,-0.16778325262176205,-0.032247049651353395,-0.03402953767897997,-0.03586876370484349,0.05799886056346786,-0.046261644564438244,0.035410154977864455,0.06714956383786094,0.09548410423778345
HALLMARK_G2M_CHECKPOINT,0.026896675735009274,-0.060206933651817465,0.07644474027329179,0.06668564701446665,-0.07109490737200133,0.03789059838925042,0.16413107643679073,0.0846135588857698,0.04616330601238017,0.1268354259420682,0.3125387287354806,0.03906566774748526,0.10854084136414921,0.05560581910909585,0.022427952492839395,0.0046668972119340655,0.08490811765297179,0.028863447939039676,0.16850463078000266
HALLMARK_GLYCOLYSIS,-0.014993213895865172,-0.11441425299793667,0.033291810362084895,0.0811002717874672,0.02291029358785666,-0.022148326601290163,0.1699572188443043,-0.03572777526167955,-0.04069048856724945,-0.10528638188817854,0.019091485969545834,-0.015157950189268295,-0.13170478892909632,-0.001341016579092001,0.018137285974649302,0.03423607473139448,0.04719892699869137,0.14133779149841136,0.17480481072055157
HALLMARK_HEDGEHOG_SIGNALING,-0.09338047604060112,-0.15035076678257187,0.028307320817830137,0.09733764658105626,0.015944365757941458,-0.04441216083005032,-0.06940918095210141,-0.052130802832874176,-0.08252476251040829,-0.18621769642092761,-0.1793332084881417,-0.024468098452830375,0.022809365483305716,-0.007549908938156833,0.019163404480038705,0.04165922061322249,0.0577561521469007,0.05210744370797994,-0.13275654319023236
HALLMARK_HEME_METABOLISM,-0.01529203182011111,0.004960838568409139,0.07693191010966108,0.10467711070375456,-0.02142482310348028,-0.01886167427531855,0.16520146359143137,0.041066166503640956,0.04411394075972311,-0.005178427867343535,0.09481068508030253,0.03841455941626559,0.07926695699846777,0.0379303025721603,0.055769361708023005,0.08617657126891279,0.08671774241806879,0.2300612636851052,0.19255024563504666
HALLMARK_HYPOXIA,-0.025719231807943367,-0.014525031559997754,0.012151592470615797,0.09413875578280916,0.01399594373219036,-0.028956979721956204,-0.04762066931721699,0.04122196362370598,0.021274094428678482,0.08083222376627457,0.02793426295245153,-0.038731968186540934,-0.23607190388847077,-0.060349821713774836,0.029695422140946132,-0.12532325871323743,0.08874034794031888,-0.12570170072212694,0.20420286740254479
