,UKF251,UKF260,UKF266,UKF304,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.026063480998012756,0.013564538236478811,0.05244132015896387,0.018881332485890825,0.06467026740093151,0.017547407555856546,-0.034156057979007504,0.09583088249497533,0.10421169891451612
HALLMARK_ALLOGRAFT_REJECTION,-0.0212944426053118,0.13223420606091377,0.04029743562822213,-0.061620881918975204,-0.05428279392811604,0.09957722988826778,-0.00881177612046332,0.07965337404505626,-0.03285505508889433
HALLMARK_ANDROGEN_RESPONSE,-0.0021913557933014526,0.07022270756914623,0.023990750545749492,-0.07998126371164589,0.03046672089454904,0.02357057099276135,-0.011267612241667783,0.05983549133421006,0.11414930204527024
HALLMARK_ANGIOGENESIS,0.039892436564270974,-0.02548743002404706,0.006284128557312191,-0.06198481772020992,-0.08435842723559932,-0.1364733416716874,0.06308040420084028,-0.023310594291734942,0.15108131210449802
HALLMARK_APICAL_JUNCTION,0.011227049729998658,-0.04415823566598973,0.04106329633262134,-0.028759804174946856,0.029286607672895745,0.02830700155095894,-0.03273100766780628,0.08352955989664944,0.1108308542251345
HALLMARK_APICAL_SURFACE,-0.057371125619067466,-0.007297966978044637,0.014826146881936647,0.047655261099035486,-0.012077584751445642,0.09557896128317848,-0.020139194510600516,0.03704888870810887,0.10566606583057928
HALLMARK_APOPTOSIS,0.04953261620594045,0.05770252272907062,0.04826805834526002,-0.023357610013262003,0.08175432400308343,-0.02842458639131456,0.011350834138033903,0.05743538613874217,0.015130779359432741
HALLMARK_BILE_ACID_METABOLISM,-0.004890158125985373,-0.07072316645299226,-0.01020240499279365,-0.01562546699822442,0.06017899860743464,0.015530375294371644,-0.03411074930275951,0.08826676242220992,0.0713704893604942
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01174471876351358,-0.03396058501919128,0.03739166301147549,-0.047745780151989166,0.042361646990319746,0.06420454669012772,-0.052275830750142624,0.10028221225164939,0.09261607999226923
HALLMARK_COAGULATION,0.062367519038540174,0.09639005697025509,0.016152770150678234,-0.08278185006783761,-0.06872500955741104,0.0783049549036125,-0.014700446422055332,0.05366487981483231,0.07333240779288812
HALLMARK_COMPLEMENT,0.01910093328838878,0.0941338892409939,0.08380238637388358,-0.05591847703167929,0.005160070633467383,-0.00018260769062189357,-0.0003414472122040177,0.0880942004731415,0.12128456372164072
