,MGH258,UKF248,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028833721440289468,0.05853615469551746,0.0123563525141379,0.10008803920242942,0.04930589152774548,0.09433826588050359,0.11769599617867049,0.08404491366262751,0.1069445048556441,0.07011582173320878
HALLMARK_ALLOGRAFT_REJECTION,0.002144665846943844,0.006891255597830222,0.02051373681757817,0.06036857505085186,0.03667321685324447,0.05015958255593079,0.03527986650094008,0.10351204459467578,0.09062094671102185,-0.026246899672023295
HALLMARK_ANDROGEN_RESPONSE,-0.056115723302231135,0.05551704408462287,0.026967179092330196,0.046075614078077684,0.04313077840439442,0.1336737674464612,0.086471490448751,0.022371214816203466,0.004597895413186446,0.07218691903854679
HALLMARK_ANGIOGENESIS,0.04780090546703733,-0.0641315228968421,-0.00815512276578296,0.14883734039656454,0.04338694763919563,0.02500295823725321,-0.04671780859900426,0.07705703849227505,-0.09839150006202303,0.06662607633948257
HALLMARK_APICAL_JUNCTION,-0.003830502118352771,0.05777920087216647,0.055454693676121325,0.0852965197679213,0.0426486546591082,0.12020532351571733,0.10545889306535958,0.09316094001340136,0.0984005622676599,0.12915835662067315
HALLMARK_APICAL_SURFACE,0.09723896654203172,0.03196014012007198,0.07085234624637189,0.12423534376660816,0.04461278100982487,0.08659093131461922,0.11775342488435789,0.04847120182870017,0.08992999624422908,0.025603143759923338
HALLMARK_APOPTOSIS,0.026520942430667396,0.059266896431835824,-0.011002905842176952,0.05681736534231388,0.05424906697516953,0.01056755323427265,-0.06955079520189159,0.04207475834360782,0.018912705152950154,0.014601980043693742
HALLMARK_BILE_ACID_METABOLISM,0.030481711987386747,0.04340785767202192,0.01974643319378352,0.05950563132961124,0.049724940978083124,0.12217578896788311,0.13280631511328816,0.0010746391913487494,0.08109340341978842,0.0574752791883794
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02095134017707679,0.013699388401736073,0.045359933521310944,0.07150505898757635,0.03294920976373284,0.0870559583452003,0.12465276791889225,0.0023162938763948275,0.049800037982401735,0.07745358493607436
HALLMARK_COAGULATION,0.03700496049132113,0.06369655470353021,0.07365688816010878,0.025394360444882743,0.003343022267356627,0.07928282514840497,0.09226590192958796,0.13381087436273165,0.052066415470232184,0.06277900101117533
HALLMARK_COMPLEMENT,-0.011418307153644674,0.01814694194674356,-0.013861355030348634,0.1672975873548131,0.06784805212036961,0.09459223742785743,0.03595950530628841,0.05444302617338975,0.07346100246900669,0.05134498611188627
HALLMARK_DNA_REPAIR,0.003971068557105803,0.046278315271410596,0.01745049734552597,0.03411834401662085,0.024107372155461035,0.09232405504570225,0.13553931246761056,0.08669950045205693,0.11930641896814802,0.07184550406010932
HALLMARK_E2F_TARGETS,-0.007912084942614857,0.05226848120455561,0.06455521263965396,0.06537159374863537,0.03657348498835346,0.11531834962595988,0.054638234191047005,0.06789615588721377,0.09526777451192418,0.06005670305982469
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02083144566168338,0.001039146443991045,0.010307537714570431,0.0020810797935651645,0.01158916642952487,0.0602292370796467,0.0012089647014526343,0.12584835905137187,0.01654531709779918,0.11200188517613939
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06025541191975271,0.020159466258598692,-0.012492487859910936,-0.007692625768191945,-0.0692465198997494,0.06196531673882836,0.08166643654114525,0.04172486314183272,0.043454315232233434,0.09176070163714821
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.016982412734893676,0.05079750995886699,0.027191890287738066,0.05833369773350101,0.047056820014307416,0.08643530086094305,0.11838442218464677,-0.00870850736038387,0.0456774407236364,0.055229739921607894
HALLMARK_FATTY_ACID_METABOLISM,0.015395400401568692,0.020025389883177192,-0.018698841907182833,0.03591805592133032,-0.022803018587396664,-0.002906772593584996,0.024851354429981407,0.03228023525521514,0.008302458145802922,0.04965497444606731
HALLMARK_G2M_CHECKPOINT,-0.010090377646242156,0.045946438068110294,0.023560470346852994,0.0051888452301604455,0.03652046110940641,0.1022856831201211,0.054970092766695317,0.07255629679543808,0.08223800666781052,0.08931655485454247
HALLMARK_GLYCOLYSIS,0.046291205599058846,0.025642130696491593,-0.02540882101059485,0.02944055960364934,-0.011323253580894806,0.10307472311571388,0.12493908412713657,0.04126485565257699,0.05493011824689063,0.10487423986051866
HALLMARK_HEDGEHOG_SIGNALING,-0.029605673892736384,0.058325742923620284,0.005121857654449997,0.026093518983588363,0.020488100980070662,0.10941069408496916,0.054275911489813325,0.09344124428597389,0.03215465366564337,0.0549847882886714
HALLMARK_HEME_METABOLISM,0.02984043354753341,0.07847816994579299,-0.0008555879898268011,0.04995952055002968,0.03116995817051808,0.1098509612364583,0.1398188173756439,0.08885601658327298,0.09560691412750212,0.07304104358967264
HALLMARK_HYPOXIA,0.02520040254184516,-0.06812644152981959,-0.02486272218294465,-0.0004397454782008273,-0.04131894230456416,-0.026770973671306254,0.0043711036415422745,0.07447173022765406,0.002772466005077298,0.06002019187118407
HALLMARK_IL2_STAT5_SIGNALING,0.0011070171371548088,0.04328368451205278,0.010437231507161292,0.10264994055206572,0.059291011563425484,0.10024222641952422,0.11189505227603742,-0.026320489786991447,0.053926073419088,0.09644335626072084
HALLMARK_IL6_JAK_STAT3_SIGNALING,3.531651580863771e-05,0.01732175262823263,0.003671650929714951,0.0823008429229658,0.07835163608972036,0.08803433072792403,0.06679129047073153,0.0431081441926601,0.019637792569684304,0.07815396751762145
HALLMARK_INFLAMMATORY_RESPONSE,0.03458899347090586,-0.028258042202773625,-0.01791217923971694,0.018555247555408282,0.029540510672652506,-0.008062814993452036,0.0038092368000553875,0.02885111132036741,0.016472111385324888,0.08389362044707693
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.026853702314724844,0.07167279817943376,0.046919579444808304,0.019828389665660244,0.036331037216240654,0.09923137878416173,0.1371636553273684,0.02633109329380028,0.14216409862665727,-0.013489311383776938
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07536777329711476,0.052540695854621094,0.019877071768346632,0.09027628581498834,0.03610675424862747,0.059213420078021294,0.052527250045538765,0.0680619377256028,0.04478457480390099,0.06325394217767266
HALLMARK_KRAS_SIGNALING_DN,0.03726420700297135,0.07337682219509929,0.05046209454250161,0.045496915085269776,0.05712404665902733,0.052714845647829515,0.14423108729620246,0.07199304535472499,0.10075566482537313,-0.014808834699139944
HALLMARK_KRAS_SIGNALING_UP,0.031344546980029274,0.032212101033993266,-0.00018097146294242586,0.12718514259094074,0.030311663223372327,0.040950104295492624,0.028704729803566902,0.09588240414641991,0.10519750711999462,0.03375469852226673
HALLMARK_MITOTIC_SPINDLE,0.039325659778092485,0.05102104248020616,0.09163117528800475,0.0197591292120843,0.05260837359076749,0.12369813912925393,0.1051839785410066,0.04492167678428116,0.10823889782023996,0.08526895937957461
