,MGH258,UKF248,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09329927904874885,0.03145179343889954,0.11380960492350706,-0.036319789473124066,-0.034116805696145586,0.06492895295025253,0.09203957821044978,0.11722526032404303,0.1093876330206132
HALLMARK_ALLOGRAFT_REJECTION,-0.10648617129299645,-0.036455596577496044,0.10686227892714223,0.05796563309527296,-0.12360286749937081,0.0369238226042871,0.04479252915197908,0.069826152784673,0.0036532010117685406
HALLMARK_ANDROGEN_RESPONSE,0.08262805380061232,-0.003388463165093693,0.11022459319826572,0.05100737458072354,0.03573237442511156,0.10075871260586444,0.040165901465192375,0.1010456941752943,0.07587883929736135
HALLMARK_ANGIOGENESIS,-0.016531325615810704,-0.09053180982552225,0.1474300830894061,0.10656579604160973,-0.08885715464182,-0.04540293979740719,-0.0011343698500548911,-0.017908821656109283,0.0914092307832597
HALLMARK_APICAL_JUNCTION,0.08526283186534518,0.005419569354912386,0.109765974089225,0.01054276605122097,-0.039160029373140726,0.09217736437545365,0.07434568752317494,0.1183108564460545,0.16150545229440605
HALLMARK_APICAL_SURFACE,0.05257485555669722,0.02846016788224543,-0.03842535612777599,-0.045988137422971434,-0.12526843481693853,0.0770261314054363,0.06195300930270393,0.1029461307224612,0.09749205002682128
HALLMARK_APOPTOSIS,-0.012801606156913318,-0.00022127281992521703,0.062301552879842986,-0.01197770447194367,0.007844915066531635,0.005401447906514652,-0.06263555415044561,-0.02630694975179648,0.0096001076988087
HALLMARK_BILE_ACID_METABOLISM,0.0646484739483149,0.007817176419570436,0.11707641429750514,-0.027215343236830575,-0.018944985684325236,0.08949663939760874,0.10231319971564234,0.11047474136682074,0.12016564714149505
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12249680367964402,0.05763480065859168,0.06569013878556677,0.040937149959634773,0.001236953136951899,0.09401537311371572,0.09072993551220869,0.10196418822807572,0.14175820590468688
HALLMARK_COAGULATION,-0.06391711466772022,-0.022711592165376788,0.08769312539268151,0.025231950796078893,-0.12308496403040732,0.09237964202616131,0.06879170506655434,0.08920628482480476,0.1053752808452025
HALLMARK_COMPLEMENT,-0.045329214630896744,0.027947989101335707,0.11144277290375887,0.01870194614756417,-0.08817765163904813,0.1362717307997851,0.04979373925649749,0.07109157830513507,0.06037675692462435
HALLMARK_DNA_REPAIR,0.1116245352986497,0.06412765345347367,0.14702582418260088,0.022476152799118822,0.04642413745629482,0.0887180992320426,0.09237188695823015,0.1279987427322876,0.14082639907925182
HALLMARK_E2F_TARGETS,0.07819888342130794,0.0048040451557040615,0.11952552846248361,-0.0061913873088559595,-0.08187157965165291,0.11332366818815645,0.0914737770093818,0.13460708223908047,0.14480188457752255
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0729416653907604,-0.025788889467782013,0.11716224627203008,0.07219449930905039,-0.056174992747797366,0.09514811186192375,-0.034981527243965645,-0.015527960552308043,0.11054171080494135
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.016488703772885197,-0.01089861368058686,0.0609967109744429,-0.029944222319925776,-0.006073570018214742,-0.00870456123385707,0.11407790117580253,0.07787604645845818,0.11590426121030435
HALLMARK_ESTROGEN_RESPONSE_LATE,0.022369791885685174,0.028361194817989294,0.026023101633457082,-0.008691968343221059,-0.012717879044627827,0.046931507648503366,0.07910056896320687,0.1003924236929041,0.10666485099141225
HALLMARK_FATTY_ACID_METABOLISM,-0.01228406732844447,-0.02172709954983931,0.08692253424503715,0.013802844183917685,0.03219341715825819,0.044460360895891476,-0.013627589505020367,0.023527388275578084,0.1037732323548274
HALLMARK_G2M_CHECKPOINT,0.06357426075997855,-0.00565187929785519,0.12388475071233994,0.029430898839688118,-0.03204636499536552,0.1016739057301842,0.06610372194643618,0.11882268038976483,0.13416438354418986
HALLMARK_GLYCOLYSIS,0.10192700915913112,0.030037395005021245,0.11252327284228625,-0.011835864555036811,0.03946383905635517,-0.018838459990104063,0.04354192476934868,0.07520263774844871,0.17443111723598945
HALLMARK_HEDGEHOG_SIGNALING,-0.010596652620330452,-0.008706674082644772,-0.0439417647712937,-0.06103446467573865,0.11571827778488729,0.005646896671147924,0.08499124611676465,0.08184989396431136,0.04242456282723326
