,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.06262898229651603,0.0005373030946421209,0.03216582615434645,-0.01885924120098429,0.06187960897828951,-0.0044965887562200615,-0.002328647755246529,0.05467716097592008,0.05528821092454951,0.017513202275490698,0.0421456203277953,0.18180528684500097,0.010996898970214167,0.06890011830987935,0.02491666618368802,0.00019564558297440623,0.037184975561130464,0.017236679344517124,0.16603067506493438,0.06310807223476761,0.051332207091122066
HALLMARK_ALLOGRAFT_REJECTION,0.10653735901325787,-0.03753150021886241,0.010952651475809391,0.026222240065625534,0.12418994297087979,0.05459497090023079,-0.049606381644939794,0.0458229469969555,0.02547757247776942,0.0695770325653341,0.07309231400138352,0.11543188194220118,0.027014824519637666,0.03804076337700836,0.030764534144461664,-0.05592431515013282,0.02739909706734485,-0.01507000273416172,0.2075307517483147,0.15366144804678242,-0.002860951533313191
HALLMARK_ANDROGEN_RESPONSE,-0.08685151646362385,0.018032319661192116,0.03745045257129678,-0.03387496425576675,0.022155141552430493,-0.018705238729963377,0.008062256010992492,0.030646051382077034,0.039879894612036275,0.05952225707857555,0.06345561367188475,0.09108107318611813,0.06598337330442265,0.08176950780737792,-0.0167239870676987,0.014942285582163546,0.05778989952948462,0.07850531780098916,0.1564544870306214,0.12409822632946095,0.09825001084583998
HALLMARK_ANGIOGENESIS,-0.05194153598604435,0.030069042857523882,-0.017888888409110626,-0.08287871904565439,0.01233748906228896,0.08641818319542352,-0.059428565953811886,0.03833308884024063,0.042272972470737684,0.011269317411056707,0.06506683508045584,0.1096082240894197,0.05484151446135246,-0.013104839251855188,-0.05970929579672052,-0.008085409680350812,-0.003661515608466447,0.03527260946370496,0.003086844617646523,0.056073472271506365,0.08380052068027559
HALLMARK_APICAL_JUNCTION,-0.07811284964006629,-0.005621671149533874,0.03310417213749601,-0.017961514475114838,0.027635024933312498,0.053083538535212436,-0.04892053103149346,0.08927688282432905,0.0203997363385541,0.031311354547333047,0.033607201428581784,0.12532284228650015,0.022471220846326086,0.09011356769275038,-0.0008865776789843875,-0.021296853355695523,0.058086688443824155,0.078172331197905,0.22074485169048808,0.14077204838350577,0.04541592455132367
HALLMARK_APICAL_SURFACE,-0.023001309345519246,-0.043862702270616234,0.03463286609087706,0.002583470616575822,0.029665721942438675,-0.048150741623090514,-0.029271540128371153,-0.04921797773470582,-0.03671049068036455,-0.06537650199648488,0.06211749658602482,0.046153704577226624,0.04381436163940052,0.07184493332015782,0.033282436425022814,0.03577185133614493,0.03290868754775278,0.10207381909771764,0.18960234914205334,0.0961103637583963,-0.0030434977270606617
HALLMARK_APOPTOSIS,-0.031072234619678795,0.06274885030998757,0.014527407792186232,0.01839673473283459,-0.0780813536194253,-0.03260265157401049,-0.024792560563895224,-0.03056479597747902,0.014763192307826934,0.0411147706338096,-0.006746932559449162,0.010036697835323332,0.037086549124948,-0.0010368768265025636,-0.042266647339676666,-0.0009498026229162764,0.04185931237622262,-0.001570844184583661,0.10505150014429195,0.07757649845005407,-0.04653472850951478
HALLMARK_BILE_ACID_METABOLISM,-0.06977953476326876,-0.0414126693859359,0.015415049871430503,0.019510877976289236,0.01858933611488014,-0.012491648306216957,-0.00039044092866263316,0.03399281323408039,0.01601680619163847,0.0031597232598981908,0.06697788073097966,0.03668591939942235,0.07319135088092332,0.1022061507574612,0.04022116478492614,0.1059629005796889,0.055565277297749634,0.11554018775698731,0.12095297316462755,0.08827393901023382,0.04907414716817537
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.13013296711852132,0.0013971941891520658,0.06666169944982255,-0.005433493477283121,0.055143346867643855,0.009006752412945112,-0.003745893335314467,0.06616388245876441,-0.06680891765772885,0.08094525737576636,0.003623615417888781,0.1317262361746001,0.06634252295951976,0.04649590930268876,0.013937161072251411,0.04217519804019681,0.024249528382410127,0.05265538648421347,0.09866812253909081,0.06204130516758629,0.036718075943327946
HALLMARK_COAGULATION,-0.04630161506255805,-0.0044454585903195305,0.006487514146073255,0.028370474887945484,0.002948297107317467,0.04316459644284685,-0.007697837576158558,0.10424843011670726,0.0463931924644022,0.07988896108743367,0.05049621668345141,0.09692568301871834,0.005216575939679576,0.03741313392358917,-0.013696651147325701,-0.02366677518847722,0.03647749034676429,0.054580509408445194,0.20625456613141951,0.06886053186590942,0.1277962964082725
