,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.015487300722205055,0.05376009485861635,0.012999029249728287,0.008494673570269696,-0.0149840958796233,-0.1610428594435396,0.06969003935134946,0.14009501286775888,-0.15504474740113688,0.05031860729761293,0.10303935462579482,-0.006135677193769566,0.19472342641458043,0.07487304747544427,0.010586584698591757,0.11852733879749035,0.047019247326732745
HALLMARK_ALLOGRAFT_REJECTION,-0.17350073650074033,0.010147501326086784,0.03098352658685459,-0.032663510234822946,-0.039562804933936574,-0.08438519337134573,0.13258765143260984,0.19564252137601332,-0.2097445090059486,-0.03247527225634485,0.021120509629253114,-0.022458843088367982,0.10011451213840182,0.06270128171279865,-0.06942741834555291,0.06686733374014837,0.015629425102582924
HALLMARK_ANDROGEN_RESPONSE,0.06318466378008518,0.03794699362538427,0.04006406591122839,0.03047643862483959,0.018313611010358607,0.06527643926529317,0.15202514378806434,0.153668957238906,-0.04984136016071232,0.02888195836559562,0.048464069415854,0.022084649404069852,0.16612936436311246,0.022133446379980368,0.012587027118329751,0.055050435239707346,0.09463788522604528
HALLMARK_ANGIOGENESIS,0.028138655840009952,0.036724456915982064,0.06672959974437691,0.012670770533761316,-0.012202266978390603,0.16131029738109945,0.20621396757852395,0.19158598728964255,0.19916345642270641,0.13789738955807074,0.023558814101305135,0.0385701345634177,-0.1032605082379613,-0.024648101609609646,-0.07554996145069642,-0.09469335075243314,0.10003526861691492
HALLMARK_APICAL_JUNCTION,-0.041165641572131186,0.06423365915575384,0.031150300842762758,-0.0024581366097703255,-0.02214423015817212,-0.014009140361174302,0.18265976484399724,0.24288922978620026,0.04886469184086707,0.04628610944916281,0.11963700713468621,0.041583207967960986,0.16190864860738646,0.10084065149813598,0.02863995487991577,0.07780571843296384,0.07995531168647625
HALLMARK_APICAL_SURFACE,-0.15518604373483977,-0.014512685471940092,0.01972728291134537,-0.06118268996452335,-0.08378148829644122,-0.1289927655662714,-0.00885294673043997,0.016689915774154906,-0.21284617848545176,0.010396274013457966,0.028618374139360872,0.03013066136260096,0.12635822247086756,0.018463724716897355,0.01619585023726134,0.04452162894758975,-0.019732591412504347
HALLMARK_APOPTOSIS,-0.11280457544730395,0.021918138701699254,-0.030784528707070952,0.1581434883717105,0.008579489310799037,0.19228164673254228,-0.06878288129074525,0.07360979124943837,0.18507671153481825,-0.056026914631420476,0.10849456669377422,0.0652431546763056,-0.08513554039380841,0.02653554942897905,-0.023423742546565693,0.025366670565315656,-0.024859361049899137
HALLMARK_BILE_ACID_METABOLISM,-0.0692897032012213,0.030704033956684598,0.051207770058415474,-0.07293413985145542,-0.02449932214319425,-0.19398071397100763,0.1419903295770109,0.16037453760766138,-0.04981074262514168,0.06166406734980992,-0.03489236771285717,0.0009321493902664851,0.20731199520945734,0.04521323752476128,0.0518327875091866,0.1048656879339234,0.07955141019806666
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.019535913045282648,-0.021753277375826195,-0.000619726803044116,-0.0026355442147023116,0.015501760496495279,-0.1378760443355031,0.1974444184476813,0.046850878139597256,0.22181110673857599,0.06704125240456686,0.08078668148408474,0.01051920389514411,0.17715931538441998,0.04003926378010269,0.03411454136814612,0.09499723018747101,0.08739081153152096
HALLMARK_COAGULATION,-0.02241074275711661,0.06021212538211143,-0.002148092653969675,0.03884434657935348,-0.06086820929821965,0.007960584474646568,0.0805560440054312,0.20927731774389444,-0.06663866255413009,-0.0571542671089356,0.06907451881523952,0.016864181214706567,0.0776130517615672,-0.0035849636374737466,-0.02575095189401198,0.04302905301298878,0.12049261411945666
