,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.024980795135307887,0.09865275287195714,0.007240010552643214,0.04414939550091708,0.01683509420998405,0.06406877911819855,-0.019594170990015775,-0.0013549492761049935,0.09335577204361785,0.036790007488402346,0.11514935661315137,0.1669939282846576,0.13110022191789453,0.02712037019023111,0.04133929245583674,0.0825652873343354
HALLMARK_ALLOGRAFT_REJECTION,0.042555584980282876,0.08846758147312271,-0.007544020026447115,-0.01691683572494029,0.06798755388763689,0.08812517948836736,0.02542576204898086,0.023876449722835005,0.12435165877995089,0.06649019797946407,0.17656666325037565,0.16271495681459644,0.10771373537578664,0.0046008397355857015,0.11955323281922478,0.17773806953791713
HALLMARK_ANDROGEN_RESPONSE,0.010825373789908773,0.10548152503380699,-0.007701917761347291,0.03440540702323242,0.06163751098824886,0.03544027726884232,-0.004646336558307768,-0.02850228351616979,0.07931488188668435,0.09099905284732865,0.11132870274709183,0.13618816547035703,0.11656161814270738,0.03644745040729017,0.07671290958554434,0.20876011255325982
HALLMARK_ANGIOGENESIS,0.009334696297905652,0.027553172458502376,0.05165745855941348,-0.0012863244413518135,0.06326641867892926,0.06497774820706677,-0.0019646836627274867,-0.0024932321868023828,-0.1004472241653217,0.016706604074611064,-0.10986748120204848,-0.1080680910067759,0.015027762420070145,0.003681887222917354,0.06813130088238678,0.09784351748629343
HALLMARK_APICAL_JUNCTION,-0.0059922249931883215,0.1368018383952719,-0.006390993800679395,0.04699689505139785,0.0641885704677236,0.07784160956414851,0.01718925863967109,0.042315487958559626,0.10933388394461598,0.09066463896300019,0.16327714572084073,0.2266815454524841,0.11704140117775513,0.05776283259016723,0.06643368867541571,0.19467153437991064
HALLMARK_APICAL_SURFACE,-0.03576541488978651,0.12918700755253046,0.041802731637598206,0.0792224785342724,-0.043419236027532455,0.04266384077276348,-0.012265874275277689,-0.01089714344566611,0.08997260475645727,0.025852772182208196,-0.04948939722703241,0.19301421374588568,0.11178387915774637,0.11040750203643322,0.06023160813349089,0.20690026245731655
HALLMARK_APOPTOSIS,-0.014165652958065432,0.05992314059022189,-0.02283346469938293,0.02197886723438693,-0.029145347587306917,0.010905685046630038,-0.014103566183012832,0.03854472165567119,0.02383752921342477,-0.0416797715388255,0.0007057644387695165,0.03392807421074388,0.016149680936660707,0.05986883377241295,0.042369495820046045,0.02505086686662771
HALLMARK_BILE_ACID_METABOLISM,-0.001811537318391087,-0.011188011417703786,0.012349200354256563,0.0030391788536249693,0.03483293628932832,0.026254730301470675,0.047739512917208314,-0.006225329550361085,0.06815163893179281,0.040964911247138844,0.0961420201542114,0.09753352784983717,0.0793607025985571,-0.013211401564050566,0.04617238144869666,-0.030546860731323948
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05290986369715421,-0.03647806244125421,0.015536805046980403,0.04072469970533927,0.06766326708490153,-0.0073893453437567915,-0.017207030438102816,0.054600193414021295,0.10590732355443286,0.020001211301054495,-0.03646878825519825,0.04488429040228892,0.04504050540378826,0.06721855269690945,-0.07455590551440834,-0.036612830652307374
HALLMARK_COAGULATION,0.001917764807816428,0.1365991158733702,0.03715205813609082,0.051643699203133,0.08372825164696703,0.07828519429946602,0.031043732116137892,-0.0289482033042248,0.05459396111516778,0.10592803036015933,0.11508236015635752,0.22472103907411878,0.15632429732488715,0.052971924622130385,0.11902789502897568,0.232996926488854
