,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04951483780237559,0.030839687207136784,0.038447794436514124,-0.03007017189680874,-0.051535988447025255,0.040738730834764675,0.15105631490308322,0.03925906239110532,0.12304178590857132,0.002099604688397812,0.08270467754345288,0.07726942723812358,0.08242751114605297,0.04721722002455773,0.13319314902620216,0.07792668236030778
HALLMARK_ALLOGRAFT_REJECTION,-0.0023630398305109256,0.02545626675859098,-0.015069785344905927,-0.022287766768117237,-0.03105437724719185,0.04228697384027296,0.1983440719812577,-0.0006277901966363778,0.10350422624640085,0.012836314916314942,0.05605884291928086,0.0637089564343774,0.04984768240712336,0.003920861893495612,0.09982029057348014,-0.03813290534038762
HALLMARK_ANDROGEN_RESPONSE,0.03428500468420167,0.09312422903358106,-0.010655385145256028,0.04303509321085298,-0.02385032317399631,0.013035211981326128,0.1634439919725417,0.09978118216466031,0.08022006068572662,-0.06215573787922202,0.0866343634788965,0.06617213103042051,0.03663855796977182,0.013237715038278733,0.13544459579147006,0.06798719675408171
HALLMARK_ANGIOGENESIS,0.14675451881678464,0.03709197569248708,-0.02969682755345328,-0.00011707297336482279,0.06708992886080803,-0.008405812836839954,-0.049347417416747134,0.08068349721211941,0.1099291013700506,0.03375994373516375,-0.0852997406542141,0.015780890256125925,0.07630901925290495,0.016087218020467482,0.014144681280102794,0.02711840460407241
HALLMARK_APICAL_JUNCTION,0.003670243098301977,0.04313088141377395,-0.018271546700208998,0.005181274125920247,0.018442565030243625,0.04742353879111245,0.14977405870016267,0.1158306470034961,0.050323803368813085,0.0319676225832309,0.07630656616293018,0.10145949830329347,0.05950393307333751,0.05781932884559152,0.14015313764028722,0.09182241222447736
HALLMARK_APICAL_SURFACE,-0.023169664545775414,0.008624794068508308,0.02958714830979681,0.006838436060287082,0.0006555027591349756,0.054505827795819174,0.18198284788325048,0.09332168247126779,0.04892256310662502,0.01742083325850894,0.05597891550576555,0.11324499286201396,0.07632483755230295,-0.003948114592894346,0.10973594954904586,0.010666342607868967
HALLMARK_APOPTOSIS,0.05168222865384011,-0.02006177530684244,0.03316301953606856,-0.004146544635513033,-0.020484967182131202,-0.0027182740682415406,-0.028076440865191787,-0.03479748764599302,-0.0009636024970191757,0.00993581253257822,0.0907843727324286,-0.07675400056592965,0.0011136393759766101,0.052296289220253096,0.054767522317593374,0.011109322001113144
HALLMARK_BILE_ACID_METABOLISM,0.01543740603488043,0.04856287937058308,0.01379509782743439,0.020896310009268976,-0.012207388170059516,0.04257962675693282,0.09609890146408809,0.02069888465305418,-0.00013947158380882938,-0.008837143051227243,0.11557654244886903,0.08904240186985606,0.04691635716393807,0.034481361734532576,0.0801041871141609,0.04211033181550926
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03728065206138367,0.0054426582019663884,-0.029466976134601183,0.024318960959093576,0.023463890778769765,-0.042316622446252,0.16984643557853008,0.09360898659860219,0.1424278965178487,-0.022081030244044265,0.07046710704145054,0.1157571886513762,0.0832200815054699,-0.011655140156902307,0.11294585093043494,0.049614110098475786
HALLMARK_COAGULATION,0.005255181920150732,0.04447296352533422,0.03828787233009799,-0.057864715036129,0.05461763328198047,-0.0066425635247638155,0.18382965409340896,0.08710260345679727,0.0010209418831340032,0.004035910482011632,0.08442488458785082,0.06151714633140518,0.09455390319090194,0.05943282014021844,0.10027456284053614,-0.011635910147970656
