,UKF260,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.00896663294145491,0.03594353524520515,0.018736039559032604,0.13460025917865426,0.10923693652108599,0.21117482796975318,0.14941175300550014,0.08641316052751095,0.10756253780817468
HALLMARK_ALLOGRAFT_REJECTION,0.11706944546110692,0.04878881611820974,-0.015919583670054867,0.015349912202324602,0.12438819939420019,0.10616202052015795,0.11746650107787333,0.004022260922888732,-0.008053540173599352
HALLMARK_ANDROGEN_RESPONSE,-0.004476665667635286,0.04054150054658056,-0.033595284822235935,0.04674613085494234,0.1261742992389967,0.14945659834954472,0.07779827658311146,-0.023213874679932914,0.06935256478942238
HALLMARK_ANGIOGENESIS,-0.00014834860353387847,-0.019078713054084977,0.043144402407216856,-0.0906601489849575,-0.1184895468804752,0.03798264826871473,0.11829305847231432,-0.1273197770005228,-0.08759563171309029
HALLMARK_APICAL_JUNCTION,0.0661874269481242,-0.013810414650597878,0.00886707148416279,0.1308307866228896,0.13753957347142348,0.21195133396691024,0.14625691237860575,0.04508740999724179,0.12076888889956658
HALLMARK_APICAL_SURFACE,-0.029224033038843633,0.04342277192188006,0.007118113636273353,0.10596567536209796,0.0770966685054144,0.18954410808662098,0.09114358995659769,0.03537786313796244,-0.02334387551838308
HALLMARK_APOPTOSIS,0.06883975668492973,0.09437646180242264,0.011017428184283525,0.035633081179079804,0.02058277353181691,0.05356809357179266,0.009589383529653571,-0.03158218855822245,0.048428635488712596
HALLMARK_BILE_ACID_METABOLISM,0.03399858286579591,0.055151334017218126,-0.03213028086412896,0.150997039700811,0.081568436039292,0.14482954326112002,0.07943089173974048,0.10565299322608361,0.12306898975655094
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.037411986599837126,-0.032987097510717336,-0.026366049211908747,0.102622255912097,0.11415189491265297,0.21139226277294257,0.06733173378899639,0.08049012042902703,0.0919761120813605
HALLMARK_COAGULATION,0.06813081719993817,0.0030109387054596693,-0.03985636499120905,0.10083816463940437,0.16787331956253687,0.22435159859848156,0.10529480831723485,0.004335160217847587,0.028451595814266775
HALLMARK_COMPLEMENT,0.0881618642132327,0.006635398849410024,0.016848184949600366,0.012439464652501762,0.15081552835792048,0.21410812337640858,0.16587987146946165,0.06707423613449774,-0.022923833504221187
HALLMARK_DNA_REPAIR,0.04368108670632823,0.04922479579870364,0.010355950162015487,0.1609930949710815,0.09627507756289376,0.24663490159947385,0.15644319631145265,0.09568092127977448,0.13555052348614222
HALLMARK_E2F_TARGETS,-0.01884026727311303,0.016448489221116882,0.023707902693063398,0.10898899307503769,0.07657255188657627,0.1583917074824692,0.1285508244561635,0.12099410891664816,0.11133260323865016
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0788525160120183,-0.005794743105559098,-0.009347018043104487,0.02582750774599324,0.20016924957946614,0.21752307963091955,0.16959869364564298,-0.0538981484493532,0.07504063065261392
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.013158852598471724,-0.0042245099634237145,0.006052323123015578,0.02404689541512481,0.07750596728251814,0.1731038080047591,0.12366911203019583,0.0805797915045906,0.11459455676009389
HALLMARK_ESTROGEN_RESPONSE_LATE,0.045089120638497716,0.06751955790387999,0.0024670567512345884,0.07339292940053685,0.06291481153457591,0.110222743887211,0.14086922569607985,0.04790451367578752,-0.0056490204609636295
HALLMARK_FATTY_ACID_METABOLISM,0.057115619716063354,0.032155368041760675,0.037488820593937454,0.07138919572211128,0.08239515455680618,0.12875533534067032,0.052885448499402674,0.011955359140778098,0.032002161557098646
HALLMARK_G2M_CHECKPOINT,-0.05846062798899165,0.0787139280029957,0.008648926601402665,0.10084830829562215,0.05881856201953729,0.15972262071964444,0.11607079278243505,0.0721575007253816,0.07925648625515146
HALLMARK_GLYCOLYSIS,-0.05328530115475491,-0.05523687143363011,0.024226263635420527,0.07759253988701609,0.014603106199086486,0.22105913287432388,0.09601376925612712,0.07954316598077628,0.05006980963944805
HALLMARK_HEDGEHOG_SIGNALING,-0.02290105562156125,-0.020782693032673348,0.04542956036979816,0.09854544425416555,0.07223619125767601,0.20710759200134551,0.07110249114461308,0.04616109363952166,-0.08054006998896932
HALLMARK_HEME_METABOLISM,0.03048308296097624,0.03771801703917868,-0.011761423879805284,0.12912761006453533,0.17243921568481713,0.22104821738754646,0.15109263674067372,0.09445814799548953,0.07766591507108572
HALLMARK_HYPOXIA,-0.017003501672941426,0.014787626644051555,0.03679617555261738,-0.07471606088152176,-0.12650837752389574,0.1775072543721339,0.13349854958680474,-0.009869127110573047,0.06255584593821648
HALLMARK_IL2_STAT5_SIGNALING,0.07423402352739249,-0.04947407726761391,0.03734709221773835,0.05387592895440426,0.1538851578638777,0.15037207747376627,0.04892953057653019,0.0230740880754409,0.07096405691152456
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.057395591002713256,0.06581432427348376,-0.03250844121834588,-0.06363740973156153,0.052756800041289104,0.14995387744561098,0.14933369607244598,0.026203509021194105,0.004816797457195277
HALLMARK_INFLAMMATORY_RESPONSE,0.021929138479676494,-0.026094047867732176,0.03780187877491652,0.04795185782166869,0.12490777406234725,0.14427446218206677,0.11393123949765005,-0.01228476098016262,-0.044426317196037075
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.017564491430562556,0.08748106652895106,-0.008157311222365968,0.12208910487103339,0.11739379014402405,0.07607463838671633,-0.018088164401627867,0.12591171194809653,0.11831455209881964
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06167393673203921,0.04844325350539963,-0.027195735130304186,0.11529174116195336,0.14532773869990728,0.2061375213314245,0.15674424646640825,-0.04041327093791869,0.07274653247487566
HALLMARK_KRAS_SIGNALING_DN,0.0027669319117171803,0.023874810830609668,0.01911823977859293,0.122787297223765,0.08538858950025119,0.11311335458975508,0.14142137134658225,0.13588180382423734,0.046885752132048236
HALLMARK_KRAS_SIGNALING_UP,0.06233557229940237,0.05286561644127448,0.016406743357212986,-0.019046561515184746,0.08796333006271193,0.18127802938873713,0.09180041428480357,0.039843542197198156,0.004033162346869674
HALLMARK_MITOTIC_SPINDLE,-0.00792807767696172,0.015281196896420855,0.03428294850417071,0.11396278538510544,0.14143594932547507,0.21000614059828177,0.10315449671272015,0.09432920004112333,0.08530831089830539
HALLMARK_MTORC1_SIGNALING,-0.04908930561340902,-0.022333099979742345,0.06532934861762935,0.06163305062539227,-0.11022378663104035,0.17635480264065917,0.027320048788975725,-0.008522326652001795,-0.005733586367388804
HALLMARK_MYC_TARGETS_V1,0.051464456196708884,0.023532504972277494,0.015076865904962862,0.14483210070829142,0.07721605056230402,0.22655417731078678,0.10418499211534236,0.07517308644947278,0.09434457989499548
HALLMARK_MYC_TARGETS_V2,-0.011766513529467372,0.057273069826358936,0.0016045747437934102,-0.06665009517285873,0.048708819884575115,0.053564745544335705,0.12947385789767882,0.040796943631632464,0.05989218109168166
HALLMARK_MYOGENESIS,0.05842309922521291,0.021874088043820954,0.018485361064353577,0.14345391204124583,0.14687697247649523,0.16110611809722628,0.05096947175938809,0.04041407284282059,0.06643461113546546
HALLMARK_NOTCH_SIGNALING,0.07379694126326736,-0.008922842765548106,-0.007690509917357701,0.18654887390706362,0.11036724213981583,0.18401060896176952,0.13247170134097766,0.144425340978476,0.11397644648154236
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03897186010832423,-0.013809316506418638,0.03836568606262776,0.16776329166254553,0.07047232248035512,0.2531254179679126,0.10817081227957023,0.12375505220834648,0.11322814456076655
HALLMARK_P53_PATHWAY,0.0383051273121444,0.06047975290303224,-0.04196282167861418,0.15161957484117453,0.06097862137068072,0.2225419103790564,0.12404680525468026,0.1050938903132202,0.07747386515873396
HALLMARK_PANCREAS_BETA_CELLS,0.07634709849450304,0.006030199466745551,-0.002759455557271621,0.19978415627416174,0.12548312121324487,0.1720399608144659,0.03853273653117812,0.08929613681356358,-0.03547392450293448
HALLMARK_PEROXISOME,0.04822193918214418,-0.010264834552420783,-0.01154387741636421,0.06949291834789638,0.04458820747961641,0.08512355222955256,0.023986303038163407,0.07692894894566828,-0.019501052510592486
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04358665734396399,-0.005417123999471762,0.044995305515263914,0.05967292098747125,0.20597647863718532,0.17870977481348113,0.12247195850617645,0.06253713109993737,0.0632456905846779
HALLMARK_PROTEIN_SECRETION,0.012623777964958843,-0.012267217914063199,0.004553947480641796,0.13010583768949877,0.18002935520284025,0.23266309616410066,0.14585577235251604,0.0649719389625408,0.04415821170318872
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10630668068153433,0.06128090970921212,0.03590825965423686,0.03766069837946708,0.12198655390844372,-0.053772612538817766,-0.11840447869574648,0.018778958432938652,-0.03792212428622016
HALLMARK_SPERMATOGENESIS,-0.0033715518407387815,0.01825334432667807,0.0036446796385959965,0.14145236735992311,0.11632833534331086,0.18851739613027074,0.11108930992404725,0.11780312942363014,0.04254912423513739
HALLMARK_TGF_BETA_SIGNALING,0.07244971175542339,0.02485268047747075,-0.0004202993451223393,0.17153362418145773,0.15629761831310562,0.1960789320175801,0.11130011447571485,0.02779487283764328,0.09434428435092218
