,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05891088294460306,-0.0445397203743983,0.04794502975319963,0.024140305882300653,-0.0022615844026744308,0.004007218799371814,0.016092176147149407,0.10041252216112227,0.06640357747348588,0.020533972966626866,-0.06507859661052874,0.049338464883132496,-0.02421387232592464,0.032626226991778536,0.09595145783637174,-0.015042511304318548,-0.04460992887344894,0.09291864348135141,0.08697262743917286,0.0791208430370394,0.17829169066912995,0.11203772475353682
HALLMARK_ALLOGRAFT_REJECTION,-0.034174552611075305,-0.10239216017858797,0.041002712295245894,0.03741090980885366,-0.03259563432866152,-0.03436080352358709,-0.028830044783551615,0.14685010697548476,0.03138914557954348,-0.009552546874563235,0.06058273076269135,0.02054333986813908,-0.0018181912799913205,-0.03612184055313269,0.05937331172540046,0.050700134964286166,-0.02730397735700317,0.07662439961280602,0.014089755757555476,0.027079491882036816,0.14007431621152816,0.01904202341936807
HALLMARK_ANDROGEN_RESPONSE,-0.0322938558758966,0.025338755043484533,0.08570205356885086,0.017037693504637862,-0.0216503861279066,0.02799747632900258,-0.02974784662949771,0.1303013042469481,0.03239578626272273,0.051115271289342006,0.009889582137504656,0.0778890589842234,0.0029678735873712443,-0.03560477318345305,-0.02823688237005114,0.053249548774797366,0.08124157753371039,0.0597755541680839,-0.003249714978923728,-0.0002766444712256277,0.12223518679924221,0.09618420367943463
HALLMARK_ANGIOGENESIS,0.03276293896099361,-0.07647150917320718,0.09818179883257695,0.017786198942544344,-0.012761199520166971,0.04247009152437979,0.05119809381753311,0.1602396495527555,-0.039524193331520935,0.0356354533681875,0.0691532196019787,-0.00100631602586929,0.07434706234265824,-0.01112774034430396,-0.03408904737263038,0.06093342040598001,0.024047835519226426,-0.04526319392053713,-0.019427341139638676,-0.0027666610285239602,-0.022053629214134934,0.0034002867112645522
HALLMARK_APICAL_JUNCTION,-0.009894276772176679,-0.07585778241235774,0.06462855022786541,0.07322067024094021,0.009226604951183926,-0.013500229614413203,-0.03838586933070373,0.14482745128513932,0.003957053307940811,0.005577837445600364,0.031192130723189923,0.043220498528254846,-0.00010221037190414951,0.07884947968843653,0.0718346720142958,0.038177091711410774,-0.038890153497789515,0.09268294437930406,0.05212560117393969,0.05863164106403475,0.1882352763015306,0.059720676423495
HALLMARK_APICAL_SURFACE,0.009562899278215601,-0.002520836942208005,0.04553855925197091,-0.024085175340264286,-0.010486933311144394,-0.07425424955953863,-0.038826057070947176,-0.08399563833498837,0.09348504541696961,-0.03988981053030193,0.019312850695710176,0.09650378003675622,0.0039538213613950005,0.09753959410668035,0.04898687727576308,0.02776069583347875,-0.03049855030737457,0.058318206442338164,0.11860838995650924,0.07053122749100309,0.15437666092727984,-0.04835129631961908
HALLMARK_APOPTOSIS,-0.024328417675664654,-0.07764357578849877,0.047785624786953855,-0.04234286012856743,0.08408741860545713,0.0406756634677263,-0.050496775683591434,-0.01542435546791564,0.014086592090255095,-0.013070116154384996,0.009976545362514038,0.04058067034273875,-0.05934147158288107,0.0003892717595306945,-0.06813320953066145,-0.006655681366760349,-0.05335085640044564,-0.00794055487599617,0.01878104974136778,0.03243826023083133,0.08241012978072156,-0.05397323587344702
HALLMARK_BILE_ACID_METABOLISM,-0.003007494330543705,-0.02945792806120338,0.0034428770876248436,0.049496257848407096,0.017526222083727252,-0.010216766261462132,0.0006870260818697034,0.11031070001049272,-0.008240770290048846,0.02384860805826846,0.01719438587285115,0.012951072857991023,-0.005366969355887025,0.081832289451182,0.06348204492790746,-0.014991529962915688,0.05395637210205333,0.08727606432079928,0.05643389776108427,0.02346539084411669,0.14136004128530913,0.12736751647506028
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0410201585919402,-0.03189253446962433,-0.045674662495576106,0.049670307121472405,0.06285227459310423,-0.02816939171025964,0.02388950262679301,0.050484059340476485,-0.07582831273503535,0.054501811308692416,0.1145048323219996,0.06257266955195429,-0.011582141560910869,-0.0018814186909992783,0.054536524770100465,-0.04819630175126169,0.0186744324435016,0.06925404011116092,0.07145438549827793,-0.024050834298441234,0.09225580495434729,0.13571509607759055
HALLMARK_COAGULATION,-0.0047236208698487984,-0.08221649673560893,0.10374180137134438,-0.016559071923632415,0.0247868780109637,0.0076214855289738525,-0.06799441803688806,0.11192082281602533,0.005724081878087863,0.04300427157813817,0.018535732840506088,-0.02901907041828678,-0.06449196972518997,0.055488001212458476,0.014990588471324834,0.10532111544612892,-0.03396735989294331,0.11847744387729497,0.07930328233365468,0.029065159550250855,0.15135042400080467,-0.008882256407097585
HALLMARK_COMPLEMENT,-0.02612397749203815,-0.05842349004106704,0.07686178416403355,0.006593430285484758,0.009076319743135197,-0.014805167721361341,-0.07573622382297415,0.12359619906705502,-0.00277293187510791,0.04160388484416227,0.044955893609977995,0.07055573982788772,-0.028154198140890437,-0.016192648311253666,0.05559108531601259,0.036871645747153924,-0.02899678871036139,0.07218015861269465,0.08036226410773255,0.058772496002615006,0.09798059852946392,0.05338583858425075
