,MGH258,UKF248,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06839483520969583,0.06634979959633487,0.049483284489652245,0.04167980713337351,0.05430674305530929,0.0899359856190548,0.12316983097152874,0.10430920370775022,0.18815087177230497,0.13687172088667157,0.014411317638337709,0.1809167824283896,0.18927037132568006
HALLMARK_ALLOGRAFT_REJECTION,0.02354745008134085,0.04267227218822818,0.05432777203932403,0.02940919776750921,-0.013790588174036012,0.0732566920412588,0.11336311818769586,0.07816128780791881,0.102543495131491,0.11441174299934702,-0.015555847686526098,0.08137667980457626,-0.00245442972926157
HALLMARK_ANDROGEN_RESPONSE,0.03186061044587661,0.04198168131721212,-0.0017079998017014697,0.027182245827319505,0.013812534611079974,0.08694464977260905,0.08640815304440441,0.0769449159394925,0.1805357388780841,0.04229210370857918,-0.021931628057623588,0.054244397236784495,0.09698479280790302
HALLMARK_ANGIOGENESIS,0.02673027567711189,-0.0005612228920765085,-0.10452669878372971,0.05907731346533344,0.048076097455585,-0.08074586467378775,-0.03166838925885223,0.022065212734294865,-0.08363825469940157,0.14881469627547952,0.06473104736016762,-0.17378621880073156,-0.025275651406247195
HALLMARK_APICAL_JUNCTION,0.08711455685329864,0.059481419290112754,-0.031762114314620046,0.05407506826892036,0.019281071782624924,0.10768489460041632,0.1186269937364052,0.10442598129025799,0.2004735841783191,0.09547284617635753,0.018179337755248222,0.10835411426457596,0.14719843136279098
HALLMARK_APICAL_SURFACE,0.010546310603353738,0.1253043250172749,0.052600302493560264,-0.00788112378991202,0.02950928436702716,0.07310524067308824,0.12594190118212933,0.09704333657005872,0.1691279013631789,0.09282209621207024,0.06283020267020258,0.1062128852178229,0.015495194755203771
HALLMARK_APOPTOSIS,0.0149171443961275,0.06263993177461172,0.0027107595497461675,0.003247588287188444,0.026272951490183234,0.0023065429237869688,0.05400963494921733,-0.026445015546648302,-0.06076626049901935,0.020952832629551114,-0.018764219725198483,0.08921505609022529,-0.007570466205950288
HALLMARK_BILE_ACID_METABOLISM,0.05400814515627853,-0.015181015466781798,-0.018891605559452945,0.05843273341543499,0.009093304609752436,0.0034318455668412625,0.06539976409423967,0.1257792048490566,0.18587137386099703,0.05910565507657599,-0.031481692498395906,0.21453095116730778,0.22456558961890122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02456515239828651,-0.021602788469169014,0.06557156406483113,0.02968404162139881,-0.009062509104256211,0.1252361471581943,0.04358471412724181,0.12130445584734117,0.18694182752647756,0.04384855515194689,-0.03730342795487761,0.22482660539268154,0.19503269993552794
HALLMARK_COAGULATION,-0.06257676123029021,0.0809945868692641,-0.03540440879193341,0.050902056489133464,0.035842649529885334,0.12083536602829734,0.1193215669375678,0.07423015717804543,0.15641367345652393,0.13477801916453974,-0.054021725025562295,0.02044378750623896,0.07824426543281983
HALLMARK_COMPLEMENT,-0.0163146210490762,0.018337808004308394,0.05153226743872118,0.03181293031553229,0.058135903113131895,0.0977127932877834,0.061977466208936786,0.10606930289503433,0.0771965837413447,0.1459339325822546,0.042981571944452894,0.18563446342036985,0.0846839633061219
HALLMARK_DNA_REPAIR,0.03344713543908275,0.04910760433896939,0.008009130365370116,0.01710237634737077,0.059241886279092694,0.07967725086298075,0.10678349803242296,0.09845058587980975,0.19714596173599377,0.13346130462531636,0.07424349225728531,0.2248896244887801,0.2451073596847077
HALLMARK_E2F_TARGETS,0.032311227880503814,0.058621192239930335,0.00243877344403315,0.08650456945893388,-0.0007737461052543498,0.04108578962506947,0.1077956764423038,0.08296127202326875,0.14159126808423164,0.07544987057128931,0.024297182445038323,0.20616251458154614,0.19825567545250355
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02879114168811542,0.021662014307135696,-0.07212397104969327,0.03262038720784787,0.00621810713605419,0.11019812146146564,0.07334887985253036,-0.05074609795114581,-0.08506907899478929,0.14670959798739694,0.011089543016612202,-0.04078160956940848,0.06382410604744246
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007542637461573682,0.02945395486538782,0.04674478462078008,0.04901655623613643,0.0130548600581561,0.020741384798512712,0.12095176728040113,0.0770873562185333,0.13082379749957246,0.10740307451834838,0.06442539930988493,0.1347052703947072,0.1447399560747515
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.022026237522745334,0.06931977606160364,0.008293336486121737,0.0474887529121017,0.026514789182707207,-0.011115188816577054,0.0645593560029282,0.10172890939589921,0.16843093684195667,0.05668822974383915,0.023749728035652333,0.22450310225733508,0.10592667648629454
HALLMARK_FATTY_ACID_METABOLISM,-0.04487393936633526,-0.011259225940327708,-0.03102463580907517,0.02959765091201127,-0.017596296643621907,0.1057239934302849,0.01154081708589865,-0.04026129363473172,-0.02407485041624003,0.06513371801671032,0.003989351936531701,0.1377037634966882,0.016450969567896
HALLMARK_G2M_CHECKPOINT,0.08754999866016014,0.043904991277155435,0.01935759403114212,0.03237898607977153,0.04340699204037928,-0.06813591068535571,0.08875079745858154,0.06345936354069152,0.10592572618765476,0.11515335791667325,0.07174326538881826,0.12787865951857785,0.13193904570862658
HALLMARK_GLYCOLYSIS,0.07143737645631497,0.012728858635548075,-0.02330776830719616,0.01976797609197199,0.00817988271565698,0.034956074890030116,0.06176428509959773,0.0599355143062309,0.0956988797881516,0.11199470228815342,0.04203957400031551,0.18633029743718318,0.12002134166112524
HALLMARK_HEDGEHOG_SIGNALING,-0.03420104146512675,0.027495249422195788,-0.04144675153585165,-0.07721686558549844,0.06066213249712251,0.06553976907640827,0.04848336062626938,0.020542687268096865,0.09855484441727141,0.05406000453746612,0.08760855599137941,0.11353448064910458,-0.04003250986515705
HALLMARK_HEME_METABOLISM,0.03117863208436569,0.060797096688563625,0.0017086293393718866,0.013071928951046259,0.03487770345210672,0.07142446918289358,0.10381123112844137,0.11428449574257597,0.17477167039482203,0.14759214799721734,0.02985466597654047,0.18681327589185667,0.1328853612039986
