,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014351362603896628,-0.05776168084888828,0.004772572301826892,0.061845050256463585,0.06281082595806925,0.17627752846945793,-0.05319361171213021,0.06692174848725639,0.05411555919524247,0.004733477676089404,0.09340370788306387,0.09870693477662745,0.10883526391852703,0.08970735494771452,0.14952034750916743,0.07048158843321935
HALLMARK_ALLOGRAFT_REJECTION,0.003975725013184675,-0.013574567837227151,0.036742184721393234,0.0027847428637939237,0.07032098779849191,0.25176967355562346,0.06076326101776357,0.02644986442481056,0.055324435013571795,0.0459982233784746,0.09002723100069687,0.01658452777646531,0.004751550625536297,0.04015726829178169,0.07596105581153519,0.05401250410153015
HALLMARK_ANDROGEN_RESPONSE,0.0025950850269853046,-0.018651283506777822,-0.07350886481106728,-0.0381288229510688,0.039851377010293655,0.2148203177904306,0.0416579829227404,0.01403647008441101,0.12975428210857642,-0.01546665480652578,0.10859715062932236,0.08821562374945122,0.1270890205109338,0.020216812115745546,-0.024055025434018794,0.07575701403309856
HALLMARK_ANGIOGENESIS,-0.03369609640574354,-0.04052798786589551,-0.01626049160123566,-0.02896143170208841,0.023064795554901377,0.28394826944194085,-0.043612449810719864,0.028711041366982295,0.08254422186665172,-0.08607916116007157,0.0036317395665877465,-0.04072000242492987,0.11859983475900121,-0.012224863241241567,-0.20158257500019258,-0.0847701796733817
HALLMARK_APICAL_JUNCTION,0.02994198332808348,-0.035833568067444296,0.025349910159258894,0.10205033921013089,0.08614764203880064,0.2582059993472069,0.008809217985081528,-0.006795951620088895,0.12969331356551694,0.08715846289256222,0.14182428044570794,0.11399037427336056,0.10565150056707216,0.06321020835238728,0.03676938642689718,0.03291235069908855
HALLMARK_APICAL_SURFACE,0.0026547742152586333,0.07645556362253683,0.03500633666205233,0.12184583732984375,-0.03428264987504987,-0.047656682614480396,0.05128908103958693,-0.016743043479719014,0.041636785760369964,-0.04351957481068969,0.12381633941781411,0.1673756644343994,0.11151470699197177,0.022200848203895222,-0.006422917362854394,-0.048692333287570354
HALLMARK_APOPTOSIS,-0.010457288547662596,0.017677410308486977,-0.00031482854198998004,-0.0906493367576931,0.027825885406243096,0.036905566709756234,0.01873533587808329,0.022403209903092074,0.09371223143791983,0.026913859658926977,-0.009400436900570028,-0.040135999778636446,0.052660974247832455,0.012370907108340143,-0.029915654749969097,-0.013547706141013431
HALLMARK_BILE_ACID_METABOLISM,0.050442984463265984,0.04352149520780848,0.021040047474241916,0.04517960130835418,0.03038415558988756,0.24168488698323531,-0.029362033683438305,0.023496297047605728,0.027855670016042305,0.06208794228483264,0.07060339881287962,0.09781716011932828,0.04339870986593779,0.06190939608671751,0.17315219654101294,0.07128089515869623
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06688527575840708,-0.014597720475360773,0.054240206785204095,0.08651897544730584,-0.003766754134364139,0.13067342610919513,-0.046892915198309654,0.05835675132112171,0.0677509645078841,0.029278775145442835,0.15339388097777,0.11553075645565487,0.04891944335615294,-0.00316759967539936,0.11634068836814662,0.03894072418759597
HALLMARK_COAGULATION,0.004962598020563531,0.020598217338270015,0.02884034698016474,-0.054464240883342695,0.03796432379664868,0.19685264206896624,0.023341262275582465,0.04398330865889218,0.11176073049866865,0.07329953096047954,0.09486857998178534,0.006340932279416071,0.08534267833516337,0.0027285794725780124,-0.0503561206087081,-0.020264759286171885
