,UKF260,UKF266,UKF269,UKF296,UKF313,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09047048663065338,0.012373766635171684,0.013819695542278852,-0.027201039682588798,-0.01061737207759245,0.04469324495123582,0.09367710657790983,0.07104630210493774,0.12162828570044318
HALLMARK_ALLOGRAFT_REJECTION,0.11201303470281655,0.05734568759855402,0.03809045835795641,0.04230482094744161,0.018595659275060898,-0.01998046378804968,0.043719171853974094,0.06144544912446571,-0.04179275214564635
HALLMARK_ANDROGEN_RESPONSE,0.058634188799502114,0.07963465611915926,0.049514219326027134,0.03738841985726321,0.16610037441503198,-0.0027396173987249907,0.07220132449536801,0.03611330356122906,0.07925133183573571
HALLMARK_ANGIOGENESIS,-0.12827963708213433,0.04551522202581535,-0.010331074362306125,-0.0653087644292373,0.15921307184875094,0.06582950854489718,-0.013547338285394717,-0.02871655828210567,-0.03055446468873683
HALLMARK_APICAL_JUNCTION,0.023836390715636206,0.09651600073035993,0.03413056044111272,0.029178165647190654,-0.011286479591485286,0.0546585020104159,0.07426373275057126,0.06708027345869678,0.08120424591838397
HALLMARK_APICAL_SURFACE,0.06849836063561193,-0.05977569246819737,-0.016925571269837476,-0.006480274256712273,0.01879366951426223,-0.013723359784590527,0.030095987483625554,0.03529494601237081,0.07201164388453637
HALLMARK_APOPTOSIS,-0.029411188242402953,-0.00559609765700952,0.016062855621962826,0.04375962750287108,-0.056712795382002176,0.02787818040518989,-0.0068926109947989355,0.025140645136458164,0.0005713868953733665
HALLMARK_BILE_ACID_METABOLISM,0.03219089535885196,0.02214390595797308,0.0010307717936895427,-0.005838310648496596,-0.04504100782876885,0.062405926504256595,0.05648311225150369,0.061177820979341276,0.11374929302749998
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00525873641060987,0.03992987578263091,0.044481606575618664,0.039347472403023054,0.002124690858004102,-0.00909933545288617,0.07277450446775842,0.037023512695911656,0.08577209856878236
HALLMARK_COAGULATION,0.020239849361479743,0.046007784497716024,0.03826360307486574,-0.015427121261492706,0.07118083061994428,0.02352385984212723,0.049878312167437086,0.04646018350411427,0.034113001522825516
HALLMARK_COMPLEMENT,0.02014475278078631,0.01901956600399811,0.04184928961781076,0.03453950274004112,-0.03836315006105391,0.04314250303416653,0.04211317048057431,0.015878341888925753,0.04647431695294021
HALLMARK_DNA_REPAIR,0.03953841328685574,0.07920483647352514,0.05387901652559073,0.016239031669523073,0.026544655632665184,-0.003175198687755015,0.09551702179122144,0.07353836693588009,0.10868589525983491
HALLMARK_E2F_TARGETS,0.08653960034497644,0.10180652272094133,0.043176304053128466,-0.013604886007922933,0.14571389667466583,0.023302822239885383,0.07014184050850784,0.05480237283422265,0.05807651485003163
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13787481586307757,0.0465735945473302,0.047667495447126104,0.017533940381475866,0.047285043819922434,0.04655456919806928,0.01881574986186518,0.06551355255704192,0.026887399775629813
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05701457062251646,0.024715596763456887,-0.04386668782247191,0.01919581358694444,0.039409759183277465,0.010272620444186044,0.07874566915679228,0.05623452242605729,0.13745989776454476
HALLMARK_ESTROGEN_RESPONSE_LATE,0.021928421932715537,0.001228320112879918,0.01873729963118611,0.05409328995335196,0.012360315121599021,0.05775650714317812,0.05726009630080817,-0.004239392291437884,0.0711652446144789
HALLMARK_FATTY_ACID_METABOLISM,0.038926041882839844,0.018792678423329257,0.029413555011340718,0.005450428863323431,-0.0664689895443096,0.039033952978006915,0.06608233549135702,0.015499761072031175,0.07768700430540793
HALLMARK_G2M_CHECKPOINT,-0.018310941142717932,0.08229967170507567,0.06612442234533936,0.028929698882933758,0.049208823751434747,-0.023763289231587277,0.014786635133454283,0.04909156008941976,0.04264001378607312
HALLMARK_GLYCOLYSIS,-0.06845087057905762,0.033840623385298724,-0.014456694231333396,-0.014932070157070178,0.13821029271481752,0.024756160518416653,0.049186155277227334,0.06453003967160631,0.10621620942925848
HALLMARK_HEDGEHOG_SIGNALING,0.10967683614919757,-0.02238072413811277,-0.01703200673225959,-0.012323727499501195,-0.12407948271362142,0.015038599221074108,0.029455891495741827,-0.0017680823287314767,0.0235079600198367
HALLMARK_HEME_METABOLISM,0.07749544247118312,0.014650840830393325,0.04522789507933223,0.007960210636868659,0.1071872911637832,0.02236438779099234,0.10152561754008584,0.03785572141774165,0.1517999712853179
HALLMARK_HYPOXIA,-0.14159721240843312,0.009586072052256076,-0.018915870515165106,0.041339751096872046,-0.005069813892833031,0.009101418599098368,-0.0009625242002443757,0.005238505657466224,0.03295843789717282
HALLMARK_IL2_STAT5_SIGNALING,-0.018323021862607387,0.043018524944710354,0.04416882462902381,0.028967081396984853,-0.050503538639479324,0.05597196389670864,0.07365983945979836,0.04564937842672552,0.0868537401560073
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.12111096869184942,0.0871087700508081,-0.02493343763467645,0.027057574848017654,0.07319369169075343,0.09164279700689888,0.019669566086611277,0.015277103466510527,0.0501975369605805
