,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.012209044348837425,0.04870123771798361,0.03680677485626117,0.13656181360077163,0.05015303607865612,0.026153062949219257,0.09290547107780649,0.027130718988155327,0.03295784491929125,0.06238970596018578,0.018854464214042632,0.07703910834883275,0.23585868234599897,0.16363419055233036,0.14677750799247685,0.05415194478137266,-0.00046694084849157496,0.18709701342765384,0.06674863731564369,0.00775412442236216
HALLMARK_ALLOGRAFT_REJECTION,-0.011462040891929528,0.020781071772252822,0.007899446207917528,0.10228012990404255,0.09451889508489586,0.06163188202379079,0.07355318004399075,0.07768800802089591,-0.05593620076460686,0.10064292972391212,0.0015237657701094828,0.027184576021432736,0.012259428790191478,0.09471099640852364,0.10488797618693094,0.03924732480039488,-0.015355131707741113,0.07885041833993192,-0.04819780698159546,0.1177908521429037
HALLMARK_ANDROGEN_RESPONSE,0.04715080742316993,0.051000893677878426,0.004284503179842535,0.0883335943599427,0.035845262239113454,0.04500322948925257,0.10078131452988112,0.07633556306456322,-0.042506211872759034,0.06942952057643784,0.01975120968694456,0.06799514542733637,0.11210396494738303,0.13847473353963372,0.1510285099799338,0.08363033401211498,-0.0120015649445882,0.12696260527667763,0.040274729769841526,-0.03588668650833927
HALLMARK_ANGIOGENESIS,0.034031510248620354,-0.03137523919511017,0.010787798574572505,0.03400347330980183,-0.02337881757884029,-0.03423008225175057,0.10991753895639032,0.05583406019215539,-0.05972850769489799,-0.01318494099854813,0.035859835066337,0.09507275167213866,-0.03372067723917383,-0.0786990346530128,-0.05947238709236691,0.15520859777117582,-0.07044998838227837,-0.08404547156771143,0.020207668101131393,-0.15975716370161977
HALLMARK_APICAL_JUNCTION,0.03899001453044811,0.03366551725916356,0.006554508463570805,0.11473846682189247,0.049708253662839985,-0.01698597913261726,0.13092521847726782,0.0661925026909892,-0.016919637823475223,0.1113388431197843,0.024557272118208122,0.04926423280867229,0.20588073450003502,0.1506154586801853,0.12453988738576496,0.09162910269539333,-0.02391854427596026,0.15018070116237883,0.07771441851834741,0.055042798804800834
HALLMARK_APICAL_SURFACE,-0.04466476543119765,-0.008578143787500742,0.04188375305124969,0.03733941220612652,0.07522240301238711,-0.014793956622040643,0.09888163660905279,-0.06343796129340777,0.05122348687727099,0.13877262212806002,0.0626387052870246,0.016937392713743542,0.1595637378187533,0.14289325479966314,0.1498610282313892,0.04917499221093937,-0.058835071743841,0.1308411782104768,0.0716043197703745,0.11662572869182487
HALLMARK_APOPTOSIS,-0.005254204015354358,0.012882991171463935,0.035241444258796634,-0.09028701858541975,-0.022409722627294657,-0.03342827759222616,0.01213292893808948,-0.00018141319882923035,-0.06430058198669535,-0.033807092868814774,0.0261654243456842,0.013732396537722564,0.0399427423417697,-0.11543431115287471,-0.06851837884302223,0.045318595520519596,0.007768240597068905,0.08883281068996385,-0.02775106948759579,0.15416382295442382
HALLMARK_BILE_ACID_METABOLISM,0.061479239587557306,0.0466434978254438,0.005180438039080199,0.12278691391031953,0.01429918208732899,-0.015207255707918477,0.06837817673628888,0.0333194910322866,-0.07729743667824354,-0.03149966498424108,-0.020074195402020798,0.10083020310661485,0.19757333560816606,0.16575297789800586,0.16148994065869243,0.020738866785037568,-0.040787067299811484,0.1811932350116423,0.08589422456707571,0.023685844289060603
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.049398346880938505,0.04285500907279554,0.021654139596422938,0.03876489572407095,0.06256726827798252,0.010929485407480408,0.11550467389896019,0.08067189767753977,-0.04966928582098271,0.08762630530645392,0.005530365515853571,0.05345302664677514,0.17161436319085238,0.13711214450008122,0.1656766376858164,0.01822984337370577,0.01841610814930667,0.14112887435252672,0.07607540691972933,-0.08119233846134402
HALLMARK_COAGULATION,-0.05313813781137654,0.03361012287155292,-0.022052167287601076,-0.0054890491076237105,0.07769705115544678,0.045220869935268054,0.08451289560158692,0.06386310408348386,-0.05208003329086894,0.09845252470373232,-0.004649426566254469,0.05174738566926164,0.1658631335399658,0.06699227568773095,0.09585859981983995,0.11015763685209695,-0.015188504340667399,0.10242653476402792,0.020447170977333087,-0.05465986564487242
