,UKF251,UKF260,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09382209904219871,-0.0097734311582303,0.05380890682917404,-0.029977527538072923,0.062357434604717016,-0.04676726807362263,0.05895115971842949,0.10273616035414677,-0.01140922997436068,0.0332249576612046,0.10864130774523566,0.08050736597959335
HALLMARK_ALLOGRAFT_REJECTION,0.061543641001838255,-0.025167964864422816,0.09623037305003641,-0.020683088290389673,0.06224855898815012,0.01731705083378371,0.05641323091465118,0.057610805585281415,0.021512168029262823,0.06713666695382213,0.1422474465889251,0.12502556858677408
HALLMARK_ANDROGEN_RESPONSE,0.04451809113808566,-0.0129949738212052,0.12340303429225537,0.025331962733528567,0.012579500023371161,0.018766803012268404,0.051586675297887546,0.052804076482309954,0.06074883075877772,0.005730193645059434,0.07773837106625815,0.13961883152207674
HALLMARK_ANGIOGENESIS,0.030461898591938295,-0.03058065300504898,-0.04191699409031131,-0.06462834225480395,-0.012729539866142522,0.014102729036512975,-0.0302024203185925,-0.07840470690910446,-0.033018303773569235,0.02894211192240259,-0.057637171998595194,0.005465314034694264
HALLMARK_APICAL_JUNCTION,0.07437663881968513,0.016166405444022106,0.14711086425507533,-0.048600791960843825,0.04071065393263345,0.012601659610792668,0.05825663818639376,0.07337720192810968,-0.008451956051483323,0.014903796406836669,0.13884200165273877,0.08958861461779481
HALLMARK_APICAL_SURFACE,0.021443751400141264,-0.024170819765146317,0.0727181252788521,-0.040011587993943755,0.03304236584368712,0.06251951325726772,0.017827327817248793,0.03893123396815858,0.0996949036694794,0.1050439149886609,0.09482171836629595,0.08190089118451002
HALLMARK_APOPTOSIS,-0.008831250975053658,0.06468986796676032,0.025976047772871564,-0.06940873885774297,0.06488571612077182,-0.06280744470135251,0.02215559373697114,-0.04765863006902158,-0.03172253379849881,0.002054209722578814,0.09880537429377287,0.020560263044256247
HALLMARK_BILE_ACID_METABOLISM,0.03136620221828687,0.009000273282446994,0.10455000945959657,0.017360709247621744,0.08414632858776365,-0.05163679986487416,-0.014858771737430101,0.06105587579010265,0.060096331697948,-0.002129803972499623,0.05468747653802756,0.09041326912242113
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04938045512248112,0.01014895121402447,0.08207106924779718,-0.0018968269340943796,-0.011335424138658507,-0.018665998682855678,0.03569615133260317,0.09105862438950603,0.07869653863260412,-0.0327550195750658,0.08047083340334185,0.10256547225531014
HALLMARK_COAGULATION,0.04216654364394997,0.03736991598434316,0.14971743300174054,-0.038513212767165086,0.008557550914239964,0.04352072956127445,0.07350125672135646,0.05216478445662841,-0.03640262698191059,0.022686284384629652,0.14536926352171822,0.018161256976281293
HALLMARK_COMPLEMENT,0.047420570303796386,-0.012684825608760173,0.10697105305059708,-0.044646078238575644,0.07510847015033968,0.03065583120956727,0.03846034811151457,0.03047617439968544,-0.030526872608606693,0.053538703116182404,0.0822992780755022,0.037256182051573994
HALLMARK_DNA_REPAIR,0.09165320838339289,0.005447818163867679,0.10357386634423936,0.00806398978070614,0.0610750561061307,-0.02989487472345731,0.09233849230090416,0.09636674249463059,0.013059539895467799,-0.007531854627894003,0.10238122433480072,0.09540880365023673
HALLMARK_E2F_TARGETS,0.07847913343636236,-0.02328928645614225,0.12872453048776236,-0.037001006793149396,0.03939475560885778,-0.03774297109718161,0.08693509950676143,0.04845266686212886,-0.04694321496482779,-0.0022185321127581514,0.069632152247126,0.13646469927277105
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.021125770949530512,-0.058836478357439576,0.09827692441063161,-0.07106899304648065,-0.041287262099888464,-0.007851771228960816,0.011107745144127861,-0.05775905604589895,-0.07755108214879243,0.03230128977239348,0.09455510656842313,0.010389940992785705
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015074393669147224,0.03027542375757956,0.052727041910440545,-0.041907108783040964,0.011581872103898288,-0.016393732561769514,-0.016000773631787885,0.01362640512794022,0.009506969458491782,0.034687445140365696,0.04302107482135504,0.07322373722993922
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0015955169038396166,0.0028219917494008502,-0.04465301101208232,0.015367299532401624,0.11767742557403103,0.0456037333751203,0.042230853587778006,0.07955265117238926,0.0046943894916955786,-0.04245072445199023,0.04595236132005251,0.06716802603402891
HALLMARK_FATTY_ACID_METABOLISM,-0.028370712717638292,0.009473509060881973,-0.03607487961895364,-0.01530201995510645,-0.002551550589092041,-0.03347084294633582,-0.0037917044757109783,-0.031204887903925144,0.020614631220305962,-0.05659350272454972,0.0036368950980171463,0.013941118443976145
HALLMARK_G2M_CHECKPOINT,0.08762697720284028,-0.01984673753862155,0.14201806357100463,-0.008365034064503825,0.056532172639598026,0.004284358301474827,0.0372747012182942,0.02363287413546183,-0.007726041048388974,0.009979746533475322,0.06765112702050637,0.11246589723565652
HALLMARK_GLYCOLYSIS,0.06309820956986201,0.0191164353028997,-0.033078344871472806,-0.003909972721602297,0.022767995313767563,0.011003635012330298,0.023720135994300937,0.046587144131891835,0.0005095564395140694,0.013719713950122319,0.08591826942718783,0.09443345370249027
HALLMARK_HEDGEHOG_SIGNALING,0.02210425032831687,0.07758382136461447,-0.030936905176380106,0.07243901185472353,-0.10023130371635668,0.00904538744997232,0.05443124781454169,0.06920260515763701,-0.08200502199526159,-0.0028964084137907283,0.05262725399665999,0.09020514594467198
HALLMARK_HEME_METABOLISM,0.07552084228777564,-0.012618985013537237,0.04771000003787042,-0.022727891490540945,0.031200280155837017,-0.01896109101085984,0.025845037456539526,0.06139598667749472,0.0016998677282879797,-0.0019086815401779078,0.07039508505926526,0.07271257420021969
HALLMARK_HYPOXIA,-0.036232968716649015,-0.03559140545694317,-0.09425939868528296,-0.019101966564234983,-0.019341557135034233,0.0008971585317732257,-0.040825095992976825,-0.08530123299104506,-0.012838026602213462,-0.07337685904883194,0.04587377162939836,-0.04202994192698977
HALLMARK_IL2_STAT5_SIGNALING,0.036261322806365986,-0.033564635148085185,0.05363174633731008,-0.022504867232273577,0.039635507219035325,0.025848713856858458,0.05615699100804986,0.04192517390848602,0.04782821043453492,0.019307658074687536,0.06553051756779714,0.05819294463424959
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05583702888532177,-0.07181327193018966,0.020541368471008126,-0.024448676644677304,-0.00527666535518652,0.059806337133397246,0.02119235553985166,0.03429330252494563,0.0066443647037687575,0.048606526897959794,0.10945860994201712,0.04396153261863098
HALLMARK_INFLAMMATORY_RESPONSE,0.0303122317017922,0.05282095333437252,0.025228830011387295,0.05438982029626117,0.029067895316607667,-0.0394375296399202,-0.034384760206887445,0.0028347343683298195,-0.0016737855831188855,0.0002990169263070811,0.020808648290080167,-0.0624457886751999
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06792676381636979,0.006458719665790377,0.08615581530964979,-0.009869447444638073,0.09573901570540037,-0.002271452714393498,0.05108695949248235,0.09293231677438706,0.08976112731586557,0.0027663676532993864,0.11857894927731134,0.13324030514540258
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.025847768664279857,-0.042864604941041246,0.11080045788729022,-0.03416583643786526,0.06579143657566741,0.0018914755879616814,-0.00686544111647422,-0.006580771391200668,-0.07415127114198002,0.05657264806648952,0.10892431310461369,0.046524223566091
HALLMARK_KRAS_SIGNALING_DN,0.11578072981966345,0.002456655328064817,0.05416242164913169,0.023783931858806503,0.06070131341396947,0.00930447200670643,0.029253135679374955,0.08465593551385084,0.01173385674865525,-0.02413240371780241,0.05308429791641554,0.0992621116724187
HALLMARK_KRAS_SIGNALING_UP,0.07840570520271255,0.05148762671546025,-0.006784758909197091,-0.03246450509586902,-0.006139716886314056,-0.050172290164965355,0.04749934734478591,0.08784355041675468,0.05794890122103818,0.08185426348832106,0.1047857922291744,0.10740063005174115
HALLMARK_MITOTIC_SPINDLE,0.09125396314167286,-0.008633508632745502,0.1005113336560991,-0.10540736791776491,0.05833089079409694,-0.051716107017409245,0.050981910728282336,0.05266869411889918,0.05609329455013681,-0.005382791662135721,0.08400300414743567,0.11099498098113748
HALLMARK_MTORC1_SIGNALING,0.06065857049701205,-0.04661540655561732,-0.04728251826262215,-0.09646708767226017,0.013363030975221863,0.03006101304043465,0.005503328520535619,-0.037511548964875366,0.007357887894123002,0.017402721462105083,0.0251452505237467,0.019176004332011436
HALLMARK_MYC_TARGETS_V1,0.08482290207116729,-0.03772186953968242,0.11847147322320684,0.013401606656782541,0.08121160407713847,0.03077487908908696,0.06653688018198632,0.10699875277523223,0.06798919081633224,0.004787857366195422,0.05205750468291796,0.1485037285953808
HALLMARK_MYC_TARGETS_V2,-0.0227685694491934,0.002254973369516103,0.10887721985268381,0.062494173278087574,0.054762970739985276,-0.036509512473348917,0.05170559313489686,0.08889368118557442,0.06168352569235904,0.009155809174968969,0.10550642348080794,0.030780867312191866
HALLMARK_MYOGENESIS,0.06315929754860333,0.037236434493732005,0.11394993619567506,-0.03385352942072331,0.024477842268415775,-0.10200578919826993,0.0955453064802047,0.07551151868725806,0.023790758438529517,0.007815172462470906,0.10746120071202407,0.044200710295967095
HALLMARK_NOTCH_SIGNALING,0.038040915179257374,0.024252989038922885,0.13097590004676268,-0.050213648582819674,0.046222482021332674,0.07367951118114384,0.038188383839469375,0.09710931199115347,0.0036569446625869116,-0.050955608962945584,0.06214368641059122,0.10995365605756105
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09481408744836314,0.0033784353799827666,0.07188550332799178,0.03762898027664214,0.03166052952310612,0.04542296826279447,0.08809598212962447,0.1185219615363455,0.07596738077885366,-0.025185338218040677,0.08898768868138685,0.11794320764928716
HALLMARK_P53_PATHWAY,0.03174723856312218,-0.009365704919007393,0.09073199994935345,-0.02406143232557887,0.02287114770567287,0.06518632519965617,0.0314877494829278,0.05470996542012829,-0.001209513640536806,-0.015416953621802324,0.10578607257047253,0.08139359004479045
HALLMARK_PANCREAS_BETA_CELLS,0.0706755452723927,0.024915856923050903,0.04828754719783862,0.07643503517978367,0.05154838591732838,0.05695650868515862,0.039136854042393775,0.13374497994144438,0.039906108652757,-0.023588859301806323,0.09719022479478986,0.11355526080150757
HALLMARK_PEROXISOME,0.09582314695347816,-0.04184268630523482,0.04043128571896646,0.054411166911744635,0.02138988043269657,0.10458568282549904,0.024712974388480993,0.07966374523571672,0.006444779866642344,-0.013068052142257897,0.08134625450333069,0.06528178087830257
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.045745923786821956,-0.02671422495170441,0.0601323079323509,0.006945387280881055,0.039017345216385266,-0.05681188207017844,0.05529473953187583,0.08410070453261867,0.016659124614997724,-0.039896706035021164,0.1284952065376285,0.09038143202819397
HALLMARK_PROTEIN_SECRETION,0.10454668294914894,0.0013382016383997025,0.02935903456192544,-0.050344340565714824,-0.008412844686939609,0.03489267784511861,0.035329830729683646,0.08232959198133431,0.036178151489802336,0.03132016610905865,0.07325375706513855,0.14164368583555295
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.028599304788985484,0.0055221710001487605,0.05101926343600681,0.09326870938653323,-0.004804338103009515,0.06761727825141005,0.062082420569075716,0.10107752186395123,0.1096865625219523,-0.021737740111166703,0.10913241957766445,-0.035465070162841374
HALLMARK_SPERMATOGENESIS,-0.018031259989104948,0.0485661409159974,0.04254429470509431,0.006907033107870834,0.03377552973155591,-0.03744215587208975,0.04580552937808801,0.07666477246222504,0.05653877966725645,-0.0009094238420715867,0.061011080561591116,0.15025402909312444
HALLMARK_TGF_BETA_SIGNALING,0.053809629904282064,-0.009173906300747665,0.13014742097723522,-0.07886434311524694,0.07023067056270679,-0.06107748844236337,0.041748274738565766,0.07864643566826753,0.0065399637207824565,0.0568159070174634,0.09358409459218114,0.1078482435360169
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.036691879173450404,-0.023059322646258196,-0.023578964970016072,-0.09301814539307121,0.09343733895546526,0.06919765482966544,-0.04183513217261656,-0.032635668903968754,0.039807655676927414,-0.012144311723228525,-0.0455298577577712,0.016644014388387078
