,UKF248,ZH1007inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.0455067017414277,0.0224109974589973,0.07246454646247581
HALLMARK_ALLOGRAFT_REJECTION,0.11836957250477693,0.022668827342132644,0.08830044248493944
HALLMARK_ANDROGEN_RESPONSE,0.0553480092375939,0.008018902929051141,0.04849434056913696
HALLMARK_ANGIOGENESIS,0.07174803424596625,0.0023565636341522514,-0.036417000569393315
HALLMARK_APICAL_JUNCTION,0.1313624897260845,0.006450681183676168,0.06653392861204609
HALLMARK_APICAL_SURFACE,0.05379589117451402,0.039085793814188995,0.0706672593475997
HALLMARK_APOPTOSIS,0.132983476130401,-0.008868367815263222,0.007577296852433471
HALLMARK_BILE_ACID_METABOLISM,-0.022245515809536674,-0.016065413550109996,0.04363962110571849
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11875886953046347,0.005063240729516272,-0.005101715902778704
HALLMARK_COAGULATION,0.17061034303008563,-0.012700245573042964,0.06394681952488752
HALLMARK_COMPLEMENT,-0.03010441844026908,0.047464520323973615,0.039757513836103237
HALLMARK_DNA_REPAIR,-0.03342631907537592,0.007943909520954234,0.03488579319819871
HALLMARK_E2F_TARGETS,0.0073707525338715905,0.0253132831232008,0.026954460684990862
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.16712697657195333,0.01508986688059686,0.0582079589062772
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023715220020966325,-0.06962680725801532,0.03805761066073392
HALLMARK_ESTROGEN_RESPONSE_LATE,0.001030804027442715,0.0010752938098954451,-0.0025325646443548288
HALLMARK_FATTY_ACID_METABOLISM,-0.0541150919681834,-0.051213641570388456,0.011150668853635026
HALLMARK_G2M_CHECKPOINT,-0.04421400615179049,-0.012262025466059739,-0.009155724417614365
HALLMARK_GLYCOLYSIS,-0.09763230941871152,0.0019359998027688953,-0.0023173174384173785
HALLMARK_HEDGEHOG_SIGNALING,-0.11719592546285634,-0.004798937433366459,-0.029402326798325582
HALLMARK_HEME_METABOLISM,-0.003961693428748688,0.017147338864083247,0.04765465569961583
HALLMARK_HYPOXIA,-0.0507258061387335,-0.0516467361986867,0.006711321306084576
HALLMARK_IL2_STAT5_SIGNALING,-0.00498284006495876,-0.039406186155493725,0.050106002129764494
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.038026221742070154,-0.02837197077253661,-0.009442326775742322
HALLMARK_INFLAMMATORY_RESPONSE,0.06617883701659488,0.023006634662151103,-0.008740809185109378
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08811102897178427,0.04088075142671594,0.04473885796051884
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05600028901511441,-0.01947059520736543,0.03294968299846763
HALLMARK_KRAS_SIGNALING_DN,-0.03592123829414371,0.026470018792460775,0.021300783417653336
HALLMARK_KRAS_SIGNALING_UP,-0.020113692967662165,0.008711874303725815,0.09232311083344052
HALLMARK_MITOTIC_SPINDLE,0.03676838978238829,-0.040327715604839866,0.07171551215832701
HALLMARK_MTORC1_SIGNALING,-0.1179141629360785,0.06692510587085522,0.031730180419734445
HALLMARK_MYC_TARGETS_V1,-0.06677173164088739,0.05123694752135699,0.034887031221343984
HALLMARK_MYC_TARGETS_V2,-0.0014036884479866729,0.0007853547997384678,0.0028174290084519377
HALLMARK_MYOGENESIS,0.16192359764485084,0.006598970601084698,0.06308127252501199
HALLMARK_NOTCH_SIGNALING,0.044083830373138386,0.022795940877636527,0.09089927599758378
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.05399061287690628,0.05056179051334552,0.033008370057180485
HALLMARK_P53_PATHWAY,-0.02376872339589381,0.007557252062365163,0.05046847885743839
HALLMARK_PANCREAS_BETA_CELLS,-0.08150482777383687,0.03353063193964917,0.02425928429775733
HALLMARK_PEROXISOME,-0.05578519158423268,0.007164362487647769,0.07596343362360565
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.021175545090555935,0.05511068612859146,0.05766641901277508
HALLMARK_PROTEIN_SECRETION,-0.040497398513095015,0.018406018307447664,0.02464335284168494
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0456705979413774,-0.015228629231293866,0.0625538248844798
HALLMARK_SPERMATOGENESIS,-0.015218409378696608,0.018738591981211493,0.051663041330047725
HALLMARK_TGF_BETA_SIGNALING,0.1069168549426379,-0.007201139461328934,0.11261972545334324
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04298201917598614,-0.030633496715877492,-0.010106119290462852
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.009880395554304486,-0.0042708300760036805,0.04961453507798549
HALLMARK_UV_RESPONSE_DN,0.15122494656208924,-0.024424378676977693,0.07293057560162151
HALLMARK_UV_RESPONSE_UP,-0.07523204791746561,-0.04122659642921766,-0.013537300437554132
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.013691197537675805,-0.0734748851894958,0.030896298242612707
HALLMARK_XENOBIOTIC_METABOLISM,-0.048875132783522034,0.05499549598749598,0.02225996565758183
