,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10320954212802519,0.045744010866407586,-0.003946010832632319,0.0600117376989526,0.05388352055722117,0.09817549673439636,-0.009776043135129774,0.044506277839064336,0.15700873805935578,0.05807408790067796,0.08263925829870934,0.10846986993759247,0.07510857272213284,0.035634421467842015,0.17767464186603812,0.16873740518439806
HALLMARK_ALLOGRAFT_REJECTION,-0.029796392165073984,0.015438975901479678,-0.03450796165116413,0.01677286617021721,0.033387582120883975,0.12312234259320415,0.040504840991232756,0.012504168149057136,0.025808123065643455,0.0029189509917004353,0.04558772815894924,0.02011415118865397,0.047639983658013155,-0.018409314542656235,0.09043612355615653,-0.041146253161628454
HALLMARK_ANDROGEN_RESPONSE,0.11078682294647803,-0.04159987317995841,0.025869143446671506,0.04145382240161715,0.08161688728045274,0.11480834369960062,0.1002074406114095,0.010845933191838866,0.11931803344423446,0.035630145651022814,0.11664479223947281,0.09560083857063045,0.055295130993729444,0.06539680193845915,0.09341949944965486,0.13231730699146654
HALLMARK_ANGIOGENESIS,-0.012171853660998443,-0.008162736454570597,0.001543255957016567,-0.07072565418001177,0.13224768272235068,0.11267661326956287,0.06589643228027481,0.022862283892582005,0.045499560401004426,-0.004535136115775671,0.014217281341242845,-0.04959411613290131,-0.026224345201282587,0.001764648190028123,-0.10294264145677214,0.019038577102150567
HALLMARK_APICAL_JUNCTION,0.07800724754240221,0.053245469295782784,-0.006350357907944324,0.04878182439552416,0.11229451535920228,0.12204175729733265,0.03796103461224428,0.059259012745308884,0.056509686314910317,0.10020110735918082,0.09302411895384491,0.09404617237938331,0.09027769975514122,0.05931207796280927,0.12855516755588065,0.13261743613666882
HALLMARK_APICAL_SURFACE,0.07963279710578235,-0.012637903668727284,-0.011960445150613803,0.04963392911897902,-0.04496475490870859,0.007070451315172636,0.029081784821074062,0.02375815360009286,0.08811210816915088,0.13733941592043408,0.09185914651625732,-0.002153034692814796,0.11365888580992416,0.10136270361919443,0.11164762307503812,0.09254856483798247
HALLMARK_APOPTOSIS,0.047749832893282135,0.02178546467935159,0.017190509525765087,-0.057873691756674346,-0.052035511131891074,0.06168888136215263,0.09448255731732672,0.03333324426716905,-0.018107418974537028,0.033802484725892035,0.025819327460254723,-0.03170187048486947,0.015361032135637604,-0.03308063081767682,0.09899872780796973,0.030843015595391644
HALLMARK_BILE_ACID_METABOLISM,0.10082332678079872,0.033461578988181084,-0.015374799435146642,0.10317746807686866,0.05469971328571406,0.0979598940247207,0.01626580006004582,0.04039084196276431,0.08096839282015762,-0.006492190487290344,0.09710075031104111,0.08670098497597015,0.06727302810478882,-0.010087971693599105,0.15171679104959063,0.14969229078604912
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12193299836132233,0.01874201071470608,0.012430249408611213,0.0645830954765131,0.09401315832813889,0.05393285106141235,0.01797098764649372,0.03839592672071176,0.15078050143790808,0.023446937393954564,0.0673615779875616,0.06127094588409272,0.07723827028645326,0.03887493297977834,0.15210145069347067,0.16053628629966024
HALLMARK_COAGULATION,0.05128197381035866,0.01075106540707897,-0.006453258544494448,-0.04041731587631673,0.02144199180709306,0.09415259534824383,0.05127568448467423,-0.001890343033731464,-0.031010231749948672,0.09372644587031476,0.06312662280744032,0.08296879544289672,0.07870304832971928,-0.051974833570778825,0.09752530467825857,0.15587364840981557
HALLMARK_COMPLEMENT,0.018468392611769364,0.009409926552316403,0.001304448712241454,0.012619115931516788,0.04508922174211769,0.12693026469512453,0.05043545615205986,0.03395229601550595,0.1371861633054291,0.00539765076997682,0.06866726867265982,0.05141530215058306,0.05629645134032446,0.015397169281621938,0.14107566044556538,0.11338320151277292
HALLMARK_DNA_REPAIR,0.075218590928207,0.026670030270536667,0.01797199696748755,0.08269273130469718,0.1394297004959449,0.13977443770143777,0.05404617293373924,0.05228546286476309,0.1484854642232543,0.07140142172229268,0.1283782273357698,0.09049262988182502,0.0834221388760045,0.08637839200371292,0.16911866245627233,0.1698089248546966
