,MGH258,UKF248,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.01595917567358918,0.06372109726400978,0.011346257295850669,0.04474936281197084,-0.0008769132931436798,0.0028654171240137605,0.03635249272861512,0.059149433657303234,0.013452462895986119,0.1264909156352147,0.01755377246503416,0.0786474685535888,0.07394694507023135,0.029898823796042695,0.1216421089796477
HALLMARK_ALLOGRAFT_REJECTION,0.021717622608818203,0.016772250024242402,0.024538995307112142,-0.0969583942412406,-0.04822172498361688,0.0484377744094478,-0.03218831322823294,0.042684998273484154,0.03340260880261059,0.14688458737582458,-0.009408366956577803,0.040096350282643425,0.054484732786775306,0.08055946556810459,-0.03550566571801989
HALLMARK_ANDROGEN_RESPONSE,0.043210147016342175,0.030815670852844885,-0.020151581192940925,-0.034941485854236336,-0.08189040919194758,0.04075079172112219,-0.0770737680838311,0.07027138911217613,0.0002116726987497825,0.03691700133311933,0.017401181596435514,-0.027638672607956157,0.03914576313486126,0.025078330236895093,0.15334050498646518
HALLMARK_ANGIOGENESIS,-0.030735307848417912,-0.036251271890735445,-0.07875590406795537,-0.03950712834516053,-0.08377327037165315,-0.1508514101563242,-0.15279920515850762,-0.13260717676130865,-0.02691655315206886,-0.05437135496840204,-0.04654150209807789,0.03454443412465181,-0.0061060360564943,0.060996338137308995,-0.0292029975935762
HALLMARK_APICAL_JUNCTION,0.0020826068081381903,0.04800895230198211,-0.012504116035087701,-0.06193851461350287,-0.04438045726398936,-0.09620896090995122,-0.06095654341475609,0.10072976750141184,0.0024188479326491784,0.13109493390776414,0.053544143110498384,0.03044503728890059,0.06481289895022686,0.024050963909523347,0.15579084258240275
HALLMARK_APICAL_SURFACE,-0.05560193706484874,0.048475351444809585,-0.013555882064613193,0.020366310847764604,0.0867548660233235,0.08577561102427603,-0.061671326476517185,0.06912570515069458,0.04382225868915666,0.05988883328474654,0.013119702763444631,-0.013973103315991948,0.07663724693691452,0.008086869453393387,0.16234557690874726
HALLMARK_APOPTOSIS,0.006673781033489408,-0.02814780279325195,-0.007177762255317574,0.030002839319139038,-0.0025151787241066404,-0.07761403441243939,0.09305331512685858,-0.015188408240635746,-0.006481069095904591,0.06179096055681937,-0.015311150584585365,0.0006849719384135034,-0.01722718604427217,-0.014785706167669029,0.06348868653285762
HALLMARK_BILE_ACID_METABOLISM,0.008493632604788366,0.04043315410083247,0.0744562930312382,-0.03439934715240922,-0.09401634967481717,-0.08725528100002025,-0.06012643617108157,0.09972132958201747,-0.033449510978803824,0.07001875472217546,0.013537429068242296,0.061139288667468865,0.07012012448275683,0.015261225707823704,0.1668029676295077
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026967547144336752,0.024597958243091408,0.013610841335364991,-0.047043806078299756,-0.0959989086780951,-0.10659819753047757,-0.0895866184081683,0.09904268615592218,0.059098467660809825,0.06751311083228764,0.08991087503585252,0.011288457386158217,0.007376170286544877,0.0020902086100309824,0.04381213667882517
HALLMARK_COAGULATION,0.06180340941148201,0.015381618469544098,-0.0016848698432331184,-0.09268684190460535,-0.0763257001751944,-0.03838911042181882,-0.06769975207578462,0.03543223921151681,-0.01138363777582597,0.1372443883912429,-0.009457610252649988,0.004675434442162507,0.04888912260403681,0.0005613414221780783,-0.006727358412867738
HALLMARK_COMPLEMENT,0.015428586611880001,0.048097776948544016,-0.014516673999865675,0.006419185940815669,-0.035520029411601664,-0.09714654657797807,0.019440252861233236,0.03301733553598778,-0.0047906984804246995,0.1572819512756893,0.014403765056054391,-0.022676389044593116,0.05083739139544984,0.058663290238230366,0.13217418330564115
HALLMARK_DNA_REPAIR,0.004486398537212517,0.08681708305380692,0.00737983768036765,-0.03457277030590135,-0.0333731689063438,0.05074098090557106,-0.07636980117665472,0.08488953201580944,0.04316489035517808,0.14507052961506278,0.07493838537058722,-0.014566460424373633,0.09049346124025202,0.012897741824631489,0.17625982964790374
HALLMARK_E2F_TARGETS,0.019203207246220693,0.03739313540368804,0.012758349137530038,-0.05568780811126374,-0.08463014451532751,0.024871525689935545,-0.09700007200044987,0.06418394103868486,0.08014802390353046,0.05254465504235902,0.08668208239135487,-0.01836630580276357,0.03304997927554387,0.02437752113782563,0.10746920503859099
