,MGH258,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.01394646329434015,-0.014882044631208501,0.05899416951400513,0.09500024762169205,-0.030198560840975396,-0.0544794554499614,0.057818794755597216,0.09407874286622861,0.07554842514652793,0.07767694969509131,0.13012925834271885
HALLMARK_ALLOGRAFT_REJECTION,0.0359950454010872,-0.019678081203447755,0.0590036039925396,0.14033229474327163,0.010248445393158565,0.09722640507633373,0.07102144330697825,0.05081146833860439,-0.01660899071448947,0.0017940568327752464,0.1290074213745559
HALLMARK_ANDROGEN_RESPONSE,-0.0020496762725619572,-0.03284017174799556,0.0855838621159699,0.09976038654912174,0.051971867954603256,0.07133131062445057,0.07449578848373009,0.0912630895934849,-0.03797621389228805,0.017669937377743614,0.08620153872138303
HALLMARK_ANGIOGENESIS,0.04773201404737326,0.03200103541748828,0.004957004129307188,0.16191129317964817,0.056717240290563936,0.0600717035244437,4.794578526824296e-05,-0.027135372368836088,-0.0487265858578505,-0.04901406635917311,-0.05447744903471402
HALLMARK_APICAL_JUNCTION,-0.0033725759034107764,-0.02027040634176329,0.01919371862735385,0.13973700895613592,-0.010801215767993222,0.03703689925162146,0.12792844421240546,0.06356751193169521,0.06998916615545356,0.11219024644434755,0.15396777158875974
HALLMARK_APICAL_SURFACE,0.004676936961542532,-0.06043499374057975,-0.02638571897465059,-0.05798916527590641,0.04342746545746675,-0.06159490284348949,0.07311746206552355,0.06628032726951587,-0.014481522694176033,0.020253250482200523,0.09343191515822462
HALLMARK_APOPTOSIS,-0.012364113355458327,0.057558689469015635,-0.02693862414852662,0.011739038050216817,0.05941545604783498,0.04469867778603029,0.00018485076390355773,0.02178366009020371,0.01943615920506846,0.018168377697065946,0.045842224607400596
HALLMARK_BILE_ACID_METABOLISM,-0.049822616024622006,-0.043362753534196524,0.011800742316390538,0.12839147877077778,-0.013989790739922068,0.042691678889236924,0.07775917031120953,0.06751955343560252,0.055653768992954024,0.1083023862138854,0.08488034176252389
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013758410937244447,-0.023043524523910952,0.0509213203317806,0.11508243201611773,-0.010839882006059344,0.10664847650788531,0.13261283645544256,0.10091720408623342,0.05952738119734375,0.10180071667758207,0.09807283209908652
HALLMARK_COAGULATION,0.06820007181385834,0.03482940275608063,0.05806481799366178,0.145546849395458,-0.005370190869788058,0.12338248542704883,0.08687193920414271,0.07298552040295025,0.08394600456576166,-0.01576154566452406,0.08377037305207911
HALLMARK_COMPLEMENT,0.0395065484623686,-0.010416559801394493,0.05809494355932539,0.1446752156617932,0.04509814326427792,0.08450899554070014,0.08561010008285184,0.05165349024361686,0.0965212340093059,0.038733915221383045,0.12135123121469259
