,UKF255,UKF259,UKF260,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08647479186346595,0.0047595042900326415,-0.07377255866454317,-0.018868713757437473,0.02218607053527501,0.04109004545518003,0.06110744433249002,0.13989412847159613,0.014654920239568327,0.11192941822022848,0.09130749299239313
HALLMARK_ALLOGRAFT_REJECTION,0.02136057141301892,0.024235074837163025,-0.011895576229626195,-0.029125422159355045,0.0052007805147226355,-0.022435265126647695,0.03418913991275107,0.09983120473846911,0.028663318658111805,0.0769911779248136,-0.0595753125972817
HALLMARK_ANDROGEN_RESPONSE,0.0678901611964212,0.05603910947168537,-0.04298992475048296,-0.047843300365148556,0.04601666601063361,0.07023316463394047,0.05703587698994821,-0.002608233868832651,0.027848264756070926,0.09045003975412749,0.07808596607212066
HALLMARK_ANGIOGENESIS,-0.08745808618418069,0.07156277929214767,0.05838928827169664,0.064424558088863,0.025937375300844535,0.09480799722401334,0.03106705467630296,0.09002065648916975,0.08434001982090497,-0.026957392868500553,0.18260358853173111
HALLMARK_APICAL_JUNCTION,0.16001248564915233,0.029721041179485132,0.00714703863886434,-0.01680304270702007,0.09233529273274371,0.07279586600666069,0.07881708547658456,0.16504084486546514,0.003594119546069734,0.10641926478940471,0.1308379656136005
HALLMARK_APICAL_SURFACE,0.15405773273357085,-0.03879927934403646,-0.0002661166617952897,0.009062845873213342,-0.01735364641238983,0.12848751106922254,0.05605822042383966,0.08418618886385576,-0.01671400180338546,0.0706124334452612,0.0235278243898849
HALLMARK_APOPTOSIS,0.08249744380227926,0.03221735403194762,0.07484267092117383,-0.02742820924970655,0.05986591887838667,0.034884903624704526,0.030926592195551637,0.013654014855358434,0.03542301520721194,0.07694958938805299,-0.010054541330961756
HALLMARK_BILE_ACID_METABOLISM,0.0794484796480307,-0.05576352528089052,-0.04812067750578924,0.017628910074683615,-0.029058937288799675,0.06148069425198358,0.060909960069400026,0.03011168518177672,-0.010906590187486666,0.09185014257473366,0.06212742508726086
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17614781335393165,0.05369872372825546,-0.007276812486124587,0.005924612982882855,0.07264604191930107,0.1419298497291852,0.04575802935591743,0.031237365781132564,-0.021249379528273476,0.15663029132437498,0.12270233110707465
HALLMARK_COAGULATION,0.1248472347993724,-0.019000786275334716,0.06713651387540447,0.030486741801729098,-0.06823506441406059,0.07440444212352731,0.06677844826188097,0.1057989847743499,0.054529781062992756,0.10876013471229366,0.08615226592003365
HALLMARK_COMPLEMENT,0.15305807972153995,0.014698450119029363,0.019950709802111933,-0.02628542046242105,0.07313838760192493,0.14788210381171402,0.08359528358061821,0.13357327514094197,-0.013327040992907112,0.11980389481225392,0.13818646020103487
HALLMARK_DNA_REPAIR,0.12003143951201646,0.10452034182799715,-0.05117440246664803,-0.0289576922710046,0.0858004576317769,0.1191081961598367,0.05994236015613452,0.14294856360768554,-0.032062277857295395,0.1455814821240651,0.13694331783103558
HALLMARK_E2F_TARGETS,0.07818524104539695,0.0020050720982326604,-0.05145168356795681,-0.019106533468591157,-0.03033974081407167,0.1364208775828284,0.06910138416935693,0.09247569464926925,-0.052993924327720106,0.06827897867795858,0.09183518390384555
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07513466731844691,0.09100879018590408,0.054825217943278715,0.058285386440024706,-0.013843652879737598,0.09936506755164116,0.06782007127499234,0.14465803777822586,0.07605681538403634,0.06847312360832936,0.16892862711086984
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08439756026982687,0.001100772009512232,-0.10986363730111981,0.06685947611493653,0.10977152069163844,0.10766138310290246,0.08642372791234522,0.10134933723301963,-0.005577481184959199,0.12261927049218556,0.17827717611888597
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1202608108462718,-0.014832690104823723,0.08327984463533553,-0.026235701747659084,-0.016720189804603304,0.14284995178887225,0.05549884261015083,0.07857555906440178,0.07555585738700513,0.0881961400831946,0.02752935356565111
HALLMARK_FATTY_ACID_METABOLISM,0.1086164524980729,0.06674531222524488,0.006005053690074695,0.061574956197628435,0.12775609421331174,0.11426180366845737,0.06490973729142517,0.05721910309880568,-0.025566909524203398,0.05845598537924591,0.09840843387448572
HALLMARK_G2M_CHECKPOINT,0.1462674817704853,0.03776066800227515,-0.008895789726615951,-0.023152127005496632,0.01828460421117055,0.14315856831788962,0.07180882790294997,0.12778273760654818,-0.04573547259290885,0.10471033224121487,0.17805458259779233
