,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05688158433862511,0.07059188277663021,0.20052566514749226,-0.018419845398105067,0.089765320123644,0.004267021357917236,0.13208872133609298,0.09284114525566753,-0.16808308080619017,0.09432541270441264,0.012997786325836896,0.24228721444572443,0.19766792151813492,0.08666019676840554,0.23753636980282228,0.2647543196912945,0.016769976043786893,0.10128844958396156,0.020144481709827734,0.0476537857615192,0.03130906065620394,0.2662679599691239
HALLMARK_ALLOGRAFT_REJECTION,-0.009331002227286861,-0.01240156610153185,0.005952344872284444,-0.02234354540012946,0.0019073113246508202,0.022920023174569596,0.02793413012146437,-0.3563519612376467,-0.34922318174600925,0.07110644896714041,-0.12220605419433264,-0.48040677558877937,-0.15084853143551105,0.08742781311557425,0.065344875287231,0.11762162538030538,-0.05522304625761409,0.007206934262035636,-0.05315927541710095,-0.011679346203991536,0.14682800159954065,-0.019672801952473794
HALLMARK_ANDROGEN_RESPONSE,0.045072160115481125,0.01991379207382472,0.16596398807506435,-0.026496711328680665,0.10303077240476441,-0.007144305964781117,0.06872562953076386,-0.12380140153895697,-0.37010815742026937,-0.047815767167897066,-0.029084069462220828,-0.19346197976691443,-0.13607347515381324,0.08920528350601903,0.19439747908638094,0.1981114588857382,-0.02065499163248253,0.030566009185242732,0.014471455025534303,0.0417232088359907,-0.0343221780773237,0.12246038775882863
HALLMARK_ANGIOGENESIS,0.055628099408067434,-0.08722355001266616,-0.14573189083581606,0.03733700838442628,0.0632504179015703,-0.050374181621520214,-0.12157946070275018,-0.3440869389601631,-0.4625185600770739,-0.2564437650591273,-0.137549960603045,-0.4930758597613534,-0.5680268041861318,0.020056121942727257,-0.18723934469908463,-0.16437698082105562,-0.005913729785510252,-0.005115509700505961,-0.056389042161903956,-0.02527442822379196,-0.24577531544757317,-0.11927155447320884
HALLMARK_APICAL_JUNCTION,0.06295057939953821,0.012531067689274372,0.23336201969125858,-0.011772362679612345,0.06767212563164919,0.08293272121981445,0.13595132714028588,-0.2245025237507636,-0.31587846631055294,-0.1504987640390065,0.011983698918324143,0.06238134611978056,-0.28028805999672274,0.10989073953274615,0.2548809345663382,0.24741704534449063,-0.00343526147147709,0.14393114442818333,0.0037588753356780813,0.0717039607891831,-0.024987086786240804,0.304553585108699
HALLMARK_APICAL_SURFACE,0.042560635316920906,0.084952000383303,0.26455109410706,0.05405206642057922,0.042680987595683,0.026144656305026975,0.16427138594878765,0.31842202389553076,0.3302478379985931,0.16290058420577455,0.19529313583721844,0.35982232080829124,-0.1552093794364421,0.1219131157766651,0.20930868357982127,0.20202725528497853,0.001030831840478213,0.09197182454445409,0.06945106356296235,-0.00483381886646368,0.12318256969412153,0.22107573747464127
HALLMARK_APOPTOSIS,0.022038087669714056,-0.011559090864265483,-0.0328022198150814,-0.023918775448492878,-0.0046493581245794936,0.023314360463831726,-0.0709424017935318,0.05533834245921184,-0.08092369314760438,-0.150356863496825,-0.021963515853332245,-0.16246612017037523,0.30356368368966624,0.08542540582236305,-0.10001518630512758,-0.0886072006093818,0.03000563670499416,-0.07456870114139783,-0.0019170739723508778,-0.014419469232006408,0.015650728078685887,0.14603473370679604
HALLMARK_BILE_ACID_METABOLISM,0.03220845766291476,0.042246520768100926,0.11859974314635112,-0.02076155677388237,0.02622112350042294,0.01872000504492468,0.14663461444901385,-0.1470345825245154,-0.44675286284017945,-0.11928966145243294,-0.09602072693637534,-0.06848937774895582,-0.16932451544204366,0.10748901362110087,0.16199271972787116,0.18476347375149166,0.03605677522452522,0.0835855163646445,0.03168779546074719,0.05574400043377664,-0.04239220034247898,0.0489986115220358
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024020090731442442,-0.049810235022752954,0.1440038080307072,-0.015061692738127824,0.03249176088535223,0.03091523907666266,0.1419807932580578,-0.29153244527204875,-0.31362759585512057,-0.21064522045227774,-0.09721274865220492,-0.3834602281531919,-0.42388972856357066,0.05185391653003876,0.2759052556686062,0.27466111649017483,-0.030814634050852944,0.09107613368412036,-0.06274719337872545,0.04186529931694652,-0.0870761375280731,0.07135408180254124
HALLMARK_COAGULATION,0.016882888462918355,-0.02569765909863193,0.0786244582311747,-0.041129916548095974,0.016567886402179002,0.061729185091946796,0.049238667020444875,-0.37905579079582574,-0.4316910576587297,-0.14038726244293764,-0.2088865357019376,-0.528824339368118,-0.221109212791182,0.10462610457384945,0.17452048186155836,0.15030260513444024,-0.004601122783764792,-0.13358728067933834,-0.07311200090783257,-0.007689641154780327,-0.04783789455865119,-0.1047109650677058
