,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03537973710509253,0.0604165057381956,0.05804218438229364,0.04006364239007496,0.09142899094215345,0.06693750531447068,0.10576712649106851,0.02162127329345526
HALLMARK_ALLOGRAFT_REJECTION,0.06554472110646013,-0.0016543547315700457,0.039343298658107685,0.0110047306441916,0.07989838586990718,0.0780905111842724,-0.04377937584644898,0.03215568587578237
HALLMARK_ANDROGEN_RESPONSE,-0.005240920897247821,0.0559934401446968,-0.022121772624787865,0.03321979425457169,0.09712348291244145,0.055877538596067935,-0.04308672477252032,0.019720779776366788
HALLMARK_ANGIOGENESIS,-0.10264973204781075,0.02428596332783759,-0.06466698950732008,-0.04594564944901693,-0.05468099449896032,0.0318580278696731,-0.13663890342463617,-0.040597424141891346
HALLMARK_APICAL_JUNCTION,0.011041848580651818,0.0795734687352318,0.0684567657844904,0.08237374189923881,0.09037993645188566,0.07788239493493353,0.023614611518222483,-0.005453692995354001
HALLMARK_APICAL_SURFACE,-0.013323448106729526,0.0680486413983362,0.03728871548568748,0.06732184185376211,0.10353265602357656,0.050318351373461356,-0.001706405635520351,-0.03717061971306401
HALLMARK_APOPTOSIS,0.031814175178017504,-0.05581527886591234,-0.005199892449004445,-0.07019929964291048,0.001891268120570528,0.02737984698389578,-0.046248944094191564,-0.006707464496826235
HALLMARK_BILE_ACID_METABOLISM,0.004619535830871328,0.013751058700685041,0.07665982917439496,0.08374608263449244,0.06370799635289943,0.003844433752334147,0.17134021785268289,0.057241729665586195
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0391690256644048,0.057682243475176184,0.05545663178686526,0.05467406224887376,0.11460512441744852,0.04095354258132268,0.11810925234037796,0.04344600416675971
HALLMARK_COAGULATION,-0.01670523530039392,0.07136826082989443,0.007179900441226635,-0.028288571241854646,0.0895781033292664,0.08215155327106116,-0.07163751728109721,-0.007334249707589672
HALLMARK_COMPLEMENT,-0.0031966320491275493,-0.0209053676344355,0.09295464255906258,-0.005676192219636823,0.07899323212373612,0.06373025956455634,0.10065438789525742,0.0001631519199907151
HALLMARK_DNA_REPAIR,0.03563289250206383,0.06262451894924298,0.06921862593193877,0.045438503457523,0.09225545360800856,0.0782731025350271,0.1349807753867152,0.03688214879307243
HALLMARK_E2F_TARGETS,-0.041246784480846,0.033236979663271514,0.06359663356801233,-0.014891529171732589,0.08136954104608622,0.04624250382142563,0.17290375994537632,-0.007871391304874315
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03831317076615669,0.022438681497213047,0.035104726163004946,-0.05197125077496458,-0.010771390134261798,0.07202290484832213,-0.10864460335207164,-0.037994808366943356
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05595650545957895,0.09111114891163367,0.059334088338851836,0.06181312962051775,0.05576178575678393,0.06100476619341673,0.11294219309262675,0.0069766100036907685
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029846149043130557,0.001981638838952063,0.0671186144284791,0.01537615445885816,0.0904920652026275,0.005460776833772306,0.11869961978831384,0.04532950099387213
HALLMARK_FATTY_ACID_METABOLISM,-0.10155550615581262,0.0285991371435575,0.030331321971073615,-0.01488467753197693,0.01365661288565651,0.06621609026706377,0.07617512403346893,0.042854924232780485
HALLMARK_G2M_CHECKPOINT,0.03350171777682594,0.06448613319043328,0.057263589934654406,0.003982974870141624,0.08419034587547006,0.032318809892951016,0.1381040889800627,0.0001382723526972374
HALLMARK_GLYCOLYSIS,-0.05346506343635948,0.06050610198568431,0.02209431718519894,0.07145961106174173,0.08769461843287446,0.05091208560419919,0.1280142552914306,-0.010178585315233005
HALLMARK_HEDGEHOG_SIGNALING,-0.034122402634660154,-0.05997254474938833,0.03274940504183017,0.09402321123140739,0.05766176639166126,0.03490184514404865,0.045771744942826605,0.003996934006337274
HALLMARK_HEME_METABOLISM,-0.022171843413797347,0.098026126017647,0.11290393277351561,0.05282643677087961,0.08031017042894378,0.07230569870716977,0.13960210297582212,0.0565263633042985
HALLMARK_HYPOXIA,-0.0402584301204404,0.029912981299183808,-0.02494117258185689,0.03182605057425368,-0.0573432278776384,0.11194477045549563,0.007589372016877865,0.006079008148679061
HALLMARK_IL2_STAT5_SIGNALING,-0.04532693966862085,0.040232556029119126,0.03566931734552913,0.05243124653212446,0.09388392384805938,0.09176028997566768,0.07080835056118623,0.03215862599065912
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.10570880312731806,0.03323859374079091,0.011467770200282034,-0.02485847240975988,0.14096801851655555,0.0961221853630907,0.013474780398613696,-0.04007544234210891
HALLMARK_INFLAMMATORY_RESPONSE,-0.080117861407532,0.04755295055058302,0.05603580638260792,-0.0463225918073611,0.02089827562912812,0.08210569293923181,0.0017898444521851293,0.022938368673936584
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0013163320416089556,0.08189896586646413,-0.00852588289036346,0.03976023306382369,0.08576885083564852,0.03146467049324707,0.081599481765674,0.03162587282731714
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05218858326378535,0.01910798770045229,0.03304988328596579,-0.05609392512375093,0.0737601293472712,0.03944145475767241,-0.03558436165296712,0.014934916756298723
HALLMARK_KRAS_SIGNALING_DN,0.001145801252626559,0.0022553594849496726,0.027202134358143212,0.08554732825339499,0.057000710658953256,0.08132174317037884,0.17671979307995284,0.04830876396214867
HALLMARK_KRAS_SIGNALING_UP,-0.07544669019815722,0.032308376954103324,0.08318620624883592,0.027961400845791615,0.10569380241028274,0.10635467173584738,-0.00824273590180955,0.017310222522203315
HALLMARK_MITOTIC_SPINDLE,-0.006638297076135951,0.08725582014042028,0.08174357372688956,0.04995178461888736,0.07856503737458331,0.036945375693175776,0.1320623029145546,0.011742389484891851
HALLMARK_MTORC1_SIGNALING,-0.04354949029298382,0.03422096914361455,0.011644575773050801,-0.026903401817550583,0.0020152931268887773,-0.027528989708772593,0.041456546064697015,0.031990947054601246
HALLMARK_MYC_TARGETS_V1,0.08884548074403595,0.016005177737170733,0.042558734840903674,0.06622241829789603,0.08585819855889694,0.06407228296490299,0.14710862629895707,0.05249538700667108
HALLMARK_MYC_TARGETS_V2,0.006980759071185302,-0.00341036645653762,0.03403421040547015,0.028706237229393725,0.0932764784267194,0.030841586469392973,0.07462574652107401,0.013173883050503736
HALLMARK_MYOGENESIS,-0.04357257716892067,0.054598623100180786,0.04346088209623948,0.04353774865246437,0.055253148701874984,0.04238873312775382,0.0038542215864206136,-0.006055117677333032
HALLMARK_NOTCH_SIGNALING,-0.008249156836585692,0.0073258196153485255,0.04882819079717339,0.053014248942052526,0.09464218768946858,0.06888513956206642,0.1708879114555081,0.04428334181868767
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06573091656083122,-0.011751679954181837,0.019369183345719264,0.04996462761198736,0.09032393246359889,0.07497101527377364,0.13536752271365338,0.07952945798226858
HALLMARK_P53_PATHWAY,0.05385908078607889,0.029289439241181495,0.05374931364455008,0.08726413502410679,0.06462514867720617,0.10263336169692455,0.11801297916524958,0.03353005099853951
HALLMARK_PANCREAS_BETA_CELLS,0.007357251201389399,0.05815853084985802,0.01818819989782776,0.0594642473325912,0.07378338340692375,0.09046903988792247,0.16291201870585273,0.04226469481262421
HALLMARK_PEROXISOME,0.016073527159508404,0.06176989479304712,0.06859014741315064,0.06480998535506527,0.057798460943716774,-0.005300745704313888,0.05172234886603779,0.04897125444969633
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0204558723481724,0.024927663757933108,0.07147746345762386,0.07071418821210625,0.08159868990138557,0.048028555476319026,0.10148495819482507,0.0700231617259747
HALLMARK_PROTEIN_SECRETION,0.013142134106196036,0.11515996240541776,0.05567213334785893,0.07036134000358582,0.09170365991696454,0.0652221015609244,0.11390308926819241,0.022167031438128242
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.002139777287328739,-0.06165801530869341,-0.012949418346907392,0.03079924254787081,0.0758883832247278,-0.019142396413126636,0.029944966062347953,0.04718760196734488
HALLMARK_SPERMATOGENESIS,-0.01193375421584811,0.051678039499806615,0.05319298639618303,0.06846315992745416,0.07446808739275025,0.06156634980465404,0.16540762245963142,0.04036071228675408
HALLMARK_TGF_BETA_SIGNALING,0.05386078129253871,0.04873855026922841,0.08836658755595447,0.00147714650663095,0.052598987063444194,0.03696172494115558,-0.0016652062526356808,0.030821936184691423
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.07500135756526795,-0.05879963347346487,-0.038631781252180614,0.042529752494733626,0.008721582433946579,0.08061473420164127,0.02910459678796449,0.020463596267492695
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0034015930924317086,0.05240673571916514,0.05829741409089524,0.07525095457946876,0.09823765984070182,0.10675026414100601,0.06080219369459621,0.03625833358744789
HALLMARK_UV_RESPONSE_DN,0.017218348120175773,0.012006270792542156,0.06353271293628444,0.018555895641211184,0.05759304756732412,0.07167491113067376,-0.00531920989081528,0.025855430006682868
HALLMARK_UV_RESPONSE_UP,-0.08107438628820146,0.06406899876780488,0.042844529785428916,0.08607402175037733,0.062218763632114225,0.10090509564744177,0.12129928568772003,0.02681724701397499
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.07261038546488631,0.11481931732301408,0.026473309970044996,0.11258490205613993,-0.004532525374603498,0.03332755030075961,-0.015078962724572499,-0.050861112468053186
HALLMARK_XENOBIOTIC_METABOLISM,-0.021202394684033277,0.05955479757510905,0.016001127415181678,0.03420349600578437,0.08142747406622759,0.048920032400692155,0.1401597218619422,0.03670776085181058
