,UKF248,UKF266,UKF275,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.023179011879752756,0.09952749352345636,-0.024137099347822048,0.07660808120905624,-0.04979493535614896,0.2360404318099677,0.21987332824934006,0.057972850397946404,-0.050156030757599016
HALLMARK_ALLOGRAFT_REJECTION,0.007807650353288031,0.07128365380455196,-0.01461825530158033,-0.00913424066553592,0.0067751888549464805,0.11942313926414329,0.12801328320134486,0.04754917755393322,0.03439535812004984
HALLMARK_ANDROGEN_RESPONSE,0.00999349087202111,0.12757819417658517,-0.010202029318844742,0.001999174187834228,0.020398074167850097,0.1900483660235633,0.16292400458303058,0.03590569289217236,-0.0019622834334021635
HALLMARK_ANGIOGENESIS,0.005115492634866153,0.11124314307353489,-0.010609159342940691,0.04576268622629338,0.12958333125848484,-0.0186324909872095,-0.12401390647327333,0.001961490398473615,0.04804721811647642
HALLMARK_APICAL_JUNCTION,-0.000673308800247473,0.1142288405177366,0.019827575359118166,0.0655722346053653,-0.02983762595462038,0.22248277286267118,0.21986366053060338,0.0491957424546349,-0.01367379558914901
HALLMARK_APICAL_SURFACE,0.033335231352412335,-0.004652476041921285,0.0004953728610972378,0.05072161778159722,-0.02805637963834182,0.13947183274513014,0.1744854719682314,0.0643016181686589,0.029456039326255505
HALLMARK_APOPTOSIS,-0.0013792658011868868,-0.03396901934669128,-0.003491174610420893,0.05295628804635868,0.012978800588667589,-0.11124403227712734,-0.05282118729774998,0.05681642832972449,-0.011895622579022462
HALLMARK_BILE_ACID_METABOLISM,0.017095859446779018,0.0956164271309544,0.029680395742328034,0.04633929777230995,-0.02425466379137481,0.21103655299215107,0.22841869177862642,0.09772432882366998,-0.06537288353328477
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09260641534379968,0.11198446080106653,0.008491879582724418,0.021497120094669846,-0.015031497147413718,0.2101465075541475,0.2111595267241673,0.08271367575659737,-0.011175424474566875
HALLMARK_COAGULATION,0.000918879049526212,0.09095306455627741,0.01755193592730487,0.04628387328689937,0.025112937936929133,0.12438322381415268,0.1609812509937034,0.004533979520551085,-0.02347817902319005
HALLMARK_COMPLEMENT,0.03693010683960252,0.07033009216485236,0.012741304763968538,0.006915542694994991,-0.034075204073960225,0.11593127497602373,0.13096912774867478,0.03793465526339801,-0.011085380871153756
HALLMARK_DNA_REPAIR,0.04770994065871051,0.11918394204682649,0.022020718741273496,0.058228085023198484,-0.02435009806527438,0.21048723294367863,0.2531602905820825,0.055055398799083555,0.007181595040343475
HALLMARK_E2F_TARGETS,0.0329314071678798,0.1303757908682082,0.06522335447791996,0.023376878029476134,0.004461327275453318,0.11956267548703069,0.11324030623703693,0.07251872107897843,0.011666016512925656
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04609264698622098,0.12210716490426234,0.013252539631299902,0.0503493669801771,0.05550799209165895,-0.02126052384209925,-0.06860548132671447,0.0478580982539761,0.010697591667219937
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.005079569844929735,-0.0067357390488073125,0.024696486752640655,0.013839702374540538,0.07267566173590272,0.13898719550602334,0.11534364038441582,0.027766655599922398,-0.01415895076864782
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02879409918084559,0.04654380936716001,-0.022160161363134173,0.028995877738099314,-0.05470033510468436,0.1806561159028426,0.18266356452552493,0.06820630852709346,0.07055522174165162
HALLMARK_FATTY_ACID_METABOLISM,-0.03194262583815231,-0.06498503190213979,0.007909632885065639,0.00887194992763473,0.05894997299960463,-0.020810498292235764,-0.03707627673336699,0.05262834984006571,-0.024263496294382514
HALLMARK_G2M_CHECKPOINT,0.054506862559563475,0.12414286702957023,0.07894355016870325,-0.02917175840250001,-0.03897828996862042,0.11956561569162538,0.07788193453062821,0.06454214782739524,0.03552110806697959
HALLMARK_GLYCOLYSIS,0.012874435029506292,0.04638130637593422,0.0035891787220079545,0.013301905172968836,0.03515940255235643,0.14819452232153746,0.1671091632838548,0.04595512621693004,0.01289576916637522
HALLMARK_HEDGEHOG_SIGNALING,0.06891256026451771,-0.07954358072823213,-0.05189303961358861,-0.009980975529065853,0.02289525024278511,0.1636811491845695,0.08737992881970173,0.08720642709587742,-0.017775448997425797
HALLMARK_HEME_METABOLISM,0.006177549483554523,0.05527716630944527,0.01640116320116306,0.07460709161125495,0.025470744236371898,0.23879105918526303,0.23477324320212276,0.07189661883810276,0.006398901134823072
HALLMARK_HYPOXIA,-0.0028742513146538247,0.06783994064856462,0.02543155942877497,0.008650275562745221,0.04269887454852245,-0.06843999751341866,-0.10270870371499732,0.01693319834149721,0.021472621385040483
HALLMARK_IL2_STAT5_SIGNALING,0.009431412752234775,0.06603577609434319,0.006134676518409149,0.025748556628125675,0.007788361521326483,0.15065480618482552,0.17804856114395845,-0.03184073386530729,0.01781094767635661
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005857948040873875,0.12116422893790742,0.08924578834471798,-0.019625000390567356,-0.05082705029354286,0.08852344647961576,0.09034264909893326,0.06160475276565839,0.056527602785972846
HALLMARK_INFLAMMATORY_RESPONSE,0.007608623519898331,0.005365721570257747,0.030261979249189126,0.02087035697215017,-0.012615822145268473,0.06535679375062474,-0.02667598098072265,0.053340988452542315,-0.009488728412597286
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06982730752755646,0.13215567313782114,-0.011234687036278904,-0.022981423880024957,-0.03589566263754238,0.2058323697131034,0.2205901577924567,0.012439557161991223,0.016912069111668742
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.004105448024700915,-0.004704798228845465,-0.006828935933901209,0.027309392464759677,-0.04637183380088206,0.04113549234026995,0.03398478847483264,0.034691642302748835,0.0005538857839201678
HALLMARK_KRAS_SIGNALING_DN,0.016487975388061304,-0.018456602060544433,0.03455655337887671,0.00913440761443426,-0.0379783673899975,0.19944698630561952,0.22071979983117326,0.05492084781221942,-0.019641022542960154
HALLMARK_KRAS_SIGNALING_UP,0.021778085326780817,-0.08104231866208503,0.011754983605458033,0.002354056568941222,-0.01477582143039394,0.17006431052143478,0.16037052832142915,0.0354152480336305,0.017996915044540915
