,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10738718680371241,0.04523202292562416,0.138564625332177,0.055051455058288394,0.0638074219378394,-0.031123328892063845,0.050119256184475734,0.023434250463113787,0.09415000965721458,0.007468463607854302,0.03955734381222004,0.33883584740437567,0.36272629195773015,-0.06746088754183568,0.07875125418082946,0.06056334505511946,0.03537165541917023
HALLMARK_ALLOGRAFT_REJECTION,0.03774434024142274,0.05938006336506691,0.08033015349896253,0.05522522596458041,0.05018531191713552,-0.08783670630719352,0.11683500808392365,-0.030519894504939866,-0.160945808387211,-0.09883293373742952,0.14069923324153225,0.1350937806642505,0.2315666774268722,0.02206660115041137,0.06605372665286312,0.09212692106041408,0.03037032120599583
HALLMARK_ANDROGEN_RESPONSE,0.06355023773368598,0.05336939689572444,0.012529139510121936,0.17977787320659777,0.11657073279376284,-0.06458214463108528,0.08815049967400725,0.01020827547147599,-0.024050676894839158,-0.10102168169729983,0.09526190554063646,0.28499683508627227,0.32105170847776865,0.041724562831256355,0.008380591721890818,0.06088856491365388,0.03915290200935701
HALLMARK_ANGIOGENESIS,-0.09311416178645479,-0.014641833478598511,0.06156785412419052,-0.22604924085689984,0.0852669232128917,-0.10520020064520842,-0.12836854312923907,-0.06317512808750284,-0.13325852028168142,-0.2005711468024932,-0.11183788855831137,-0.08683291977076242,-0.15885582109317653,0.06768504496470094,-0.030913716757530962,-0.11037657788753924,-0.021844231666508715
HALLMARK_APICAL_JUNCTION,0.09710999326120444,0.14215574412040205,0.1307507553761916,-0.016292092482771737,0.1136038927230705,-0.06711259095164913,-0.11321154390326639,0.01994411667714809,0.019732570525387974,-0.1602531888034453,-0.022277808547749623,0.3105680088000394,0.3687451968619351,-0.07237001453737874,0.048605399264370706,-0.004468112800445222,0.08276987233670606
HALLMARK_APICAL_SURFACE,0.059110719335787584,-0.0040589052862306215,0.144581879769068,-0.007904384761992617,0.021668953437201485,0.09950032487024875,0.18604228301808673,0.06970093165231882,0.0853434897160209,-0.08315024130225461,0.04283617853610447,0.23848363702537034,0.2848244858446365,-0.024159493618999463,0.06687376691448078,0.030329884458498685,0.05350330381030612
HALLMARK_APOPTOSIS,-0.0019214822824985564,-0.006644112808275625,-0.01876268332413628,0.08629251376886608,-0.01300586068926876,-0.043905901787314336,-0.056478063972342694,-0.037363000711921335,-0.06303619475260658,0.0963202220993725,-0.09439343768923113,-0.10448059776001602,-0.10826481447046371,-0.03666493842321923,-0.024296655688994917,0.006388338893943554,0.12120391737145889
HALLMARK_BILE_ACID_METABOLISM,0.056638200379028524,0.09191979150191187,0.10295774980202217,-0.04123107285780629,0.07574438711494473,-0.10593559679530529,-0.07568760987686698,-0.022716556212651774,-0.04421071749332638,-0.08695469639707648,0.028437994259192027,0.28016616947507866,0.3473119527191049,-0.01048780734622742,0.0018900310864058635,0.012466789857276523,-0.010007057334612768
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05547955570476826,0.07533928468203452,0.11845543158753427,-0.054308026034981756,0.06979948608100948,-0.05522859233073293,-0.18715878116037526,-0.01325402808384345,-0.10191314244062827,-0.1799590157830225,-0.012981534480502967,0.31062790323072936,0.3608292398787022,0.04183360284660897,0.06303452678791617,0.02935522774968166,0.07705993155967558
HALLMARK_COAGULATION,0.08792395975126134,0.011668465166682681,0.00499600577619092,0.08216846195572375,0.02059546555589541,-0.11013340418571921,-0.09056763181276459,-0.12810913046459516,-0.1529264893481727,-0.15020888523315692,0.04563162179829676,0.19668610609346693,0.2672970884855065,-0.03262908350715288,-0.029948484604740915,0.0315879107039507,0.016496549067634723
