,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020336630390560464,-0.03515088874865057,0.015300972471347488,0.015199959587184503,0.015210483904483037,0.06814690243953793,0.015461983205247862,0.02715896963218576,-0.048189391301969337,0.06765934389369808,0.09549856491368909,-0.01070167689345583,0.1261374319583197,0.03633110569701776
HALLMARK_ALLOGRAFT_REJECTION,-0.061126862263134185,-0.003733137445100468,-0.012745504847787938,0.03573843936942027,0.002469226314786914,0.04903391647227529,0.06744045254400319,0.030446597864779733,-0.008066852242066793,0.03661043040068019,0.026547011480585282,0.051117926961832684,0.12774972169511614,0.006187439910119194
HALLMARK_ANDROGEN_RESPONSE,-0.013177280021883477,-0.020030121001900415,0.0176578531515197,0.010346912864844356,-0.04041513037887178,0.05543735279026063,0.026218440813945858,-0.02085011668726887,0.012807948639967976,0.09988337468982834,0.08468132014791477,0.042004615620762686,0.03529616405315972,0.015710156760921117
HALLMARK_ANGIOGENESIS,-0.10820649941373901,-0.01673285568674108,0.052988875932617044,-0.06315845134478044,-0.039549647434807315,0.057855590972735786,-0.0114476507082906,0.028249539115161714,0.02103757577593119,0.045970971372648675,-0.07713367593459763,0.04547710338568675,-0.11970963318806069,0.024450706455393045
HALLMARK_APICAL_JUNCTION,0.054801329239286684,-0.03315166796449452,-0.028066886595093453,0.08185131951947922,-0.018775549997401737,0.07796919679983196,-0.0047855069631647425,0.03822930668283452,-0.06123135848477967,0.04983068636051227,0.11299326516579371,0.006231680122319222,0.06239884087642971,0.03195997205418432
HALLMARK_APICAL_SURFACE,0.014300354369248305,-0.019771934786038992,-0.056025312879261144,0.05380617819902798,-0.0034538156981108203,-0.05617874736381,0.07299248608846981,-0.04667468568196941,-0.008347846676026725,0.07278075959441205,0.04820865721282144,-0.024614257635141995,-0.0027277308741087544,-0.06261813929930111
HALLMARK_APOPTOSIS,0.06275582901016098,0.014337333436291623,-0.012405558618076693,0.008003383464507147,0.012073166361474916,0.026364009654423395,0.0008397354716735729,0.058015911427605885,0.06491995785871699,-0.039759484007936406,-0.052800877366960895,0.04274431630784505,0.08045758250833365,-0.034906665539792776
HALLMARK_BILE_ACID_METABOLISM,-0.031100239805642173,-0.05257534882972432,-0.037035230154935275,0.011373146681614366,-0.018701533951279062,0.07826004861943615,-0.006057719659709048,-0.00175292975816045,-0.04825487057861876,0.03899455608673357,0.10873150686315973,-0.02924674852185813,0.12020067387531888,0.08123183755391718
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.003267461492074476,0.04521884900234908,0.0013036177141550207,0.057445668547212725,-0.05936283368941637,0.031993993763894134,-0.016903414959406966,0.009468952242376746,-0.05099222375367038,0.06295222983591044,0.09150336306534988,-0.025097188093229205,0.1394985461276565,0.07746737502653417
HALLMARK_COAGULATION,0.03951055122756771,-0.04683007700110771,-0.0051602820686491675,0.027220516215970426,-0.015695955807277166,0.043809696402672606,-0.014398515097023602,0.029458386769767538,0.07033415077670326,0.05988495866020026,0.01056128738287953,-5.429029285205623e-05,0.039310778316912424,-0.033862307092808325
