,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.018517113274931767,0.038623436496117686,0.010098400727425494,0.021962232883641485,-0.06474747926510133,0.02831494802679093,0.03669163808402952,0.08846425830952087,-0.03304440993125275,0.04641838390800646,-0.01794434536267396,0.1271491665704078,0.01220014850293899,0.1475539104357471,0.048362245820458664,0.07276243372188877,0.07934241014630401,0.07867921431495734,0.07923889534619351,0.12372199287431866,-0.058497552452421546,0.20386127676399554,0.11647730921637567,0.13086876021752666
HALLMARK_ALLOGRAFT_REJECTION,0.01587929591692845,0.09574872953189699,0.0542984264043155,0.07932833142568425,-0.04825550648527233,0.02862247670922748,0.05136349955249258,-0.05278168052789567,-0.21047747356160987,0.005737319347458178,-0.04756890824307687,-0.18314422282007398,-0.0736268243033303,0.1254486286953202,0.12105109056021705,0.08862284510872412,0.1475030379150812,0.08288494952092358,0.057114461053421134,0.05602119750227894,-0.018380363394635526,0.14192247831031524,-0.000928218157003413,-0.029990792004614863
HALLMARK_ANDROGEN_RESPONSE,-0.042867588195137536,-0.012962819001142906,0.011952518084837901,0.04010968801061875,-0.03819525050838554,0.05505934469686678,0.07743322569560751,0.04733805300352146,-0.19449293456610003,-0.010904592417093151,0.018877736355980928,-0.09727332540821365,-0.06006754514008544,0.13646523095238708,0.10903171320805763,0.13861508527171776,0.09871540541524815,0.07146489258421913,0.09545172690702067,0.06444605696899879,-0.005658987298431348,0.16365313227092906,0.08783130319493732,0.07533743279982992
HALLMARK_ANGIOGENESIS,0.06780459208009665,-0.1419156366448456,0.008276693456591435,0.008743951108101384,-0.05875046040708226,-0.0628742789460643,-0.03300057109242004,0.0058737331329837585,-0.25303873714003855,-0.11304455610239868,-0.056104266511075675,-0.19092560565169073,-0.143487690378794,0.1839231717703207,0.03859923629966119,-0.08934230830632629,0.04234884570713811,0.019458316783802256,0.007355569788275355,-0.03505779266835526,0.04500787523988315,-0.08859043365254582,0.014978143234956756,-0.2718612773875565
HALLMARK_APICAL_JUNCTION,-0.04883531336924645,0.0016786068741515637,0.021746393780169716,0.037060907885313694,-0.06436686841816779,0.010757278692131248,0.057690804740716924,0.03177304794447268,-0.1636100197501051,-0.05606660119171105,-0.023263189071856157,0.060452455695879384,-0.10059432094489003,0.08096616848852423,0.1310786229301346,0.12731119588997322,0.09996951104723668,0.09001424218529551,0.08548680067636755,0.13218841062335887,0.0006804073616012308,0.17910677152275378,0.10359269079505028,0.2608231005236637
HALLMARK_APICAL_SURFACE,0.029150133456777125,0.11828131869393711,0.027745063318468006,0.04953569874598687,-0.08650835052478899,0.018069164883234314,0.04749712279827623,0.11354568350964712,0.23228871058448974,0.035024841622633904,0.07629277830690125,0.13913756145348583,-0.05100781942045948,0.08023478553256698,0.07911266102905291,-0.013584899303503215,0.0703002297034233,0.04338867837130034,0.07982074871311783,0.025384860789080022,-0.005111334735328405,0.15768361516044646,0.1307261472332624,0.08915359980101571
HALLMARK_APOPTOSIS,0.017540885167306,-0.015583257124862731,-0.03324745656220617,0.02996445821991027,0.03776381545354889,-0.011863513458541693,0.03406146882757677,0.026603249403700388,-0.04935816210869225,-0.10875366476278875,0.00336185023607086,-0.0704837784777889,0.06190334167116517,-0.0889382688851535,0.004236192550142494,-0.01848625314752444,-0.07838871935056962,-0.053813163766660406,0.058773368785233836,-0.015421234117045659,-0.006374251899141131,0.13119706429968797,0.03887306538715124,0.2888394666544971
HALLMARK_BILE_ACID_METABOLISM,-0.0011642511192699945,-0.019989447804929075,0.0032535828422502154,0.013726577666320952,-0.029056262157810094,0.0325551541406894,0.07615573692174298,-0.0007096207093956502,-0.23658937977719255,-0.016593546017270262,-0.005839911770193283,-0.0016995760889005796,-0.0659144344681822,0.13350788531229058,0.0015932242794218805,0.034014459191770825,0.12591295572894082,0.023767083307567934,-0.0037413391908857415,0.12500308005731417,-0.016070866916897436,0.14989673968920939,0.058899141811062206,-0.07136169405465753
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00529261889973151,-0.06424624377824081,0.031930520314399954,0.06248880288103851,-0.0454024142670108,0.03771834314070684,0.048161271188634856,0.009819103827908147,-0.15404522598008374,-0.09458516261072014,-0.04402580200894012,-0.17891229892592336,-0.15677906920268453,0.12927941152072783,-0.004261106344068744,0.0689070405498495,0.1114126115779245,0.05378409013405955,0.08750309563421461,0.026914932313613988,-0.019519816068880817,0.17629259439037412,0.04192529813671597,0.002187065673389416
HALLMARK_COAGULATION,-0.026283491087564833,-0.04290710622211968,0.011497142397096134,0.036960937314948206,-0.052116441484523414,-0.0022804062665134598,0.053279211731674735,-0.08282474572694914,-0.23959159645629222,-0.03959339007609223,-0.03531935694305502,-0.22401727680511455,-0.10058414502574879,0.06163421021981424,0.1696570164011657,0.1759922201202692,0.09655903002248183,0.036477897584860204,0.0845586247452109,-0.008010301394467805,-0.06422439616728384,0.1547414504037675,0.08729709735996498,-0.13583116335244005
