,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04774902330231497,0.05049282441282383,0.012240027007219496,0.004433847518695164,0.0684307730414958,0.032400114995728015,-0.0026034571062544076,0.016555666975834753,0.14936045889362112,0.12776377310178283,0.1367246280316185,0.07188654933814621,0.08960443145269784,0.05630858375860306
HALLMARK_ALLOGRAFT_REJECTION,0.03761651661970553,-0.003250432819653331,0.050077286658647406,0.01698709170961179,0.0975130487061416,0.06754204755557656,-0.12492624441942489,0.05528026135644033,0.11751579469228313,0.048094508674904814,0.07520354182658473,0.02953660260329827,0.06422129350725646,0.03374511316002576
HALLMARK_ANDROGEN_RESPONSE,0.05593859111060503,0.044627470734371996,0.031019249843996455,-0.02518957231047482,0.05060306047690559,0.07214775902564227,-0.04281143289700088,0.07124107671407959,0.11411821778926488,0.14548295962149707,0.11843902903500707,0.06224037967505042,0.12180402993944443,0.051503306023847416
HALLMARK_ANGIOGENESIS,-0.07434954581609785,-0.04979586437920705,-0.021046210540079064,0.016402684367922894,0.08714716840982713,0.06855319466343304,-0.04583647796968645,-0.07509559117874168,-0.061020436311175014,-0.053584365477591045,-0.06550703634552099,-0.011356800013844443,0.03334290003773954,0.09246052640087839
HALLMARK_APICAL_JUNCTION,0.04221541932243934,0.09193666964360742,0.01390786211246156,-0.008967961542681955,0.07318803250986498,0.08409423382492459,0.01272409185963521,0.06430837574107434,0.19517244721557928,0.15157628137109055,0.12931161805454067,0.05193317648890112,0.13386603126088117,0.0702381088952662
HALLMARK_APICAL_SURFACE,0.07868907427490959,-0.0213933353862763,-0.0023731238587447498,0.005839544811162349,-0.03674710753511318,0.0179983736755653,-0.039458193486092086,0.0062512423403383414,0.15286023755987255,0.1490493939454401,0.07718115647421481,0.058224099791124244,0.11772339023605265,0.11556983934218569
HALLMARK_APOPTOSIS,-0.023747039733357452,-0.038571889230190316,-0.0074599455205116875,-0.06243600031077793,0.04956650357663078,-0.018140165976528934,-0.0019549243787972664,0.003940428623017728,0.06927881413745454,-0.038534922779534846,-0.05485814231329081,-0.01248888175787351,0.016431847718296807,0.05763612333177383
HALLMARK_BILE_ACID_METABOLISM,0.051945363539464336,0.04326391467540243,-0.025497662110043676,0.03309213891521431,0.06440422695758323,0.050365642189302846,-0.028906337353972016,0.04380523033124388,0.09133209908280676,0.13605416579053967,0.12593924374521828,0.0666708393326119,0.04261246002532879,0.03434598437503862
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07551661661295024,0.042134846100163714,0.013378075464306865,-0.01621137261018759,0.03431310796601794,0.02304871540109364,-0.049788064199285574,0.0313582087826347,0.14408693964635766,0.16016780894271757,0.14198138784578626,0.04589606282332213,0.020059059003166294,0.07292909354461673
HALLMARK_COAGULATION,0.018564662543210857,0.008397810342611603,0.011852767505225738,-0.0019354811280542026,0.06983898670902504,0.08500682039281034,0.010993786178755358,0.12673628801973655,0.13442951516980337,0.07712545372989428,0.06498573729419616,0.010627925248023057,0.11341194217888886,0.07420780163369523
