,UKF260,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.011753865217317219,-0.02067390765023719,-0.04268751436932322,0.16596958344393778,0.10362996699864707,0.07427667978979531,0.09786717196035792
HALLMARK_ALLOGRAFT_REJECTION,0.00138400736573088,-0.012657782412996013,-0.04589295490925545,0.06231817872592092,-0.008914080898049908,0.04530284290021465,0.011961697547679584
HALLMARK_ANDROGEN_RESPONSE,-0.005627396071788422,-0.06300354347539042,0.000777454096111476,0.04530708416989518,0.13510379129570838,0.01271918419236959,0.09315712631187964
HALLMARK_ANGIOGENESIS,0.04590231326019443,0.00016291676465018395,0.020052563273281785,-0.04239466931963204,0.09435953009102975,0.016622011319251263,0.0003279229996443881
HALLMARK_APICAL_JUNCTION,-0.03648597912230659,0.019112089656371407,0.01438260264737251,0.16653452185788187,0.1431436802276635,0.0020230549747838967,0.10967178588728099
HALLMARK_APICAL_SURFACE,-0.04709601416513909,0.05390828424403548,0.03764303193060519,0.1473890018341293,0.11089036454338501,-0.042292627805749945,0.10522673956637606
HALLMARK_APOPTOSIS,-0.022652793416445292,0.003054402107352003,-0.12350190151347726,0.07233867015613239,0.02380741874221705,0.023457121374546284,-0.021909570957650216
HALLMARK_BILE_ACID_METABOLISM,0.04412219473178067,0.00748114242841387,0.05525429899333875,0.11343256425944839,0.07792761856707983,0.03249806910958306,0.08196174770816093
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.056560220616647776,-0.018911189617819006,-0.034366444270125134,0.09776444384051612,0.09917668421559554,-0.05386015842282638,0.09753277304873567
HALLMARK_COAGULATION,-0.02743837811668897,0.026092578986308807,-0.08205082101679971,0.11785857359155444,0.10046326756103698,0.05584182944376792,0.049081501115449636
HALLMARK_COMPLEMENT,-0.09141768200885919,0.07500605122300853,-0.03546734489935218,0.13987757076543755,0.13717983180230936,0.025547249549631303,0.0949850127290297
HALLMARK_DNA_REPAIR,-0.015089333633491716,-0.0067939737617194055,0.0035635915065650183,0.17155529558101956,0.12887947567892608,0.013538068831992576,0.12450247942245772
HALLMARK_E2F_TARGETS,-0.008297035721305131,-0.039483188121198144,0.032657417670465455,0.18592970193455247,0.05500288955076486,-0.042058141028192546,0.09017364040207888
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02152416998888972,-0.007705710205695428,-0.0974157592339863,0.07138048529967092,0.10624114609059017,0.03044199555968527,0.044624666453215056
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.020009420475775055,0.0025495899208075896,0.010061900674477662,0.1362597011772469,0.1429237144689288,0.01848415800073502,0.10156005773583292
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03679020795564997,0.05999128373000857,0.04804258835005784,0.024191566758743673,0.10201124264131038,0.0015178701445728645,0.0736883089379202
HALLMARK_FATTY_ACID_METABOLISM,-0.09152111479513261,0.06171723634304165,-0.04046737049385289,0.05826148090968128,0.10493063556185797,-0.07070538237669342,0.0750413059163474
HALLMARK_G2M_CHECKPOINT,-0.04218441428805739,-0.009845457613907718,0.018062333743331813,0.11881020704384306,0.09464659358235801,-0.02183138340029309,0.10917644123896285
HALLMARK_GLYCOLYSIS,0.017041129621960957,-0.050300631510099204,0.09099134605264267,0.11364903284825459,0.15490128360269134,-0.03426717445628476,0.14323708135454663
HALLMARK_HEDGEHOG_SIGNALING,-0.052778166297752865,-0.02379582025893506,-0.04526298960252965,0.04369115223666241,0.06686833810002027,-0.034548999005280044,0.1202403180268416
HALLMARK_HEME_METABOLISM,-0.021049908955918,0.020166590819497163,-0.005475427824286353,0.14236426019599743,0.14296889328729484,0.01153189604707582,0.11528585888285602
HALLMARK_HYPOXIA,0.01774425983392455,0.020973706666935488,-0.0164715083825823,0.07428984746204802,0.09748273257531798,-0.017515328774312548,0.0552610414801628
HALLMARK_IL2_STAT5_SIGNALING,-0.061719221975863096,-0.014730777606637246,-0.10156236299016556,0.07153888330772297,0.14585822648795654,-0.021305504069287377,0.12013117419947499
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.016485952326806733,0.07428894171790233,0.00504003574368379,0.043510551282372883,0.06173491134417186,-0.0048415768288854605,0.07349333672090476
HALLMARK_INFLAMMATORY_RESPONSE,-0.08000259329102649,0.0538231952765461,-0.027888044168615792,0.12192834525325665,0.1320958287249767,0.03534375793807989,0.03955812514958265
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02160624522072575,0.11415292767038154,0.029244821778688118,0.010981253983274998,0.04155677406647703,0.050829323281835356,0.0841445501912054
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04587037783037031,0.06400048377879138,-0.1205802712841054,0.09396351145296658,0.13490962270979256,0.024210531687732822,0.031131157844387348
HALLMARK_KRAS_SIGNALING_DN,0.011620495418058754,0.06507456252773969,0.030287682931593257,0.14417475898578386,0.1176075325420712,0.0283384025194573,0.09688068547538371
HALLMARK_KRAS_SIGNALING_UP,-0.07952356464649335,0.006899743277612889,0.043286332598559185,0.036789777961315634,0.11305336036699197,0.021104194870874622,0.09343408500195564
HALLMARK_MITOTIC_SPINDLE,-0.026734809262039104,0.000862585673935579,-0.01974688330805302,0.10694745612616186,0.11107324887606954,-0.013351957137883157,0.11988969903624797
HALLMARK_MTORC1_SIGNALING,0.029975453780188784,-0.016823947824166047,-0.02178055906971253,0.05210558228422515,0.09483127072529517,-0.006052080824604243,0.09148676116809426
HALLMARK_MYC_TARGETS_V1,0.03391836103482983,-0.06416422776537772,0.034336398760268776,0.1441874041805755,0.06735031624359368,-0.019179564653056466,0.13552577302063445
HALLMARK_MYC_TARGETS_V2,-0.016199159890596566,0.024390983463618333,-0.012997527887082295,0.11902394732905472,0.058597454812449115,-0.019114736438237006,0.09262199432829472
HALLMARK_MYOGENESIS,-0.008218321081040028,0.02986958243328765,-0.06023819521221527,0.13592661064307182,0.05430687398155218,0.06616087807857665,0.06120842262239812
HALLMARK_NOTCH_SIGNALING,-0.010345631602008949,-0.017097482544391127,-0.06391012437961449,0.13753094004530703,0.09352530734220815,-0.014169647985338827,0.11199334983296784
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.020052698953211795,-0.0035327891487133825,0.026520857249713314,0.13756340164476302,0.08084207040609707,0.0007126888761389427,0.1302955078962117
HALLMARK_P53_PATHWAY,-0.036107649104682886,0.007232723085306234,-0.04886972415705187,0.11973087917402388,0.10423845322999259,0.010245566057744623,0.13693127484581089
HALLMARK_PANCREAS_BETA_CELLS,-0.07609147151487591,-0.012203476721331867,-0.034810032418165805,0.1897519857595743,0.07473418294213291,0.004849900563701103,0.09801415994541093
HALLMARK_PEROXISOME,-0.02934848062733228,-0.026080768095331348,0.07262972952125633,0.053534263385192765,0.08502142625366242,0.005729994183539052,0.09231621116413131
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04604254998968539,-0.07183310361652671,-0.0311030552089967,0.13216432632682318,0.10643817191759919,0.005585212179991656,0.10996666274844821
HALLMARK_PROTEIN_SECRETION,0.013377856379116282,0.017616403460624565,-0.01787332899212646,0.15937942114082013,0.14995947369296422,0.011655259198132935,0.13656926880766374
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0661446487981412,0.03618919037139093,0.019687550247721147,-0.02900730643935038,0.09126197524471419,0.013577703741496775,0.09970486583580176
HALLMARK_SPERMATOGENESIS,-0.00540341082174763,-0.02074642743997428,-0.03181428386747324,0.08166500816542895,0.0954563697956811,-0.04427002212303924,0.13046186436576826
HALLMARK_TGF_BETA_SIGNALING,-0.05875435197443624,-0.057285188014556065,-0.011563377783414189,0.1215906380355044,0.06860512906187681,0.04212818735148118,0.07384847632628518
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.011588600629250293,0.06568493742469354,0.040189684495089674,-0.007483985840600673,0.11620811470382474,0.019865887884637612,-0.008983844563602142
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0004006741677516621,0.021403172722127578,-0.08237114475726622,0.11491931014859352,0.13821086009562464,-0.009633072435834358,0.11251619657118489
