,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.003806370796131646,0.17657518060407523,0.04027892623118123,-0.01386491370571956,0.017697909586942888,0.023190147093900663,0.016300808597149375,0.056630630981670205,0.03786137304047016,0.08293638803506262,0.15482776831308337,0.1233683968416847,0.08295529034724593,0.051658038796716946,0.04736384654598237,0.052406473041281654
HALLMARK_ALLOGRAFT_REJECTION,0.043922934459809805,-0.08724495574313224,0.01036330705288766,-0.024089449408318888,0.049249926264849433,-0.0631856000063519,0.021480943734895286,0.03711979695393406,0.07105321402524843,0.007299551205690932,0.11693449728308998,0.027579577607370936,0.050517439922028166,0.010155272670234583,-0.01963439249229487,-0.02045197191587574
HALLMARK_ANDROGEN_RESPONSE,0.030264817603450782,0.10684219359168448,0.010653126390785458,0.0023572913145976913,0.014556352318392389,-0.035322536402455584,0.03615094271824823,0.09123092725389753,0.14344255855077334,0.062179703007604885,0.09815484195105985,0.06274403808207378,0.023608714842426572,0.01817378524921073,0.042314871043034996,0.0021021263725196104
HALLMARK_ANGIOGENESIS,0.048538343995562484,0.009925346686560352,-0.019675814799501402,0.02721603135606328,0.0019476666173902902,-0.019745633770077604,0.047254159547987715,0.053111743638571636,0.04910310324202092,0.02692827974093472,-0.08667802700612573,0.10088068350972199,0.05140299488231916,0.008078888828890128,-0.0015719576374600142,-0.009472822899050302
HALLMARK_APICAL_JUNCTION,-0.0064761040452654866,0.14350414997911312,0.03217675702014604,0.04270321621173169,0.03934359411325302,-0.009912290506059872,0.08776712537971017,0.04093215453613389,0.04492359372637528,0.0637384752855186,0.10070533059411964,0.09686851562054997,0.07998751122049648,0.05612085517173206,0.06105418769615129,0.02274256761602733
HALLMARK_APICAL_SURFACE,0.021239490445838567,0.09715239676910736,0.08936473427543516,-0.05551510849274115,0.04061666108285002,0.0745124628600876,0.02822405928194924,0.08032478831349155,0.047482680741371255,0.0696167187734375,0.1307717545445254,0.0645444210889496,0.024350407036907145,0.002071514788932038,0.03081213674621852,0.019262151050138794
HALLMARK_APOPTOSIS,0.012382590775052795,0.029686316095372325,-0.0038857636945707663,0.021188047713449763,0.021284167781963372,0.03678989054954317,0.01003503955403489,0.007762027296880444,-0.019046876459850957,-0.06429319876057812,-0.014648015306595923,0.09334974152794895,0.07854651986279244,-0.019275808876347687,-0.00331809843959798,-0.045747993136489445
HALLMARK_BILE_ACID_METABOLISM,-0.0009155505729442416,0.1654962646427924,0.03393280571029125,-0.010188263481499397,0.010553826847361905,-0.008963549741909806,0.1412576002765055,0.03104517926101829,-0.021970787257659226,0.07325244237715837,0.15597100935583408,0.08129365405722672,-0.020943394544257435,-0.006836573665792806,0.04518807970036749,0.061886491659837436
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004092483227687151,0.1366772599311801,0.04945467189025131,0.04881571035024553,0.03214790816542073,-0.04935412891152322,0.010808816076258972,0.08842355861014015,0.0583187351243612,0.10139222657379278,0.1887718417879274,0.1210224764425722,0.01656035638149527,0.0707636507313196,0.06535694440635224,0.07125959066505343
HALLMARK_COAGULATION,0.05071921228917654,0.14779432192986147,0.03978467796748905,0.01661609019879283,0.049557389341559295,-0.05489691471707915,0.05029251970883313,0.06281133508852503,0.06931083822724243,0.009982645102295058,0.10486851285101172,0.13474736311122693,0.10760821361891672,0.05923054617471565,0.015856941888098736,-0.01573486521180395
HALLMARK_COMPLEMENT,0.04832585397630481,0.048327959615498316,0.01391530145717762,0.0008408801108024554,0.019062116396301815,0.016933271031141447,0.0702168128549046,0.11368685793571803,0.03341782612719125,0.04421624687905084,0.07015398761195715,0.04028850289582784,0.09912090028463608,0.009554635788611161,0.08181942702916115,0.020118159694853175
HALLMARK_DNA_REPAIR,-0.005848478212263614,0.1285776375383453,0.04025333286428122,0.020156921847259573,0.059065367397647055,-0.014461825476238388,0.09338477416280425,0.02755549190888808,0.06723212117561438,0.09328199170513114,0.18783937196210565,0.12152639658883842,0.07294614913816225,0.06478841243728348,0.10011221050910747,0.08133173054387084
HALLMARK_E2F_TARGETS,-0.012599772705861682,0.11057473589002577,0.0892283578588729,0.028065420123628677,0.03740349490462319,-0.043957712572166796,0.15645407505947742,0.02367140478901037,0.09906124422046712,0.05642931713269904,0.09943636300136886,0.09822250950875192,0.07045555460513267,0.009555216933576513,0.07453309684374043,0.0496214023935812
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009386989410269594,0.07108322506147663,-0.058367620741161114,0.0105123811541468,-0.0017827068608554319,-0.05487568821291714,0.04742176899290098,0.09865817825075987,-0.05188452711398646,0.03930219765862851,0.012299492097403946,0.10367210547694385,0.09722640151353917,0.06739187905558248,-0.007642651774212746,-0.055684183129522176
