,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05054429495018907,0.12049514353367226,0.02774459720315248,0.05195680300653078,0.0007306048883081351,0.08634318616883999,0.039697769142610306,-0.019938269680110438,0.04843445534941429,0.23713971500022327,0.09219133064999353,0.016520948107339825,0.07701969509172979,0.028588975148918016,0.2124394005378513,0.13245875972843377
HALLMARK_ALLOGRAFT_REJECTION,0.08802347335917893,0.08682370806969009,0.07147610547320624,-0.06454214453881035,0.013514982597567454,0.08537117940180533,-0.0563642494411677,0.08684408678586282,0.03651573924003465,0.22910713652729342,0.0031985784692918975,0.07258130104573539,0.07993549067682976,0.0817932805307745,0.21011777040266874,0.029954759700513593
HALLMARK_ANDROGEN_RESPONSE,0.0007742682867847388,0.14440858478495258,0.08014103390903067,0.04018253420839992,0.00912247352381563,0.07292693134029665,-0.006665501020644804,0.08968125931624411,0.04803299924822762,0.1467296134869273,0.12081079942956105,0.057543476999526555,0.12898441090746418,0.0588788507527738,0.33287083844151966,0.24466360738358886
HALLMARK_ANGIOGENESIS,0.13494331308501498,0.027173983416168168,-0.08074988644665498,-0.05953644570637791,0.014187643532162314,-0.001828966432123881,-0.06730805370488398,0.1142201772394442,-0.03585265789771339,0.2873968591721853,0.06728423944709384,0.12276125938426181,0.022924879761828873,0.06451154361505114,0.1281649292081337,0.3226569015362005
HALLMARK_APICAL_JUNCTION,-0.04066906770064933,0.12461271156429549,0.06652620052393916,0.03552997168604964,-0.003553294414586945,0.001736906532346652,-0.019253782808082345,0.07310252675114352,0.04975796951872761,0.11560566675821306,0.11165196970920817,0.057963315680546794,0.09460938096472354,0.07364806254465472,0.30151706304134696,0.22040289609678285
HALLMARK_APICAL_SURFACE,0.01840241037144488,0.049233234387594665,0.04794538185488176,-0.002836354905650724,0.037051202475499576,0.00917648302619186,0.03441502970304339,0.06678201632357426,0.09063592846405223,0.08514860968826618,0.042074486168089606,0.11063419837409298,0.10746530865071623,-0.016421913382108095,0.2975013387873865,0.13031086114751497
HALLMARK_APOPTOSIS,-0.04474232723981774,0.10796967480796821,-0.038033207042298484,0.07498321971267745,0.0034468014954627158,-0.027962177785179402,0.014958216861869182,0.12345281183445536,0.01796282366867885,0.1629651526702237,0.11473293797996467,-0.002299056933575105,-0.03749574680611025,-0.046267716278101625,0.19845977053624753,0.01966060589390181
HALLMARK_BILE_ACID_METABOLISM,-0.02321473117652194,-0.00047639192446945043,-0.04935121524688754,0.033026288247255634,-0.053896311825970405,0.013632562193551405,0.022647228498669892,0.10796493926401711,-0.03347905816109655,0.0559219501696865,-0.014973497334711327,0.04878297278496923,0.05280966877903423,0.019855556917513947,0.086539352231377,0.11177498463426477
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03546720370013444,0.0748934554153487,0.03790948595728572,0.06263365056025547,0.008068609179526003,0.05595445260321079,0.012403316452565703,0.03313951659395449,0.04645702811998748,0.22928783890425844,0.15594787293219237,0.037292082676405214,0.09317475928739126,-0.02119683303342414,0.2137026876530698,0.16740178620436338
HALLMARK_COAGULATION,0.019400012871938974,0.13679609142891297,0.032749136675274716,0.04405987672706038,0.030972742646816116,0.031048718603365128,-0.04585605378326409,0.11047342656944478,0.030657469670654743,0.15651653768144724,0.052993011276916455,0.08806841816973446,0.08386671825219166,-0.0664831780919275,0.30242827722295795,0.15870936371622935
