,UKF248,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09033865507860558,0.06180134356172344,-0.014713542989570429,0.04195056780627791,0.029950273535155572,0.021385381364155073,0.058724323912873265,0.054436321881134064,0.15015923422331687,0.014199029723633804
HALLMARK_ALLOGRAFT_REJECTION,0.0991106167940513,0.0661275489023411,-0.02861262632962903,0.08566782058485536,-0.003103920402736806,0.11755722375269217,0.07528813578086495,0.13619130269085072,0.10193256211425808,-0.041889336389954054
HALLMARK_ANDROGEN_RESPONSE,0.12303547725977407,0.07750460622023135,0.019395554879667258,0.027804268186566308,-0.034404847785507404,0.06663953816168587,-0.007209872094245379,0.08043758994038472,0.07029832229239738,-0.026022177603879974
HALLMARK_ANGIOGENESIS,0.006340590071371757,-0.016682046378675545,0.01857630853754704,-0.06276226047489118,0.020854703298252775,-0.019625494486039247,0.058188058073013214,-0.05306051332942292,-0.07616287114126007,0.002099036363663587
HALLMARK_APICAL_JUNCTION,0.13359278100508837,0.07083615314234838,0.01327247391553472,0.06989156156227597,-0.0023084126364730866,0.0593424914248125,0.049262445058307916,0.0444136188516121,0.1480164271919129,0.018610481198526322
HALLMARK_APICAL_SURFACE,0.10768779035186077,-0.01777599236683514,0.030729976158173907,0.06486315199240726,-0.02003306533585797,-0.009530997279559033,0.030631134527376244,0.07155283151792165,0.1454026946023675,0.02191019118751759
HALLMARK_APOPTOSIS,0.04198046883634367,-0.004077666295924577,-0.006860361698992593,0.013731798790932715,0.012040309021509444,0.01664455169055217,0.0764229036029591,-0.029795208900961934,0.017464745361933265,0.0014520969474566589
HALLMARK_BILE_ACID_METABOLISM,0.01728980332864815,0.053393902789801884,0.030223203866607696,0.04521902657532717,-0.019114043951366563,0.04192908385415895,0.06819979810092976,0.03868100440339962,0.11223236301509615,0.021041612336265468
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0007038788990124908,0.03797675911791416,0.0009615059214766756,-0.03635750308061703,-0.029624329720181797,-0.032497598893558584,0.032979642341559076,0.07206978371034381,0.1262109595815943,0.0060585438965463975
HALLMARK_COAGULATION,0.12988656589967718,0.031603790392752434,0.06213819283993217,0.06447782908054792,-0.02945270794647384,0.026750386069281522,0.041742148231405284,0.051228169602223046,0.0974351783261203,0.02904586385692792
HALLMARK_COMPLEMENT,0.0900216931981953,0.037937194677477394,0.009000388339243956,0.03998826702809524,-0.044746517223475654,0.10370633918482151,0.05859585661602328,0.05908769889613733,0.07811660899661385,0.00422240283068734
HALLMARK_DNA_REPAIR,0.10445891382740011,0.11280745176413685,0.023625268398623285,0.03940285399828536,-0.07003718570799612,0.006215318360865813,0.023324226662263605,0.050854603817718745,0.14616626384872122,0.016522265902964618
HALLMARK_E2F_TARGETS,0.0962861097211105,0.11339169052314091,-0.03594643412910788,0.020369706779991625,0.003937732139444318,-0.007318678730688119,0.05993999994928821,0.062471810573914724,0.13852135656336703,0.03469972705375772
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12975888923973025,0.04982954388823961,0.06886214247113034,0.044533393845165456,-0.07252941496219446,0.06683772634535101,0.07595278287116047,-0.004672123104019125,0.05918390222371889,0.04986653740284544
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05133977251220761,0.03220693195845619,-0.006862836702341585,0.016143813920787665,-0.039699641972718004,0.007583500146936741,0.06207744205487257,0.011972393927182004,0.10265012317041103,0.02002279060961077
