,UKF251,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04832999050738001,0.06436119742763013,0.20279718435104604,0.08734796942624475,-0.037162036725486035,0.11600954346714998
HALLMARK_ALLOGRAFT_REJECTION,-0.0176067296527021,0.003137932782125266,0.20543870698668654,0.02571529634863986,0.054860457040464244,0.07065233793442048
HALLMARK_ANDROGEN_RESPONSE,-0.04133194616960819,0.055903945659333654,0.21696340950537157,0.07178605955924229,0.05827512776059463,-0.021270326139968463
HALLMARK_ANGIOGENESIS,-0.01148370611747642,-0.057152801748554534,-0.157542852476968,0.015232388241243419,0.10510895204033345,-0.13012601353262596
HALLMARK_APICAL_JUNCTION,0.022773622406659737,0.06161215334667344,0.18423902151769614,0.08659883842451765,0.02847023194967772,0.05359332854560628
HALLMARK_APICAL_SURFACE,-0.010652232827615956,0.067182010577798,0.16574596512235165,0.04550339450051934,0.016991230360459804,0.041886026243031116
HALLMARK_APOPTOSIS,0.013533799256446011,-0.029772199291103068,-0.08236357409701923,0.014917676666926078,0.044926181686253515,0.03409804897534202
HALLMARK_BILE_ACID_METABOLISM,-0.002603906687801235,0.06811128021420784,0.1825731076673928,0.08378150675348923,-0.029866321568261845,0.10972706042360103
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03711781000066785,0.07139104818740481,0.22008146484420862,0.08705498033741166,-0.06765913286836035,0.1235078481660904
HALLMARK_COAGULATION,0.015952132698994245,0.021296470894452395,0.14431494123422076,0.053611558503355576,0.03793873470193842,0.020447234409232375
HALLMARK_COMPLEMENT,0.03031107107879312,-0.002910948471516092,0.16155631788738486,0.07610063574927468,0.026501111684369076,0.07608199351093409
HALLMARK_DNA_REPAIR,0.02753923207781488,0.06496677566715212,0.2147813786061837,0.10282875509652792,0.023966567609596194,0.1135774698383543
HALLMARK_E2F_TARGETS,0.06902766414708841,0.015962084678635243,0.19795284509895175,0.06895541579999054,-0.007967853275609893,0.08593181097532764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.00013481216144404343,-0.03330415589650066,-0.09102290410202117,0.0778905584590853,0.10028232499760657,-0.0377120138746376
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.020309583513275543,0.038957355931608637,0.0943015085398885,0.07264119063744114,0.0029377733919212917,0.0764117408726577
HALLMARK_ESTROGEN_RESPONSE_LATE,0.026150561607200185,0.04324927907229912,0.21353330154247283,0.04565961873999084,0.008526194857280081,0.04616627955900024
HALLMARK_FATTY_ACID_METABOLISM,0.01620332821120752,-0.04810856400131777,0.0014798340194388492,0.07562299140209698,0.02414196750581968,0.048561720938922186
HALLMARK_G2M_CHECKPOINT,0.045275893762484275,0.02510076592369688,0.1355463357419896,0.08093571580013074,0.048335292092510106,0.06112426315509036
HALLMARK_GLYCOLYSIS,0.0669536449750288,0.07145377691882843,0.12077686785251078,0.0731004415305996,0.03989284485212877,0.07769051653005098
HALLMARK_HEDGEHOG_SIGNALING,0.09147020958728681,0.008963952189268716,0.09076846361518923,0.015892606445043228,-0.03955714944056355,0.03000034760390059
HALLMARK_HEME_METABOLISM,0.048146281750883,0.043842405823321835,0.20214097273892326,0.10975801599007723,-0.0493375666747577,0.07168966710547447
HALLMARK_HYPOXIA,-0.016035410051538274,-0.07340691912178667,-0.19159642243142028,0.06676493732183272,0.026956621613636066,-0.03330379807176381
HALLMARK_IL2_STAT5_SIGNALING,0.041199003214756065,0.02265063465487425,0.1790785412302421,0.029815290317054526,-0.010832341184206293,0.06854983649364416
