,MGH258,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03630231720829631,0.06010376443581533,0.06762811783533011,0.025407610880940453,0.00656813885944027,0.006954414724714138,0.02157616277760602,0.038891436442064484,0.12169872492985556,0.019612237538937656,0.04947723169107569,0.10721445395703938,0.22658030143895766,0.1177508393901882,0.016999889194761305,0.012928318741168437,0.07674479893667766
HALLMARK_ALLOGRAFT_REJECTION,-0.011133197192794765,0.011354462051503807,-0.0035905896769553376,0.04633810147463906,-0.024880766115166986,0.008140732661655485,0.021831192861126246,-0.08371048425727942,0.05898738487905462,0.07698645979137175,0.025045157757687078,-0.00045434420917326993,0.1818749148358549,0.10684115310489617,0.010527371787492813,0.022214330779217077,0.09564117634574706
HALLMARK_ANDROGEN_RESPONSE,0.12404932670987136,0.049885949569186405,0.03696842447678797,-0.017812178485266447,-0.015677891694675154,-0.01835831416896928,-0.017243221862345705,-0.03038921429395693,0.18376529800378866,-0.015445329397512175,0.08525872938632159,0.06749283440863532,0.20346769856217164,0.09980183926625572,0.024725695271802406,0.011929763323853114,0.12742641181127978
HALLMARK_ANGIOGENESIS,-0.029923322816618404,-0.04331982062040078,-0.028018010877869055,0.013900989878815875,-0.01013921732577076,-0.08998808128924586,-0.0348429016970639,-0.024699321998812068,0.12728477802581903,-0.09111783628024145,-0.04255596950640844,-0.01248872717714671,-0.015361516039358623,-0.066076439494017,-0.0041397287014872915,0.029580428391011764,0.10923828577427826
HALLMARK_APICAL_JUNCTION,0.08413393922267651,0.08070119409525617,0.02270831589908481,0.07405549014699227,-0.008644798157872773,-0.04764966962838358,-0.0007760540568196197,-0.0016053304219660032,0.08372018424727155,-0.0313911899977258,0.07044351386420183,0.06571061524431661,0.1933854359931943,0.11143458372566617,0.009057887515430033,0.07764616974332007,0.08875395721610914
HALLMARK_APICAL_SURFACE,0.059836339331530534,0.05963166557996229,-0.016288452276727084,0.033323058198770676,-0.0047960140611905035,0.05873365928747348,0.0738939137143401,0.053564264331980915,0.09680104441990019,-0.010729249039522852,0.19891005227189323,0.035567809619629444,0.20684475404498817,0.13241896804570452,-0.024368007962144042,-0.009280525389257258,-0.019946658095820337
HALLMARK_APOPTOSIS,-0.013053619903176435,-0.03957425356841612,-0.020459430011627984,0.058022545594776154,-0.04779926760003559,-0.022922423838438857,-0.02121700115060122,-0.02769160908305889,-0.025535673318581777,-0.060491636773260575,-0.0799327085448449,0.024018877355483702,-0.08609452484095582,-0.04611192156386492,0.045043630708119946,0.008190801391388563,-0.022379719580515697
HALLMARK_BILE_ACID_METABOLISM,0.09948040144113429,0.007653979981600607,-0.06243528679548736,0.04603644436769735,0.04085475081181084,-0.047118370161675076,-0.01550274857519203,0.06545345064074949,0.16890660022837953,0.04636416576725575,0.07536123817200141,0.07513140475767527,0.1423609968802004,0.11874400697182515,0.017998546274429195,0.017350101028143935,0.09612022355438431
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09711290049609982,-0.014589179704138066,-0.015237305290692171,0.05648803855086117,-0.057820872213950374,-0.0465955701026317,0.0047804448023721505,-0.028687816691720408,0.15000520329392508,0.001972252708397269,0.15056613146317982,-0.010760006342155851,0.24603956105524227,0.14034433474482444,0.015892480151666007,-0.033205690035554916,0.03960786390142793
HALLMARK_COAGULATION,-0.05055479932440321,0.03575770165102662,-0.03372888561399388,0.1002313489065588,-0.019581752920426018,-0.025631165957618583,-0.01090406589741581,-0.049076502167686054,0.03889066423879096,-0.04884877909546168,0.006045314825540472,0.09133078289202966,0.16363034728109055,0.0897220041590923,0.05693542686741518,-0.03312535440944267,0.039020443800847696
HALLMARK_COMPLEMENT,-0.037136009661947286,0.010637508944703333,-0.015003330967430615,0.04386312133827404,-0.013483842930620429,-0.06755972277354796,0.05030667236707483,-0.018756246783453855,0.16768440291580308,0.018900697293020942,0.042458802634935164,0.10713164332775905,0.16814342394777287,0.1268900738629969,0.005595885315622306,-0.016029430171763653,0.07071779515525486
HALLMARK_DNA_REPAIR,0.13004906284195977,0.06970239562166657,0.02495609938868276,0.10018286772177243,0.01048566123256381,-0.004722524456879042,-0.001629220640359057,0.07060443320680805,0.19042373597932138,0.028279327072376643,0.14795245367847523,0.08615049423875996,0.23986493123648703,0.15938869185291485,0.013883658487038552,0.05865642582681396,0.10951275862085967
HALLMARK_E2F_TARGETS,0.08873463516453119,0.07710500046962722,0.017916738722535634,0.06608823312838612,-0.008119395757386735,-0.05844237656323771,-0.01945963496383922,0.05811597387988036,0.09606000089768726,-0.0034435062016836644,0.15460218804723122,-0.0011992696420433564,0.1527749564885905,0.08540260744924075,0.01741806998176257,0.007620858816237513,0.04523006084969661
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06874746073662669,0.0009090222339880262,0.034095675613427384,0.054158695082755885,-0.014965247857845842,-0.08386236054858086,0.012134126934486839,-0.06923418938937483,0.057851490704680875,-0.060877634042524276,-0.013677409437974866,0.06572837919583019,-0.02568135281793483,0.01634589620974132,0.047069728007877926,0.020375682014223014,0.10321337236943749
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.008217938766507445,0.05322443735147344,-0.011668606742037062,-0.05284398044495246,0.003306676281999565,0.07401626533007735,0.01494175273346211,0.08517007443125442,0.010614675501971102,0.039819109051589245,0.029300871054727007,0.11981280500651255,0.10980455275121637,0.1223267620597814,0.030480911515889747,0.06292207392492032,0.08407092872015814
