,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.11563224812797473,0.012981947727514176,0.11984762877833736,0.0759889303339834,0.03493360331732117,0.11611815684931578
HALLMARK_ALLOGRAFT_REJECTION,0.05641726964913721,-0.020342630373361554,0.08171631192586723,0.007963928305153556,0.0439458008655925,0.004169075377713729
HALLMARK_ANDROGEN_RESPONSE,0.059764883082455346,0.00862202283276031,0.11710707546733602,0.018275834679047035,0.031208858632798805,0.061438625676694954
HALLMARK_ANGIOGENESIS,0.09933687008557955,-0.009725255962712263,-0.10289858477433578,0.06979981174978998,-0.0067546783443726156,-0.0910869445053735
HALLMARK_APICAL_JUNCTION,0.11886748667645777,0.006482554926144921,0.1283120522972596,0.0963877344741937,0.06388419700476035,0.05072440062362488
HALLMARK_APICAL_SURFACE,0.019977952214889617,0.010233208951805448,0.08150466350970025,0.1093972198212679,0.007124973719220614,0.07064341761316772
HALLMARK_APOPTOSIS,-0.09988785512938972,0.04619355407729871,-0.02224957922245376,-0.0024470033823242887,0.006963953778814317,0.029946811421808852
HALLMARK_BILE_ACID_METABOLISM,0.08669771986368557,0.008300523332616406,0.09667682843020599,0.031046139210099716,-0.0023107239199898775,0.1402951721611486
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010392144186178296,0.04635035161561454,0.15203250222430897,-0.0004424419816128604,0.011954600383139776,0.10167525486283743
HALLMARK_COAGULATION,0.001887553295550396,0.0033021548727583524,0.07003790505158902,0.07159525383470978,-0.027551501647928404,0.013190485455304013
HALLMARK_COMPLEMENT,0.11487578217623899,0.022479497829402912,0.05824452678299121,0.06100452778728921,0.036087222511945516,0.10274416564575561
HALLMARK_DNA_REPAIR,0.10586411885175256,0.0358264937332433,0.13622085135626583,0.05770620451834419,0.09685715801460805,0.13990017109255196
HALLMARK_E2F_TARGETS,0.12985795193363647,0.042051252594651506,0.08366659413463184,0.06561200054515744,0.03547795521233766,0.10727771817431592
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.059876508336033425,0.04902897453880857,-0.04759623097088751,0.07510587518993271,-0.010273308889776673,-0.042724575588210315
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03898782698250976,0.03495633295600775,0.05894006950877979,0.028177424264018126,0.05695107917216096,0.0737460599954367
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09588315499741941,0.019594202449378578,0.1168742669463001,0.015226570586056466,0.07103658251258736,0.11411554841522906
HALLMARK_FATTY_ACID_METABOLISM,-0.10691806701475717,0.08464967108058698,0.001132387972488663,0.04728131725312176,0.07533575655906027,0.1012324863609487
HALLMARK_G2M_CHECKPOINT,0.09740524939791514,0.06818358594147492,0.035984929339018236,0.043665775948943594,0.04138397166831582,0.09781876584113276
HALLMARK_GLYCOLYSIS,0.0839126910315233,0.062508835049236,0.1309272462629439,0.05030875865346271,0.05126842733751088,0.0944652353575667
HALLMARK_HEDGEHOG_SIGNALING,0.0682963878596719,0.012338315089172262,0.07149540891714945,-0.009634356233424431,0.0840299891709304,0.046868043571035634
HALLMARK_HEME_METABOLISM,0.06573409662906883,0.025350886966266552,0.13719618324632193,0.08262169491041861,0.07544647716431549,0.12263742576518748
HALLMARK_HYPOXIA,-0.11077369371468558,0.07244574470873455,-0.06205960211373707,0.09773927061003135,0.013849947467389634,-0.03614136090279345
HALLMARK_IL2_STAT5_SIGNALING,0.10894886664917736,0.06219913642421169,0.11397522731819437,0.05255715957041334,0.0590734593698944,0.08555527723783005
