,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.037510775367607024,0.0998923481250811,0.03307447084383401,0.0067254469271174335,0.05564700788960159,0.03145586696953749,0.1854370764232661,-0.010111136310012257,0.007021970628426099,0.020359785150187777,0.01039851167446064,0.014922747958412074,0.14501978534470797,0.014630794943373373,0.07250600339016267,0.06177608166175607,0.07900645914936646,0.12943623305464275
HALLMARK_ALLOGRAFT_REJECTION,0.012984434082896871,0.005431456058708573,0.06867983873896087,-0.048612888932354985,0.1241089689164295,0.12945659815463484,0.19875133683685234,0.02056327317121619,0.05686301038232392,-0.039780812031901897,0.03077246466528907,0.02747443366692936,0.06854636262733674,-0.03685484391717504,0.03758965195944342,-0.03161551927580899,0.08125010288663276,0.025087965759279574
HALLMARK_ANDROGEN_RESPONSE,0.03245198672708781,0.08056444853978093,-0.015984895489982876,-0.021846396668511275,0.010529432645651036,0.09827200079477841,0.16468027891585607,0.03308869720065782,0.01616516710967308,-0.007081512308534128,0.021221596056230294,0.02532073829605279,0.05231923948886759,0.1453861845110473,-0.018962854259915944,0.05165452183010466,0.09592205070093601,0.03132159731849525
HALLMARK_ANGIOGENESIS,0.0109898317150465,0.008721394437947047,-0.009235498446409909,0.030433714733152817,-0.012995965415557392,0.1154825811590823,0.17370991004851205,0.035050493363160774,-0.03652413981526828,0.004745606439755015,-0.013478188986115405,0.03787939703433626,0.11311157091506989,-0.03455908989171825,0.00704460269859238,0.0037592766698771925,-0.002942286020453243,-0.09946941555379793
HALLMARK_APICAL_JUNCTION,0.013826705415290505,0.1034741064443222,0.05311702909300182,0.018609889911080583,0.11156750597558479,0.11630953373225494,0.19269918998079866,0.006114373196522137,0.036859593815448045,-0.004942184947686925,-0.024096909780379937,0.07672024085586744,0.1020339718067314,0.009342383202026173,0.097018623973903,0.06761019108329744,0.054432148605606336,0.10273552648244491
HALLMARK_APICAL_SURFACE,0.02493736191606499,0.10798611798679439,0.007203123652454688,0.020829090257562695,0.0008179756852494974,-0.05211927831967645,-0.06463658839571901,0.06707941028076539,-0.006359997930826783,0.030261495518877118,-0.0140963552953013,0.07782663129475344,0.05791531024052152,-0.04286715051468736,0.08434768844433997,0.0556443460798326,0.07539633982106721,0.07006080612464469
HALLMARK_APOPTOSIS,0.014359220116826037,0.02728895412843802,0.03275545883636691,0.01852965357910935,0.05168659215426225,-0.04030147193449761,0.10943178841910517,0.09338018257213722,-0.005554178256637737,0.07583922121534044,0.01242675398180954,-0.040606766468552595,0.021940375536771115,-0.048036398506965,0.05026560391533673,-0.0016831646605120947,-0.012658808856651473,-0.048495387810450735
HALLMARK_BILE_ACID_METABOLISM,0.044374535781040524,0.06997595285446771,0.019484906573586935,0.03673324679973618,0.018052173149578334,0.06894636162084834,0.2056350398254596,0.04630292564416524,0.017831600856102817,0.05068288983584005,-0.07994742220031256,0.07434631872610299,0.05416692432272996,-0.014682685996970177,0.042201845268557386,0.04451942989166534,0.08328357226018397,0.14801573989175482
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.035979755611998655,-0.009282921410212043,0.04247966607261522,0.041406986988850925,0.06409961550221686,0.11256133929762824,0.12349406541263513,2.8935664513180704e-05,-0.029143633012638975,0.008077443808748738,0.027810706019207734,0.1146719890773742,0.133837828645955,0.09417129772789117,0.11622593367598359,0.06409038208190733,0.06771506807714132,0.09104130521619562
HALLMARK_COAGULATION,0.02239189214093166,0.09575402408310654,0.0416659636946104,0.012615822630860293,0.09694449940308654,0.08427905903762997,0.20837984272591847,-0.05405234328432102,-0.006480274503664026,-0.007304831470646811,-0.008824542605046361,0.015442393047756726,0.027925797944723607,-0.015066718882892436,0.11441531179693368,0.04356636554685383,0.07182562684914073,0.00025250394366258005
HALLMARK_COMPLEMENT,0.06534078468830899,0.071091755547774,0.015254767022478228,0.009164844051073224,0.07373892641272417,0.057876710168212255,0.19202498717656236,0.07274379777581777,-0.004594453112702423,-0.015621040498593482,7.855522636252727e-05,-0.007259646675148793,0.17178897071723684,-0.01763478855797796,0.10992888117599442,0.02317745042820803,0.0637717374031403,0.08541302769297411
