,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07678808877518656,0.10769485663558824,-0.06326586588765058,0.12730873473091806,0.05659024972056956,0.12293928209368939,0.12431857024184843,-0.14667146763836117,0.13749085097760122,0.02429349976351459,0.20998477252553965,0.16249421644221618,0.023376806162002894,0.11983396576754692,0.20379651898326562,0.1195439035154658,0.011853939824639462,0.1320492484269586,0.0014289088452728274,0.16646389181198135
HALLMARK_ALLOGRAFT_REJECTION,0.08018427303572574,-0.04016240533214079,-0.0650192870994499,0.09957831015541888,0.027669875497994472,0.1288447543902771,-0.34804349061600987,-0.47706956231084435,0.08531011322435712,-0.11193343665351183,-0.4171785144930462,-0.2135636400733397,-0.04476627511453332,0.10584560780627038,0.15298424835679816,-0.044231516795119,-0.0015081882151897822,0.002125326575672359,0.05256714208087414,0.04325443576037086
HALLMARK_ANDROGEN_RESPONSE,0.03423571386250817,0.11368372993630851,-0.002716673462713908,0.034115287134765956,0.015041703842576753,0.17014676717111937,-0.08137469336996758,-0.43679176887902144,-0.015904830470800536,-0.04349351517953811,-0.13108910776564905,-0.16345398722277116,0.06090285864333659,0.06276979762613129,0.17974158074341226,0.032901379991970674,-0.005622168712362566,-0.008887126410528847,-0.009818240643385644,0.13395759707625565
HALLMARK_ANGIOGENESIS,-0.20144018802601663,-0.021524482631512073,-0.024903078479075132,0.18049227550361646,-0.05916820500222672,-0.14943370347584736,-0.25788352604855186,-0.49436128145474845,-0.2752177169788198,-0.0924948426334366,-0.35878136048325876,-0.47448636296574964,-0.019565527051000023,-0.001347331678247448,-0.1304462167351283,-0.07861482034406093,-0.022163380776953658,-0.12487623852483895,-0.1052826287869237,-0.16285257088361332
HALLMARK_APICAL_JUNCTION,0.012108689865569126,0.10346925238274103,-0.09247640663783974,0.1009422943964974,0.08358259749360519,0.012997876052970904,-0.12150614320350664,-0.38066772749877514,-0.1801880315100811,0.03599482113310252,0.06479362698425196,-0.26784505632317757,0.03919328333522934,0.0964663930782605,0.18963405386831803,0.12185800182189914,0.03432414444322528,0.03307780873402153,-0.03718965541395533,0.2655520475986042
HALLMARK_APICAL_SURFACE,0.18288556227059588,0.13367866328813727,0.0715723768793381,0.04648357589355404,0.13521660998364454,0.009905598147854317,0.2601359531131454,0.3407102739938849,0.14710696990185626,0.14102023934469454,0.1985087654292559,-0.10598123155974414,-0.048859195328546906,0.08178248008505229,0.1726409532904367,0.1466969552486167,0.007013443394087096,-0.01783247687101233,0.13707160090672912,0.13664176186775676
HALLMARK_APOPTOSIS,0.030001821048445093,-0.025027475020256353,-0.04267006849659379,-0.10131998175996029,0.03586517948514555,-0.06611330164062193,0.033045673888294394,-0.09737596904001534,-0.19561451610742295,-0.06371382638413735,-0.08068046532554299,0.2818697494702241,0.04000581053602351,-0.08100745978058205,-0.08803825613621016,-0.030259553880125255,0.02877164180819537,-0.025829183788956725,0.11094968639389649,0.15106068626613753
HALLMARK_BILE_ACID_METABOLISM,0.0034293454259130183,0.09932440535995107,0.005671944794494321,0.06491501061705399,0.04243206152767187,0.03936628457428405,-0.10920843080175423,-0.4558600426785014,-0.17125944451109135,-0.1039911801077586,-0.042984077234336816,-0.12467071884915425,0.011639060527536445,0.0200073728543178,0.22567145990962093,0.09313800074538987,0.016849888985123095,0.18494744602997273,-0.09970794119653506,0.08450797997597038
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05128778300605273,0.09811760560882155,-0.0316616556850199,0.056591193182701255,0.034123491809772435,0.033586191034972845,-0.16458877697739235,-0.4250221854792333,-0.31099039273382006,-0.11259490455706014,-0.29035994467538445,-0.3490695201350185,0.09669557580687638,0.12922384461457104,0.2019274814255587,0.08496200466759869,-0.05744056490953082,0.11549782769160806,-0.05684004850862785,0.04898947411335712
HALLMARK_COAGULATION,-0.06653762973570158,-0.004965455957366333,-0.09476722550993551,0.01060072092478988,0.037811409750668906,0.07272175203266565,-0.3569189437514681,-0.513600609576828,-0.1082568473448523,-0.2089858783856932,-0.4136492778284842,-0.26225748869441734,-0.019454806174743627,0.06152027234934084,0.12209774041387875,-0.06875803062937151,-0.060804254349922766,-0.02528753638823932,0.0051481282323838995,-0.04484209094842434
HALLMARK_COMPLEMENT,0.15435332189025294,0.08270922025444873,-0.04210959240916805,0.14523290138108194,0.0005410087567293229,0.1695817329889234,-0.008352779295106732,-0.3937016798956788,-0.19947024273836841,0.00879729426064007,-0.2589541682087579,0.09453110060605514,0.03772385327637915,0.09656555453922037,0.19884239083182806,0.06594931875201834,0.06774204852303979,0.1282175078904374,0.04883986082122398,0.24829347161598822
HALLMARK_DNA_REPAIR,0.06439197073119399,0.1638037743615923,-0.07578591936127324,0.1248253882117279,0.044042436495623324,0.1301860888510879,-0.08763249084605262,-0.3228895886894271,-0.06108691659904744,0.00043716621574625567,0.2604048215033457,-0.18153949066866393,0.04593042311290545,0.12775281194558685,0.2314733463622532,0.18764400210664525,0.0297647588706164,0.1587866705001566,-0.08545640939739245,0.2779541922131592
HALLMARK_E2F_TARGETS,0.14628494552040788,0.14398511496049185,-0.02800870352798776,0.10982686824586954,0.0655994129980404,0.08573270068685726,-0.229523223074832,-0.3969163498223715,-0.13120514695910737,0.04860628736133978,0.3135521996619774,-0.2549687565386589,-0.025239889943676527,0.07165648409406535,0.15312154523216345,0.10532216903913547,0.058318936419683144,0.17309261403847342,-0.06674853550322596,0.18797803628509926
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.2334616231555312,-0.07347791672101397,-0.013239618760112174,-0.06437424968870344,-0.03067776432800404,-0.1263034256113986,-0.311303595206697,-0.4377408223450576,-0.3130782367500326,-0.1351332379153881,-0.32386297474035913,-0.41160863771878253,-0.03728131833707511,-0.024000692358255478,-0.09655939080302707,-0.050421285588135446,-0.016700104496532524,-0.07865232009856843,-0.13120843505788904,0.09554526799923166
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007168680320909984,0.05610850586110079,-0.028430105313712144,0.025779412670858363,0.01521547174492225,0.15667017215291895,0.19926314904168832,-0.18878267827593379,0.06612702505760251,-0.08906905902022798,0.31776847576395595,0.44322163821954463,0.02266085216994347,0.07450250261519586,0.12152650383306957,0.15174645910429121,0.026223428200002254,0.11649870067385637,-0.05120500442867721,0.23965998255948293
HALLMARK_ESTROGEN_RESPONSE_LATE,0.14711006225464482,0.09437079800540493,0.012071923803296067,0.08634695645444888,0.03836055886977057,0.06206274222808412,0.03259890055516039,0.2646109072091112,0.005153215339416765,0.061053716515999015,-0.0712237514032719,-0.30973058016952504,0.04226605420160204,0.12582484623765958,0.19287977142910442,0.10511236063632547,-0.015422376316023854,0.1311349188977478,0.027883678338354187,0.023044895759269834
HALLMARK_FATTY_ACID_METABOLISM,-0.04962783352734197,0.019341326651304624,0.008333399791445867,-0.10675156571495059,0.0045650393725279025,0.12581399914570954,0.11340019096982776,-0.35182114082425814,-0.18120361602059007,0.003461583895138889,0.00011090486655424551,0.32152963481225655,0.03067952457868946,-0.00663293157539339,-0.01348347696430371,0.05588309348223868,0.05111749635446297,0.059518697927112466,-0.007262149695141992,0.08646927727093122
