,UKF248,UKF251,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04049790978644121,0.045872175429615476,0.025613774425244363,0.03583028773968176,-0.048125122981073805,0.10324030797807901,-0.00562084114811609,0.054129077356391025,-0.05424625155447619,-0.01481350130486715,0.024078021990603566,0.11187100448829689,0.052301080573032524
HALLMARK_ALLOGRAFT_REJECTION,0.09030818750600403,0.027305003255146437,0.032390454114588955,0.025966553081188955,-0.07000408611374438,0.04538601439667569,0.0006928709877910983,0.0017329969169127587,0.044510685187037186,-0.07853379489796242,0.046069334313692444,0.12540455263683362,-0.10437591769850196
HALLMARK_ANDROGEN_RESPONSE,0.016580096928327223,0.00254669053464572,0.04025816639074327,-0.002725855576648547,-0.029709323981584473,0.06969559689217877,-0.0017316744964858291,0.03258455171687154,0.005790468736373709,-0.03637656751892712,0.031106722104835147,0.12851585638141785,0.06869488286896205
HALLMARK_ANGIOGENESIS,-0.029643738351110564,-0.028881897021945217,0.03393951192405528,0.04539362403693866,0.07381493750101926,-0.021261475494457574,-0.11326053518853757,-0.0993315902523144,-0.07462535389706602,-0.04697775684769513,0.007047677571162572,0.016112692122526324,0.058206183297570234
HALLMARK_APICAL_JUNCTION,0.05738990171835601,0.06263346425488676,0.03295497088769638,0.05571293515954805,0.03197877650800207,0.06298973114988957,0.03212682885766873,0.06072375951180144,-0.044618511996795535,0.05692723800593151,0.02618269189792732,0.13023829820356098,0.056338482345504606
HALLMARK_APICAL_SURFACE,0.003045952875916992,-0.024021610626329033,0.048748188367611765,0.014735078127480514,-0.06971336441871144,0.049659644575875114,0.007571933451038122,0.027902173963671426,-0.06922884550366036,0.08860820544763877,0.014700535753802795,0.14433770999676387,0.0030554747775435242
HALLMARK_APOPTOSIS,-0.026316472772025944,0.04536489494065711,-0.02623122921023808,0.026043172974636156,0.048718276846783405,0.05654042035510286,-0.018636287010278526,-0.01043761280007079,0.014381867665410273,-0.09921950336419916,0.039466339564988163,0.0745661947854059,-0.012611195815457178
HALLMARK_BILE_ACID_METABOLISM,0.03421731670731908,0.02092196587094077,0.018275416451160684,0.013252396145576118,-0.0393668989261837,0.08743972711476845,0.008456076021378208,0.050824883606029714,-0.006592382854909418,-0.02221938718014102,0.030909350195145856,0.05075804045197175,0.01476805685432355
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0020531530537895187,0.04887095422687829,-0.05794963689446484,-0.03557137701258231,0.0623331194242065,0.08264961930177817,0.02095552080558035,0.02668002043360572,-0.05915880719659656,0.05830970955501913,-0.012039352716678683,0.07435749155179434,0.05431489174219736
HALLMARK_COAGULATION,0.02694962207786878,0.010400114943815294,0.016958227405512002,0.017140315029094792,-0.01737405942641589,0.07718192851308141,-0.02558429512963187,0.0166752040329932,-0.10901383072452274,-0.11772394321134516,0.037307836620289817,0.1376264268348017,0.052310227421399944
HALLMARK_COMPLEMENT,0.007858288390943635,0.03782443695340791,0.049601869519198274,0.053294869043102766,0.03309821354769941,0.10871886048285971,0.002804241605130012,0.007076288413028495,-0.01595539699778563,-0.015999546107545382,0.06015086166076637,0.09984677529810809,-0.01118303939550058
HALLMARK_DNA_REPAIR,0.02636547833907174,0.054531009302157755,0.03863603890655422,0.046059554043395505,-0.04599662648622031,0.07578395283710296,-0.009766741136267725,0.05516894989460105,-0.041405351998527906,0.09018644198363883,0.048660790295911825,0.0904672647053174,0.09534623447473631
HALLMARK_E2F_TARGETS,0.0311430722233583,0.045046772230248264,0.03456587078481622,0.035520781098494165,-0.051696836302750786,0.05291372976265795,-0.028520874356701195,0.051171383805329096,-0.04940005828259011,0.07338391221749324,-0.029370046385386754,0.041295426171131015,0.07785887943996987
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039881122875836575,0.03131273023190008,0.02332915544138062,0.07708348943985907,0.08915712590460254,0.08136396226530472,-0.05568948809393246,-0.002243493562656079,-0.06133705294542579,-0.059587278233843834,0.08961606552910609,0.12401001900816297,0.1086823906851921
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013929479109845763,-0.02873284040559904,0.06512952460386007,0.06307473373915673,-0.0012940308518303088,0.017464941643247398,-0.017543522822125845,0.05840145391379807,-0.017969640213760026,0.0348082339502661,-0.04009895325072284,0.07825974896772865,0.037307515438397866
HALLMARK_ESTROGEN_RESPONSE_LATE,0.017045281457322748,0.021842846112275705,-0.0013564808446660272,0.037012684184330825,-0.024395983941598448,0.007874895860810954,0.0062573849504297206,0.03895926192085725,-0.014129631614500543,0.015908821938794906,0.03300812342196593,0.059931284860506875,-0.014211159112505988
HALLMARK_FATTY_ACID_METABOLISM,-0.006867834031614813,-0.018578383778679076,0.05636960436941948,-0.016071504126888,0.08638795069447831,-0.013102870395934215,-0.016526168397653303,0.014335330555057004,0.07397893997259043,0.004653101713145511,0.043584463613030186,0.05069337934080619,0.031510584881375564
HALLMARK_G2M_CHECKPOINT,0.03599017084772209,0.002707294578604162,0.024244530573759856,0.02359288432933912,0.003684308802970912,-0.047077347426888044,-0.06857963361382953,0.03108803424863862,0.013030896995242349,0.0571888412304635,0.03285398323995862,0.08014308637441568,0.0881376118248188
HALLMARK_GLYCOLYSIS,0.025198533273793736,0.001463352224319173,0.04607119218743316,0.06182077191539015,0.06972088259882574,0.005494936098873817,0.008150682399920893,0.06148778539043848,0.0187801405757496,0.07015646234863339,-0.02073943592634484,0.06662333241325348,0.029940575375615994
HALLMARK_HEDGEHOG_SIGNALING,-0.013258960266912893,0.01941232423859999,0.027381558892497437,0.03240760643773616,0.024651072805583738,0.014907189545410926,0.010330094045682829,0.06911932525079946,-0.07500764216967115,0.10264007703826246,-0.05799688851106411,0.05172247147081095,-0.017559401425458712
HALLMARK_HEME_METABOLISM,0.036510649876981764,0.05063090847857975,0.046322558064509446,0.059846250713773086,-0.01828472312643496,0.08647770674161212,-0.016614842174277097,0.06413236567702316,-0.02651572751927113,0.04708913676223775,0.04521043750038115,0.09434136032312476,0.01844474795977488
HALLMARK_HYPOXIA,-0.03863145621578218,-0.004526303025772605,0.02951925179414157,0.023545532104692464,0.09301061729348004,-0.06854443702721418,-0.010834061404348751,-0.002688839167758036,-0.04384738156543102,-0.01844526019844694,0.06845084476714627,-0.014185826391235244,0.0786125626485335
HALLMARK_IL2_STAT5_SIGNALING,-0.008395631340682806,0.014071715927455899,0.027494260060872293,0.030714432139995383,0.04364135797288676,0.03419571623118897,0.01390514935979732,0.03307484162160771,-0.04918246864075283,0.04292887278873507,0.01727730566382433,0.06226549317372699,0.09559506294415615
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.004651292216081028,0.032825051455137866,0.04592284754041864,0.02899507590932274,0.03883662324987769,0.03496832405263549,-0.0344376691554738,0.038823638774787936,-0.02131229617690863,0.03843126178295127,0.009553734997192509,0.09510741430434058,0.0635052517527988
HALLMARK_INFLAMMATORY_RESPONSE,-0.04998274655821305,0.008322205893406097,-0.04097737194786462,-0.017175258872357983,0.06594472895273759,0.03365208430718824,-0.06905863759064917,0.03481123639974336,-0.048600036680255414,-0.00664139553679166,-0.050227034465384526,0.04060621702279826,0.0003792437205353241
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07079693006373224,0.02067016828247333,0.0005030347617668022,0.02191708718108626,-0.06865536139008604,0.040981558184643836,0.006939623306282349,0.044256099180788225,0.03558193048416476,0.030180150259871856,-0.009430953711772168,0.10907693502702102,0.013859202064857436
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04084079625772267,0.02353045665699883,0.07899201289410444,0.04228237415328925,-0.04526090815754233,0.09313527122131572,-0.06975579434255269,-0.053872734883902804,-0.045023149984536465,-0.04695581792616264,0.11651761205188661,0.14822206470782368,0.08704070809106595
HALLMARK_KRAS_SIGNALING_DN,-0.00013701411848783036,0.016312572789318303,0.06950915046155974,-0.005154159341091054,0.006225064661167253,0.038312852746810115,0.07792948323371535,0.05587335948666817,-0.06848297348228248,0.08955283491997608,0.01114917647686807,0.042353842196640165,0.039148989726172576
HALLMARK_KRAS_SIGNALING_UP,-0.009615411606861912,0.04127406391541185,0.020976366538206427,0.035018682794227964,-0.056082437527245434,-0.008665677335705202,-0.02987336221864518,0.024163147717835752,-0.09521656100284816,0.010517977464237873,-0.04530124002253085,0.11982942859488485,-0.032696341271138775
HALLMARK_MITOTIC_SPINDLE,0.024034584472805216,0.04576303457296933,0.022056831904316985,0.03339807800903181,0.023511841829816995,0.006816030242570881,0.016075836052479336,0.07524864153424086,-0.017052639978658787,0.06656397956442903,0.03904065009347839,0.07788773750121207,0.0705461194939663
HALLMARK_MTORC1_SIGNALING,-0.007634439526342948,0.038388957841645144,0.03924800422624966,0.0685951908002968,0.07021668001831399,-0.002057081598346568,0.0002751110288332117,-0.0032229283201114763,0.020344384459178105,0.07447661834831514,-0.03632097707184336,0.07334734984437843,0.07944063452484798
HALLMARK_MYC_TARGETS_V1,0.032682514153820875,0.03924966272709209,0.023561675060118536,0.0274517036517883,-0.0613247818180801,0.01212419336878321,0.030495816987567974,0.05972677098596976,0.05284710717963151,0.08860302068886634,0.0670691619292336,0.07354514583331304,0.0758462821516164
