,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.046402496495757756,0.0388534443299649,0.12904408303053144,0.07013140986347387,0.016595810924554685,0.029695584773744673,0.056480980536407356,0.05994627225710804,0.07002951642875103,-0.018578093056698552,-0.007346429774868515,0.3853401678372708,0.015547054652589414,0.06018052535809569,0.09118985116046634,0.04110175908295892,0.04623371317570697,0.0458423929966347,0.07717173146499225
HALLMARK_ALLOGRAFT_REJECTION,0.052773052103783184,0.0013457533746953111,0.13271445410745705,0.01337427587313642,0.06781222340811528,0.07832245227320903,0.043660185727025014,0.08021202854475037,0.14144629322221172,0.0729480465904508,0.011253733640219634,0.4014652258663682,0.024116038534224397,-0.005535770393653482,0.016605230117871857,0.08480383382843043,-0.0030084057312616654,0.07698906796895967,0.00525283634582162
HALLMARK_ANDROGEN_RESPONSE,0.01696469548771189,0.11489488750214549,0.10655669957054299,0.01537550334819977,0.060840440901888074,-0.006000800067174849,-0.023854836924945364,0.055715246206723246,0.05209128754498388,0.07970460000331922,0.0006045610800576271,0.37194589307920684,0.04609608781330389,0.09276596772146627,0.10003716034862256,0.07896145680002567,0.011720137182842255,0.038278859569178696,0.12392401780519732
HALLMARK_ANGIOGENESIS,0.13306333848661117,0.0538807160870087,0.2211206785226692,-0.018705636813813337,-0.14313859741850796,-0.060673154717626084,-0.0761011333040137,0.0974721274346898,0.13397130324340167,0.05623015870573435,-0.03127420288773106,-0.06289304461754772,0.13455172299740384,0.10562667885818292,0.07789472645632109,0.04878519957291254,-0.026279038024594897,0.003589468663324932,0.05250241766104441
HALLMARK_APICAL_JUNCTION,-0.04394240745056761,0.06656102748541808,0.1646997576003778,0.027823226354204138,0.021314996951428845,0.019658604302128065,0.009847380522238599,0.09799739080611115,0.16508896598683565,0.08218985688163687,0.05109138880782644,0.47674155392767614,0.06644267695032063,0.0599278326585274,0.12048817183504387,0.07627497517587109,0.037966151571063984,0.06612949191031421,0.10106067723303963
HALLMARK_APICAL_SURFACE,-0.10883256363600086,0.013531811020273623,0.024558608803334343,-0.009379966653952548,0.026538684944376393,-0.029169385337111903,0.019462982977475216,-0.03349007406824235,0.03862015117177455,0.0121984641786431,0.054055902896406084,0.44574528041538153,0.09993300152968711,0.01986327193531628,0.0959578601663409,0.10046828264647448,0.07167865780037284,0.06892673829738186,0.0700483130102474
HALLMARK_APOPTOSIS,-0.017331118388620517,-0.008148350673308156,0.15597822956358168,0.015013475215573531,0.138705784515282,4.57954523228777e-05,-0.04441917861817913,0.006089345800652184,0.11483200141362143,0.0921026724680218,0.03593988846032677,-0.03702608921988077,-0.0672036056686237,0.17823010341072043,0.10153507983691781,0.07202590790862674,-0.0004360625417517275,0.009850149426020196,0.07111137306484962
HALLMARK_BILE_ACID_METABOLISM,-0.04988382756628612,0.002717743876799117,0.007975307070678315,0.026309396449991817,-0.02115222114501221,0.06995457642539964,0.034615494871633505,0.10460232911721228,0.07061171074474848,0.0828732741708613,0.03225246484518766,0.13131809970381897,0.08469682493801692,0.021693510756765653,0.09210350756728897,0.04943717612990605,-0.01779299838214043,0.05392121223002343,0.02898944621294898
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07534347714184542,0.023950213927160204,-0.08022153161122125,0.01845555666365439,0.05827122774858503,0.042967339014453515,0.013800478636485492,0.10011523343709933,0.02976120419083448,0.037364807117057,0.0413363224230907,0.43364684207061044,0.05729977791151608,0.036485763056142095,0.045475857924412576,0.07604872877889514,-0.012181809267764444,0.0034132293802029406,0.024611139776645717
HALLMARK_COAGULATION,0.08092616612083725,0.025009704192311213,0.20336599490808793,-0.012712809695161094,0.0665860761047437,0.048976414827788785,-0.08851108848905075,0.08844083076326778,0.13153710539888935,0.10129148085704279,-0.0020884133620686697,0.33520757743166,0.0010231938111072117,0.11269588760832862,0.1485396336620598,0.047331408528411396,0.006191355144015471,0.06492206643876848,0.08778078407568109
