,ZH1019T1,ZH1019inf,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.056938073376387024,0.06642539436935754,0.08919264930394215
HALLMARK_ALLOGRAFT_REJECTION,0.058522358120527196,0.006662272517541983,0.04916041117599967
HALLMARK_ANDROGEN_RESPONSE,0.04059696064934565,0.03925930846952001,0.03196816239748916
HALLMARK_ANGIOGENESIS,0.048253314225206574,0.0799564947002063,-0.04174647714178811
HALLMARK_APICAL_JUNCTION,0.0037053460492932387,0.12335624239686023,0.09416707506924105
HALLMARK_APICAL_SURFACE,-0.028630815397224223,0.005420241953988006,0.08847785077912168
HALLMARK_APOPTOSIS,-0.0008928509621186903,0.037524959309267795,-0.0358881299050379
HALLMARK_BILE_ACID_METABOLISM,0.06067745177776917,0.03557864276570217,0.004503101520234548
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008412231599072053,-0.011312079142633196,0.06474442980729556
HALLMARK_COAGULATION,-0.05718450373549194,0.07430842635032946,0.06608244192715301
HALLMARK_COMPLEMENT,0.025415426230878137,0.010061741822721085,0.018348963683302345
HALLMARK_DNA_REPAIR,-0.011593095731767943,0.07776922418378235,0.07041093147616356
HALLMARK_E2F_TARGETS,-0.018439361382932815,0.030400798491572723,0.04620637892958078
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009142393137758881,0.09140927360948552,-0.010306989593540336
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01021400539302811,0.015738800389547388,0.05351934124750767
HALLMARK_ESTROGEN_RESPONSE_LATE,0.064658945842159,0.07392508586772178,0.0860307867846895
HALLMARK_FATTY_ACID_METABOLISM,-0.014756365160828478,0.018671513417703255,-0.04443771956357575
HALLMARK_G2M_CHECKPOINT,0.03300566343418992,0.04248164798442656,0.043263582550169974
HALLMARK_GLYCOLYSIS,0.07121209582385174,0.1430129298638294,0.0865456198663584
HALLMARK_HEDGEHOG_SIGNALING,-0.05057222450157364,0.06955424116008303,0.04819914574412595
HALLMARK_HEME_METABOLISM,0.035162615844594895,0.07028599384714439,0.0680795874863168
HALLMARK_HYPOXIA,0.07337607267894102,0.15705275916943937,-0.05063698096943158
HALLMARK_IL2_STAT5_SIGNALING,-0.0966316277344072,0.04149791764216087,0.05102982879622186
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.012688222334280007,-0.07080926145923461,0.0635682884682429
HALLMARK_INFLAMMATORY_RESPONSE,-0.009132569366021876,0.04042134388112379,-0.03357750005244365
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.007276331864928128,-0.049357074046561034,0.1117060167399705
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03040049770584791,0.06465885924877093,-0.004065373986808742
HALLMARK_KRAS_SIGNALING_DN,0.08819480684650406,0.042021573386535074,0.07665155046454097
HALLMARK_KRAS_SIGNALING_UP,-0.011947572650235659,0.02310670102677461,0.08159173913199881
HALLMARK_MITOTIC_SPINDLE,0.0390101602432941,0.06335185461539734,0.08462505313085554
HALLMARK_MTORC1_SIGNALING,0.10128442282065536,0.15439362499042353,-0.00403329923198923
HALLMARK_MYC_TARGETS_V1,0.015479129011223992,0.05709341378861458,0.07801441012350364
HALLMARK_MYC_TARGETS_V2,-0.09546888432004574,-0.009941656595980428,0.05052178768942832
HALLMARK_MYOGENESIS,-0.007708577821356435,0.07590695823042387,0.08739143004205509
HALLMARK_NOTCH_SIGNALING,0.006318939618281958,0.11519416506813185,0.045622152656445626
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001977108710794065,0.0723586057339944,0.08083780497072311
HALLMARK_P53_PATHWAY,-0.0046739356041502825,0.09937885908978557,0.06883830513846899
HALLMARK_PANCREAS_BETA_CELLS,-0.04722784234463828,0.02639593350849355,0.0787589810622726
HALLMARK_PEROXISOME,-0.0571795097360299,0.03707222657813127,0.10170975445250816
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0423763846161128,0.11487054980099876,0.05982213730057563
HALLMARK_PROTEIN_SECRETION,0.07450090200770046,0.08936884405556537,0.05543688624724967
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06888522052891066,-0.04894750017444159,0.06864377050298305
HALLMARK_SPERMATOGENESIS,0.06473893194714535,-0.020193572355639507,0.09268999934298675
HALLMARK_TGF_BETA_SIGNALING,-0.011429510523679211,0.011126359658449693,0.07283818369571954
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.09133434544702969,-0.07566437918033914,-0.01829181545225422
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.014775818617626838,0.05485268983913669,0.06935690845925235
HALLMARK_UV_RESPONSE_DN,0.03671084525629606,0.022355846427494067,0.07893458687961613
HALLMARK_UV_RESPONSE_UP,0.03940722425732384,0.06541392889210744,0.07538368419785536
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.028358287845115824,0.11089710902330409,0.08263170691926996
HALLMARK_XENOBIOTIC_METABOLISM,0.08034229882540506,0.08589683754213576,0.06306857099596497
