,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.23135993682243639,0.09792735935663366,0.040134430164039045,-0.0057928780980436335,0.20863608284423918,0.06324870777171762,-0.43621168316924924,0.1697748538963267,0.0732670666396892,-0.09819690057359674,0.1357929756239431,-0.11467133542004303,-0.2824018047297158,-0.35565754284569806,0.014476337732638797,-0.0425999558074456,0.040203626426497475,0.05938883763937808
HALLMARK_ALLOGRAFT_REJECTION,0.2495501075126715,0.09286301547337295,-0.09368097597454379,-0.08216985715043233,0.16705794610222083,-0.03917100083675906,-0.5083938548555095,0.17893627138584806,0.009246979460313987,0.2699929241275847,0.024918874202654866,-0.10111303525184227,-0.2684541544662285,-0.273886568765238,-0.12522222171489325,0.029723682427980312,0.11911466603838176,-0.05420112220345398
HALLMARK_ANDROGEN_RESPONSE,-0.1170661778222001,0.04925121680014295,-0.02608376821509007,0.04668348853271236,0.28766304405198595,0.09278109590680413,-0.3679119030858225,0.08060465096518671,0.15644351327427594,0.2902301876174027,0.2216033095773871,-0.030839648833447406,-0.047458589780149815,-0.15149304509066525,-0.13663822532075182,0.004888212201031649,-0.062032544479057955,0.14558221129023882
HALLMARK_ANGIOGENESIS,0.2316696492953437,-0.13609727585195627,-0.06532976751485849,0.23092048892357564,-0.3352639799592822,0.0753356318081283,-0.4486786887700238,-0.2790067000906926,0.20778160690089453,0.463323445516446,-0.20638988790559917,-0.09597840725177595,-0.010019905237694427,-0.4794931396289862,-0.15577952835629796,0.03597576979821224,-0.2820040268747543,0.05287859338001939
HALLMARK_APICAL_JUNCTION,-0.30063794969004903,0.03396682305187782,-0.010624349256549568,-0.10363800700421212,0.04186012331860579,0.07743622249767833,-0.5321425761434793,-0.20418600942647577,-0.03766500633005084,-0.16105123643772823,0.14757891426793707,-0.024253183780544217,-0.33377338013175684,-0.29846796388745683,-0.1563795001607499,0.012131610746808366,-0.06950951139692721,0.040091615145462535
HALLMARK_APICAL_SURFACE,-0.21305422719377384,0.23927015441174307,0.05924889753559644,-0.07273842802728502,0.060174519537042316,0.0681780720031968,0.1212067818535795,0.3253535228602702,-0.09896114424063199,0.03714666634406918,0.1664090691895504,-0.1192051115643842,-0.1826519677080296,-0.16820024608415202,-0.05250787625093737,-0.03455854806367058,-0.006765018631570398,0.14506597385795206
HALLMARK_APOPTOSIS,-0.05587466861540412,0.07633939214126213,-0.10402925290847162,0.0034677219271066245,-0.08276283441027531,-0.03125364738569075,-0.2609321731520134,-0.08732138777996862,-0.08553833133123337,-0.10923324844717947,-0.060079858547067454,-0.015134203029636441,-0.2967804974687557,-0.19685072572161624,0.04988603527699363,0.007258173556042759,-0.053044164095923434,-0.05117550912955783
HALLMARK_BILE_ACID_METABOLISM,-0.2829444452030979,0.04537104749786368,0.1190779621174841,-0.01758133528532399,0.03160742833973969,0.1273345885058787,-0.39310401386560717,-0.14590150893944803,0.017236763218817428,0.26147361029774147,0.19821009610546445,-0.03535670089504914,-0.08955036356196176,-0.026441777740877137,0.002800459084793808,0.04186310901772827,0.04427817267166414,0.1264811542822955
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07217169550324187,-0.0013998916308828335,0.07239170053137882,-0.04220352731413235,0.05618048087249533,0.12926942196764932,-0.19499037265641875,-0.3265758215437251,0.07350339771410244,0.4427974494993257,0.26052127900138833,-0.1774590658434401,-0.11614524035774836,-0.1075847416189386,0.08163345157263195,0.06701751640257438,-0.044704827188043125,0.2741668095755659
HALLMARK_COAGULATION,0.3821224058930547,0.041025256619741234,-0.09901218082991711,0.05518849272562622,0.0671252819048702,0.01690315530367341,-0.40371636395286153,-0.06812669437848347,0.17434831877017504,0.3964722164088332,0.18953139451121886,-0.036731861932181344,-0.3571389284459617,-0.4289080946786181,0.04686846617251823,0.021716182116498006,-0.09135705689820227,0.18798822994015282
