,UKF243,UKF255,UKF259,UKF260,UKF296,UKF313,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0255282154204193,-0.0312670220388163,0.025164765891775822,0.0055343875065435415,-0.03986133095963546,-0.1382649401744959,0.0032646144711785214,0.03428279533831789
HALLMARK_ALLOGRAFT_REJECTION,-0.04196170061925839,-0.08143825719850509,0.011665087747847396,-0.0461585705926853,0.0119660471086779,-0.16506615927717758,-0.08387835857972539,-0.06404415437862368
HALLMARK_ANDROGEN_RESPONSE,0.024160577323942174,-0.023576888938060567,0.06353262524934931,-0.08996636132541623,-0.051158650236799656,-0.09071502134809455,-0.032408584087551685,0.03186538937421411
HALLMARK_ANGIOGENESIS,0.04231210073875999,-0.04519503260796954,-0.0008930230703325779,-0.010364333750547966,-0.02214161408998849,0.105592977169211,0.13224071818431044,-0.02611639895949424
HALLMARK_APICAL_JUNCTION,-0.004177300244470404,-0.0247074839091925,0.048777006061929425,0.006360203862142604,-0.0489423464773216,-0.14741139818702015,-0.029968773500653575,0.03325950863264345
HALLMARK_APICAL_SURFACE,-0.011264692283508484,-0.06654878448026058,0.00801871951382971,0.0048601300849921356,0.0187780854578019,-0.18547403915476932,-0.11070642893964215,-0.028793774571733703
HALLMARK_APOPTOSIS,0.00022262230154257667,0.03539828101708448,0.05551492614887887,-0.07728179833392419,0.005453779073709929,-0.05224665580944452,0.16859439570782458,-0.04464575101996739
HALLMARK_BILE_ACID_METABOLISM,-0.007214829391581902,-0.011777795839641177,-0.004454566319782999,0.0969314418547977,0.04339639417132771,-0.06910946882224576,-0.08560338809326555,0.034326052306345084
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.023938922862287732,-0.05538858906053956,0.015316128889508892,-0.018789975544061213,0.022724195485550176,-0.153064662714649,-0.08266101067159726,0.0539854181907105
HALLMARK_COAGULATION,0.01880646793548454,-0.03717616151809692,0.009941653142638314,-0.11059649064102696,-0.02236540222649875,-0.03084997538931364,-0.010818578287975366,-0.042926937327005296
HALLMARK_COMPLEMENT,-0.010526739234253868,-0.07011483886446047,0.04420384400250601,-0.03745647768358463,-0.061007072199464996,-0.11846805412018138,-0.029428538037369785,0.02407465093315231
HALLMARK_DNA_REPAIR,-0.014138840111321384,-0.040557228761125594,0.0676211173839035,0.018640503548529475,-0.0015843502017231059,-0.15022274667408977,0.009972385953653847,0.090652121609036
HALLMARK_E2F_TARGETS,-0.029220115270082024,-0.05735087926908901,0.0273748405551349,0.04914193449840386,-0.026230473824757745,-0.10278985721079767,-0.0770657375486286,0.05301456264184189
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.035249157176896216,0.043196080384809904,0.041198923030142616,-0.044451747740434755,-0.03694713709449756,0.11151908019934666,0.15475144119108014,-0.019818950194129683
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015331670257093305,0.03089309108078905,0.011872020293539225,-0.06065042233896189,-0.016833767923137538,0.14223399491181032,0.15219676598369386,0.08976198339642479
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.014399697826626623,-0.01428236150581879,0.019176376192072776,0.030538941821591687,0.02047944238634348,-0.13926165128146925,-0.08796166780633635,0.00961246479712773
HALLMARK_FATTY_ACID_METABOLISM,-0.07888486120995006,-0.019314730776079383,0.04854289581682998,-0.09079457737598455,0.0029371351177519068,0.0999239693361248,0.11311930086795005,0.09352733800656066
HALLMARK_G2M_CHECKPOINT,-0.015550566566339252,-0.06840057146528966,0.036458245372145086,-0.014702845779420616,-0.01264125415330725,-0.1364696385767438,0.02558576601053741,0.07454157637266118
HALLMARK_GLYCOLYSIS,-0.00846860284667378,0.08859031755425727,0.034138747978252004,-0.030165260411142095,-0.033499967764046554,0.1315868280415286,0.19985878545566588,0.10896294853652115
HALLMARK_HEDGEHOG_SIGNALING,-0.07058538551463804,0.020076237699968347,-0.03253104781364166,-0.056326223182690226,-0.031456111558817605,-0.03851877954429502,0.125178285775918,0.0564784399055761
HALLMARK_HEME_METABOLISM,-0.0012642628502431744,0.037459847130840454,0.05636403931138242,-0.026809281310155777,-0.02037968739310082,-0.025241220664548685,0.06233727780351869,0.09013411391095298
HALLMARK_HYPOXIA,0.02804493194408871,0.07910709485268026,0.026856516269438534,0.005064760945930958,-0.004418575038997978,0.17475645840339127,0.24277024884936463,0.08490376663596315
HALLMARK_IL2_STAT5_SIGNALING,-0.008053759127347694,-0.02133211317449434,0.0335507942267323,0.024612596554761612,-0.031669354546284695,0.040016913558911404,0.001837586963027238,0.08444525938300891
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.016207347304975566,-0.024187969379076208,0.02883071049545351,0.04988245363945589,0.009854065542210067,-0.04683732765182826,0.0568906254874598,0.022047001768353332
HALLMARK_INFLAMMATORY_RESPONSE,0.05425944530700553,-0.0037635592823283314,-0.008633723145308948,-0.023984149423902933,0.007078387972543877,-0.028371465031104864,-0.027417256842863173,-0.0394650638707375
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07292590544776274,-0.030426492066795405,0.06281565383168225,0.00011699934595368356,-0.06823026087388347,-0.14443386039987643,-0.16233283109696037,0.004295607196547415
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0302140983115635,-0.043221218832546114,0.02531045435588351,-0.024581062174543575,0.010381036308669087,-0.0715569461688496,0.13102087463205717,-0.05737691467934037
HALLMARK_KRAS_SIGNALING_DN,-0.0393869978622909,0.02521378776199051,-0.0062250534774635925,0.0276537294206524,-0.05527041342586551,-0.08609408733206551,-0.05558108822538665,0.05227634011366404
HALLMARK_KRAS_SIGNALING_UP,-0.047356394250298126,-0.03161531996464675,-0.01513295647965755,-0.05505889422839329,-0.004821458000007296,-0.11775027027115634,-0.037119638798656866,0.01046396743550816
HALLMARK_MITOTIC_SPINDLE,-0.03489779686841468,-0.010590065065694834,0.0530049870603218,0.03988807096784132,-0.02990797272668022,-0.0744652529907442,-0.03325230027496781,0.06443750719997632
HALLMARK_MTORC1_SIGNALING,0.00323460506615212,0.12086194105580224,0.021975311482365322,0.03684705183156994,-0.07726507230988738,0.07138058201366888,0.19322550635069619,0.11228396876975573
HALLMARK_MYC_TARGETS_V1,-0.04373029986212067,-0.02320330444021384,0.049602200563913866,-0.027574061822265468,-0.01971953047543664,-0.10936292182124814,-0.04451883368525655,0.11523754126014493
