,UKF259,UKF275,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.003857689933206498,0.02313366992742376,0.09710304426130939,0.12030476636218368,0.19529275112170805,0.003385610091610901,0.025346758409543563
HALLMARK_ALLOGRAFT_REJECTION,-0.007215039427415518,0.03133359548094311,0.12563805248181975,0.12052940556881328,0.13461776263409797,-0.05349310989431465,0.11719400712734229
HALLMARK_ANDROGEN_RESPONSE,-0.018694586434589874,0.0630530862490365,0.12679618136591658,0.06918415897181308,0.18481591702068578,0.014007032045176724,-0.021824693293903578
HALLMARK_ANGIOGENESIS,-0.02558262032489427,0.018799669697501808,-0.009893031050535723,0.0489784184733002,-0.11768503230331473,-0.033762703115755036,0.001987314473786479
HALLMARK_APICAL_JUNCTION,0.040812913145090376,0.005093063375872797,0.10381713720908066,0.09314995324606955,0.168986047814329,0.02946637191179685,0.05968729126469552
HALLMARK_APICAL_SURFACE,-0.004297783435155749,0.007915262481341076,-0.0834050074876271,0.07559686903542852,0.14925199321789917,0.02725489888265274,0.07379100962598252
HALLMARK_APOPTOSIS,-0.04048477951882548,0.09019571889179392,0.13188353663746188,-0.03252057878754219,-0.06122999245132001,-0.0754329219712084,-0.011185939552285015
HALLMARK_BILE_ACID_METABOLISM,0.01789226612145137,0.012819710214945539,0.007720414542559874,0.08174761738779554,0.15671121634631002,0.020397120414071844,0.058860375509980814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03596038255370332,0.048610779101556686,0.04606837013227881,0.0933109812832081,0.18157666175695658,-0.003828731281721742,0.13053508126663924
HALLMARK_COAGULATION,0.08647545143761237,0.0535976662692864,0.1296320168840472,0.08164944626174375,0.1410672830548592,-0.09961782294416727,0.17003709428500638
HALLMARK_COMPLEMENT,-0.034207106073800744,0.052755014295901195,0.03994020189950963,0.04961713430156334,0.14310760694733782,0.028732644365436436,0.03482788067863822
HALLMARK_DNA_REPAIR,-0.0029332616985245394,0.03392792736287954,0.004866306523692316,0.0637874176042903,0.18069219246442528,0.06166547680269222,0.1251367337255285
HALLMARK_E2F_TARGETS,-0.002689556389109465,-0.0002104756412357036,-0.12467684617646124,0.07941600434211586,0.11505402170966941,-0.014025491115033385,0.01973567507064822
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.029321516048899394,0.016265033679647208,0.0462025032239716,-0.07280799654142286,-0.0805317098766355,-0.026901849088110056,0.02594054108143537
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00801925442296971,-0.039496504162141406,0.06096225314224282,0.046080339991465845,0.08341439690035794,0.044330675243967166,0.04082422127214101
HALLMARK_ESTROGEN_RESPONSE_LATE,0.006878441565103621,0.04937455996638605,0.03784243796313667,0.08922352723644467,0.20402939226052125,0.03808114748142508,0.0007226976790813687
HALLMARK_FATTY_ACID_METABOLISM,-0.003102795344267282,0.025047062866557,0.07020436273732326,-0.14384295948707726,-0.002434135171325927,0.02566103850291368,0.11339130452980774
HALLMARK_G2M_CHECKPOINT,-0.025724898290246274,0.07894188685418986,-0.07530072489639995,0.011492265331517705,0.08548484907712767,0.015799343778475725,-0.003519803709858931
HALLMARK_GLYCOLYSIS,-0.03870816277127321,-0.06105226282556376,0.018000442605384644,-0.010122335839457704,0.08952104567037257,0.027542547799595793,0.049499940896780184
HALLMARK_HEDGEHOG_SIGNALING,0.010731704759143082,-0.029009561257248382,0.07636256740382594,0.05984482716252097,0.06465627419271809,0.044535243422822446,0.05702219479638685
HALLMARK_HEME_METABOLISM,7.203756950369446e-05,0.05091321464305554,0.15121776668933742,0.07775523873712908,0.16762134907176418,0.009015956625171571,0.03277119163145013
HALLMARK_HYPOXIA,-0.023549385888350868,0.006411010508063987,0.007615274896726659,-0.15889858885191321,-0.14755544748929506,0.014051934064417963,0.01701745044415445
HALLMARK_IL2_STAT5_SIGNALING,-0.027092770205910416,0.08654832447412601,0.12463830413619005,0.0645002326775798,0.14287265705797567,0.005814562551175838,0.08714367346990731
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.007397594852806854,0.0453820937483151,0.1669028489812106,0.08341777136365225,0.07544126690137613,-0.03283181781769582,0.01823258410972944
HALLMARK_INFLAMMATORY_RESPONSE,0.010117733318715528,0.007245822978304284,0.07495337759367457,-0.03251834769527036,-0.006303654217449332,-0.06484943932171168,0.012386805532701923
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.010557528745104822,0.06910166341081181,0.18342249944612252,0.10498553799346558,0.2139784974549463,-0.011559530973358257,0.05392509543554924
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.012140914839897685,0.11660436678895476,0.12231754292423064,0.00585272327790106,0.07303998230073455,-0.016734299762803946,-0.03412700854087791
HALLMARK_KRAS_SIGNALING_DN,0.019677798182161328,-8.596670993362016e-05,0.11186244651695595,0.07237611819501112,0.16800777181078397,0.08730760280829276,0.09664406232114975
HALLMARK_KRAS_SIGNALING_UP,0.013058974880502136,0.024085708000022625,0.05379172767938215,0.12883807290749294,0.17566929295822492,0.010529108822813639,-0.022284041343179708
HALLMARK_MITOTIC_SPINDLE,0.031298927116545014,0.005853917192497296,0.10448693755357165,0.07682949999120543,0.16876548950762504,0.045838506337046364,0.02452070555966636
HALLMARK_MTORC1_SIGNALING,-0.05936276249095859,0.02490559537787707,-0.01663130676366282,-0.09955196571792625,-0.05613213346613835,0.01948687305085977,0.020218247162188965
HALLMARK_MYC_TARGETS_V1,-0.03776480990955051,0.037115032311828874,-0.026913493568831288,0.10049504116481517,0.16884784943014164,0.035951758158006455,0.09231991228137779
HALLMARK_MYC_TARGETS_V2,-0.010208803329824205,0.050753597653320756,-0.10838084788649846,0.009827446354130529,0.14013573459821438,-0.012459070081988745,-0.006903595764123292
HALLMARK_MYOGENESIS,0.03569323233309091,0.07861369201224942,0.10786890254394899,0.14634728135485875,0.16702264568126918,-0.005583188172928829,0.06631454919344214
HALLMARK_NOTCH_SIGNALING,-0.008182684654520652,0.014668845259846264,-0.023329900426516965,0.10601976219581546,0.20277749213683516,0.007101837384665206,0.03594117669571782
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.03265669141681164,-0.03170522497491837,-0.029500548180910854,0.11465450934229222,0.18524047008260772,0.09054786844336897,0.08884395306386596
HALLMARK_P53_PATHWAY,-0.030138844783583446,0.042172476009076504,0.030415660890383823,0.029051744386109666,0.15810213621001762,0.04676916365127242,0.034707103756726525
HALLMARK_PANCREAS_BETA_CELLS,-0.02078639034040259,-0.02481632516339343,-0.02916073626344514,0.14420061185669822,0.17888214305117628,0.05210180965755214,0.008533444470137866
HALLMARK_PEROXISOME,0.016841116928833944,-0.01102247007770857,0.0957723130118444,0.10825778792159964,0.1844321030250008,0.01469835840888363,0.004419188593254577
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03706404061012229,-0.026982535070454387,0.03653402988824453,0.1284691802479931,0.18721334207301,0.09265487407272774,0.06529545858034687
HALLMARK_PROTEIN_SECRETION,-0.0377560190587942,0.03758188173260434,0.08116334356536213,0.0883263961422759,0.1778693591145615,0.08179333814895952,0.06390347405609187
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.02220352479162884,0.030378584304309904,0.13653851279643653,0.11805341744865068,0.18946712050568093,0.12283457310565794,0.039447322704872764
HALLMARK_SPERMATOGENESIS,0.0381773908787648,-0.0023456364101384864,0.03027583583385971,0.11319929857105737,0.18943224172633158,0.06332716967590048,0.08209429654721992
HALLMARK_TGF_BETA_SIGNALING,-0.0057079051831815004,0.031146340488071186,0.1045071909227513,0.12426100601938606,0.18429557482257639,0.0018506571780673188,0.048595304196011435
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.023526753550156074,0.0416996293183345,0.05158995602200038,-0.011594563416155695,-0.019073317322220062,-0.001934999130340788,-0.01177308678352979
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.009850243799327418,0.03393901980928344,0.041305117278671866,0.06956653323376727,0.17659707526487461,0.04905892531264068,0.0635852407030873
HALLMARK_UV_RESPONSE_DN,-0.031700063094112725,-0.009983959682265712,0.09196421875096264,0.10082127018904455,0.1341979179464223,-0.002477630500733711,-0.05299643129835683
HALLMARK_UV_RESPONSE_UP,-0.019059730581046794,-0.007115155081025706,-0.01952073083705202,0.036103944976999716,0.14989294744551412,0.07835334915024586,0.07338096617380115
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05344342343425238,-0.0405730276375208,-0.10750201336764788,0.00659422265522231,0.10109490258500954,-0.003946349982902529,-0.06606735671283573
HALLMARK_XENOBIOTIC_METABOLISM,-0.030043166492607652,0.012984294726372974,0.02098251472565195,0.07313217537275382,0.18496149570367224,-0.0035390654381655205,0.1054582632945391
