,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06918137652385865,-0.0077406152602524534,0.013826668569892358,0.03833438398106299,0.14247564743415128,0.11189654684834854,0.03965227433643856,0.05677529102153339,0.03379192713366699,0.14193520625889383,0.1268799971016155,0.12696628117297012,0.1556534163572095,0.18286964258750016,0.07252165765201375,0.1494414894627917,0.07548735322588171
HALLMARK_ALLOGRAFT_REJECTION,0.0006634980791137598,-0.008851073928968741,-0.006457976203662094,0.018927626718643925,0.1575784591733327,0.06451327606881009,-0.020887309488697676,0.04560237454406212,0.025968497375814265,-0.10571655027221798,0.028205856557860544,0.023212237676045803,0.12181699803312063,0.07270959525388193,0.07591294274202955,0.04973122481551861,-0.038667649862472536
HALLMARK_ANDROGEN_RESPONSE,0.07449601028547806,-0.030050069534752265,-0.012337579941713497,0.008517017834199853,0.13257023248109354,0.047462080219234724,0.019117881145241215,0.05487685007206874,0.06983092839107434,0.060038868843390714,0.035203879237142924,0.013165968042747821,0.11769186172655235,0.1308999740019061,0.009888401972399093,0.09890236427071512,0.04147701882508215
HALLMARK_ANGIOGENESIS,-0.05935462033733603,-0.024123852558047904,-0.0044760144018029385,-0.031217063635976632,0.10880334331003028,-0.02204091537924699,-0.0066163310547190475,0.031028127496421115,-0.029273525802704158,-0.11542712087794618,-0.038717243862360425,0.007737117500502874,-0.029783557820594466,-0.14451020201229572,0.0015192520147670897,-0.02332177006813967,0.05065503690406803
HALLMARK_APICAL_JUNCTION,0.09681892672148543,0.011103804068073542,-0.01420649591041739,0.029415444088075386,0.15793091913537516,0.03940196502791487,0.03739585833001072,0.0959471230534058,0.03946643534248628,0.0829933788125275,0.04128635852536895,0.11219582430535266,0.12001089850285185,0.17420365136662777,0.0604749457504568,0.1343877075729486,0.11013647602229634
HALLMARK_APICAL_SURFACE,0.08541467990114476,0.06614812638857216,0.020621291275446,0.01265445755677077,-0.04537586107625816,0.11069625009903464,0.012428106023973498,0.12422705046266012,0.07705412135266951,0.09908577823981025,0.06535140590315652,0.09241569800343968,0.17464549320910985,0.14304450666126425,0.028605509168036534,0.09345439237597715,0.0665137880793977
HALLMARK_APOPTOSIS,0.05524817950529853,-0.040828848162245954,0.0228109545378441,-0.007523361160513746,0.08286275334748064,0.07453507969285482,0.039466201549184184,-0.003978720297625314,-0.011163389542057242,-0.03683214938232212,0.0001406868896777394,0.08232619966456232,-0.04552397282804049,-0.008860810925684321,0.03906224378266596,0.0822720979928282,0.02324693027929981
HALLMARK_BILE_ACID_METABOLISM,0.00205281578892562,0.030354461542542982,0.01664154143752093,0.06032649968800538,0.1381616824961307,0.039013780391532145,0.03802726703583034,-0.06679940834292641,0.04678072867871173,0.18214302945563388,0.11681977339330873,0.01229837360834536,0.10272991944043226,0.13138429613616254,0.02570992340685254,0.10563929332594382,0.11089871052220439
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10865591351929003,-0.018263156679264893,0.007440981465501572,0.05854453014080449,0.12728497517693724,-0.02882047968782168,0.006236763581618123,0.027172443672268374,0.09516199874769801,0.18613839706367782,0.18191393125244018,0.07052876510323686,0.12072374656051867,0.17744992360312822,0.06537174060951341,0.1634242564479432,0.0867557452958917
HALLMARK_COAGULATION,0.07404741970105372,-0.027258185702712656,0.03370506523753073,0.07255035222735132,0.16264055553953688,0.051563506066253796,-0.007154871140049933,0.11017512363790827,-0.0756403632907092,0.004243563449497792,0.056736601586567965,0.1060333411066927,0.09790079709505574,0.1138273521129517,0.09413112161597072,0.0822077800661538,0.07513756527534174
