,UKF243,UKF248,UKF251,UKF260,UKF266,ZH1007nec,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.037516688674300164,0.09900429334378176,0.007016411873911358,-0.012238351736000696,0.04671804475833715,0.07789439910177448,-0.030145887810392128,0.04833143270086581
HALLMARK_ALLOGRAFT_REJECTION,0.00015880953248555927,0.0177091490277628,-0.03376771511539546,-0.043097065548266575,-0.011088093009869187,-0.042948557197045434,0.05838310179721879,-0.006500869458189345
HALLMARK_ANDROGEN_RESPONSE,0.06599681768899379,0.08134737613515335,-0.02698417731610257,0.03401465545188651,0.03522331139691228,0.07148906450880689,-0.009444910865395253,0.04328185910157814
HALLMARK_ANGIOGENESIS,0.12554361954537022,-0.04431208394932141,0.07516573249772183,-0.009381117294761541,0.00441384334423849,-0.0882172087920225,0.003369600913837022,-0.026938861041754053
HALLMARK_APICAL_JUNCTION,0.022166107356138748,0.08567215564042731,0.034124288983296606,0.005148507386816382,0.03437428812748152,0.09389241047179533,-0.003019291081808896,0.03976900249209637
HALLMARK_APICAL_SURFACE,0.03355534567772156,0.13871541441411098,-0.024367749662121563,0.021647770837104917,0.08605021923582117,0.10240808982977352,-0.08343519812687476,0.026769666322672973
HALLMARK_APOPTOSIS,0.012987087528848758,-0.004015192048059486,0.041020490357119875,0.0024244647455995247,-0.009508025321546355,-0.043134167344523563,0.032812744649746976,-0.050847800228823056
HALLMARK_BILE_ACID_METABOLISM,0.06813086019139439,0.07359731848492033,-0.015840173233793685,0.013699077644766394,-0.06742755568597913,0.05722641392562615,-0.01642656784193529,0.02723355679693978
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08334240716435241,0.04846025372056889,0.022999976693301682,-0.014797728945207667,0.03387933131588502,0.0365778528157213,-0.037640549050745396,0.06432713532075053
HALLMARK_COAGULATION,-0.007633433413914549,0.05567092670080613,-0.01728357494112069,-0.029718407250413914,-0.010494246501689357,0.085516766085822,0.04243404967057141,-0.01493218385159446
HALLMARK_COMPLEMENT,-0.0057119861384337355,0.0485480875274977,0.0039036308131550476,0.013822487230446791,0.014756986321771382,0.02557076658247474,0.04039209632881051,0.04632528192187212
HALLMARK_DNA_REPAIR,0.06073084154676816,0.10860754536938778,-0.010760371277293452,0.02009844111914744,0.02082227517313909,0.12052001497474948,0.030299975656349145,0.08889093507831691
HALLMARK_E2F_TARGETS,0.023429380099403284,0.0801863230350721,0.025694121828890512,0.05084120708283832,0.0016855289451183154,0.0461753315334272,0.03505036163894141,0.03658213336080895
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.044637101653109496,0.02850818848805903,0.03517266790472036,-0.042180011285924864,-0.00016875806161514642,0.06310119896756898,0.08337899657669673,-0.015626060088086195
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0001663170662195884,0.04740487378309299,-0.013380520199639876,0.06860950760821168,0.04770173841532162,0.03763105683516628,-0.015186579435959505,0.04773301543766309
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01807868452138488,0.06720892685977999,0.05589028438755548,-0.031435856166083506,-0.013550877686957261,0.07109883112450985,0.050755324454856705,0.04057197580175761
HALLMARK_FATTY_ACID_METABOLISM,0.06172782344782359,-0.0056462762342565755,0.012710920969345124,0.01826632414163364,0.05694997812891905,-0.022235840429592504,-0.038553092272802805,0.05364839881501763
HALLMARK_G2M_CHECKPOINT,0.04917367880922368,0.09876918753771365,0.000999754025927831,0.02793305638887939,0.01602812572701336,0.06294308101184527,-0.016144334469645482,0.062010213173300265
HALLMARK_GLYCOLYSIS,0.05184329531263765,0.0622663015629021,0.009159231286617083,0.002640274656831853,0.06100050625739685,0.03868884649163089,-0.02059270010335267,0.07058928684711294
HALLMARK_HEDGEHOG_SIGNALING,-0.024530791879148247,0.09759400037852418,-0.004939885165650003,0.03899994995081188,0.05103281201880967,0.036634978605196857,0.01957619695058065,0.06854253273492456
HALLMARK_HEME_METABOLISM,0.035611616098380976,0.11147178023505583,0.027005540296209725,0.06006327010555439,0.06609376477093618,0.1118709627966629,-0.002450384864159735,0.07829241053263743
HALLMARK_HYPOXIA,-0.005402964001855466,-0.06329658387039451,0.007290006290079659,-0.009359656680986313,-0.02806903001453736,-0.02887465316402134,-0.031036778387723805,0.08261796732771845
HALLMARK_IL2_STAT5_SIGNALING,0.025884554753426697,0.08756586231134912,0.03454580719996168,-0.01596751482775938,0.025209369132620545,0.0030128067826172013,-0.02483302331349067,0.08563579239447663
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07876752385186303,-0.024219808669932032,-0.0017423471434143474,8.497037580594934e-05,0.014753879868727384,-0.02435055452798971,0.031174919537470865,0.015297714286714658
HALLMARK_INFLAMMATORY_RESPONSE,0.02430643569387047,0.004723035702261529,0.08407314603733243,0.04800725757339239,0.025057582188794402,0.0246175381022028,0.03903372651365185,-0.001601921438731783
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05864416096978003,0.10277598286925015,0.0008113060962132294,0.023604842542377987,0.025646471080320834,0.027629609452467795,0.025441626046470336,0.01954492492042298
