,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.023511738908102892,0.10797494661536086,-0.02825228256384948,0.02124141888087439,0.0015640346434257065,0.09368514601762933,0.03629405996098387,-0.05778164373959481,0.17432710353649641,0.08096549893282287,0.06158530654648293,0.12360518497901302,0.08359674592517513,0.02873517315132956,-0.051106134821001924,0.05917989712343222,0.05065462118205146,0.03271113401773484
HALLMARK_ALLOGRAFT_REJECTION,0.05914567845185003,0.22823617099067608,-0.12188718315797757,0.06435977913744025,0.11830933847000966,0.0961222041836574,0.01724543687101638,0.10036924426999985,0.22801599117747767,0.06255312710939426,0.12517980355536376,0.06188894052284333,0.048700167883741936,0.04361683433977841,-0.028623930670598454,0.0352986041252955,0.08149152053134569,0.0035744395822134
HALLMARK_ANDROGEN_RESPONSE,0.13307675209512396,0.10085085914642876,0.10520532415016928,0.012198364177899906,0.025175055321616208,0.0895264746363047,0.06644989896117112,0.06784106316062762,0.19534276056862732,0.12994578235389154,0.042658979465215775,0.14846872516304124,0.04978868341926386,0.016575963454816434,-0.03757712950957477,0.021291964214260425,0.1015895347185864,0.0257661370290965
HALLMARK_ANGIOGENESIS,0.01622960409009965,-0.1172349380532015,-0.10497193956142661,0.00026597692315901377,0.04622821042042225,0.09256014262900349,-0.006715198643759919,0.09609328286771224,0.14314559310391398,0.10354825857022394,-0.10686369470499059,-0.07501079850294674,-0.0332017830764312,-0.09260504338414756,-0.027924858536297104,-0.032733443040189596,0.07707143045579476,0.047159424301021984
HALLMARK_APICAL_JUNCTION,0.0525425831662552,0.17285122094171887,-0.09955972894515916,0.017798843804106932,0.08592971639101997,0.1198348108561982,0.02781789073737421,0.024276225559208896,0.15039049477368507,0.12275484142936842,0.08032723507278933,0.1102296027652486,0.05649626514829564,0.06511535207615414,-0.01757941041044221,0.07340574674532037,0.04737881244610041,0.1182537828369101
HALLMARK_APICAL_SURFACE,0.0195035867059699,-0.010428840829048897,-0.15425262392562114,0.04122159402032705,0.00069790966336927,-0.04039508967046874,0.007064483595811684,-0.05043814791398547,-0.03522636371959052,0.05189028983215811,-0.07885606682869972,0.09662841602763007,0.10381569428296968,0.01634862724900563,-0.04496509200988695,0.038067137480930005,-0.031384784513372094,-0.01312652781857801
HALLMARK_APOPTOSIS,-0.010465228206167696,0.05799109431267605,0.05708754040240461,-0.0005955231183067485,0.10563953784042075,0.04699972787504688,0.011650333927855002,0.07502780243136065,0.1534664955351947,0.04291699966035186,0.08347404317588644,-0.07617083705575216,-0.02305532005907707,0.004147140699072191,-0.03363589408154527,-0.029418083843083708,0.017659359762885456,0.015004187975464808
HALLMARK_BILE_ACID_METABOLISM,0.042231054952418,-0.010927169102570636,-0.06369506588475354,0.01745026554226791,-0.05095838299624912,0.1149494779912987,0.04015976220788773,0.002716831412535917,0.09667450413988629,0.07512556926555657,0.004894253122340647,0.09808828315697131,0.13253055420567067,-0.03534507556941894,0.0005086610100664968,0.059008478991673614,0.09043666236236049,-0.0033597005227606557
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03778300682868129,0.1150918324711342,-0.12938508994579687,0.051856222498615774,0.06957180366465152,0.0774273706198497,-0.0001625931904720197,0.09873829982653874,0.12217168511648377,0.14415955188527205,0.029904406411126384,0.14519489840902244,0.0670903255690539,0.06748290806381632,0.016475664100778966,0.028208570566082534,0.061352479899873226,0.07442323055875558
HALLMARK_COAGULATION,-0.04420320855886438,0.10936132597626692,-0.09351995230387182,0.006708719651489734,0.0676901112291548,0.09961237535432776,0.07740480243909627,0.1480659681078753,0.17346394008810118,0.01795183424821389,0.10955732346767884,0.059870702459197754,0.0715053457960361,0.042516632379222444,-0.02648859717739344,0.0003809578235443519,0.02779950298605004,0.018973060666058073
